Updated.gene.symbol	logFC	P.Value
TADA1	0.53	4.39e-07
TADA2A	-0.145	0.00112
TADA2B	0.567	4.18e-13
TADA3	-0.0792	0.32
TAF1	-0.349	0.00595
TAF10	0.0995	0.16
TAF11	-0.34	1.46e-07
TAF12	-0.314	0.00075
TAF13	-0.418	0.000304
TAF15	-0.0717	0.355
TAF1A	-0.83	1.55e-09
TAF1A-AS1	5.19e-05	0.997
TAF1B	-0.396	2.75e-05
TAF1C	-0.0346	0.207
TAF1D	-0.284	0.00612
TAF1L///TAF1	0.014	0.606
TAF2	-0.65	7.27e-17
TAF3	-0.235	0.00114
TAF4	-0.444	6.23e-09
TAF4B	-0.529	1.56e-05
TAF5	-0.389	9.56e-05
TAF5L	-0.163	0.0491
TAF6	-0.591	5.7e-14
TAF6L	-0.156	0.00535
TAF7	0.0178	0.796
TAF7L	-0.236	0.0674
TAF8	-0.348	0.000181
TAF9B	0.442	3.76e-06
TAGAP	-0.492	0.0287
TAGLN	-0.913	0.000112
TAGLN2	-0.681	2.02e-11
TAGLN3	-0.118	0.028
TAL1	0.198	0.0126
TAL2	0.0154	0.453
TALDO1	0.832	2.6e-16
TAMM41	0.299	2.64e-06
TANC1	0.458	6.32e-09
TANC2	-1.26	4.24e-11
TANGO2	-0.213	0.000299
TANGO6	-0.319	1.92e-05
TANK	-0.466	9.99e-06
TAOK1	-0.699	5.38e-07
TAOK2	-0.212	0.0129
TAOK3	0.272	2.28e-05
TAP1	-2	1.71e-25
TAP2	-0.977	9.25e-09
TAPBP	-1.08	8.29e-14
TAPBPL	-0.408	0.00155
TAPT1	0.653	9.55e-11
TAPT1-AS1	0.539	5.02e-07
TARBP1	0.0391	0.622
TARBP2	-0.285	2.52e-05
TARDBP	-0.209	3.01e-07
TRGV5	0.0869	0.0106
TRGV9///TRGC1///TRGC2///TARP	-0.387	0.0702
TARS1	-0.112	0.0145
TARS3	-0.416	2.62e-05
TAS1R1	-0.0262	0.32
TAS1R2	0.00584	0.18
TAS2R1	0.00764	0.161
TAS2R10	-0.0243	0.665
TAS2R13	0.000659	0.874
TAS2R14///PRH1-TAS2R14	-0.0744	0.261
TAS2R16	0.00341	0.319
TAS2R19	-0.0705	0.117
TAS2R3	0.0116	0.179
TAS2R38	0.0264	0.0443
TAS2R39	0.00333	0.356
TAS2R4	0.00337	0.397
TAS2R40	-0.0045	0.406
TAS2R41	-0.00183	0.705
TAS2R45	-0.0105	0.636
TAS2R45///TAS2R43	-0.0259	0.756
TAS2R5	-0.0396	0.177
TAS2R50	-0.00124	0.815
TAS2R7	0.00428	0.314
TAS2R8	0.00259	0.517
TAS2R9	-0.00389	0.574
TASP1	-0.493	2.25e-07
TAT	0.0322	0.108
TATDN1	-0.36	0.000445
TATDN2	0.251	2.63e-05
TATDN3	0.198	0.0144
TAX1BP1	0.876	3.67e-29
TAFAZZIN	-0.0455	0.504
TBATA	0.0126	0.344
TBC1D1	-0.386	0.0012
TBC1D10A	0.225	6.46e-05
TBC1D10B	-0.347	1.85e-06
TBC1D10C	0.261	0.27
TBC1D12	0.329	0.00117
TBC1D13	0.018	0.83
TBC1D14	0.0225	0.788
TBC1D15	-0.208	0.000299
TBC1D16	-0.469	2.45e-06
TBC1D17	0.081	0.387
TBC1D19	-0.328	0.00426
TBC1D2	-0.156	0.165
TBC1D20	0.421	2.42e-08
TBC1D21	-0.0167	0.566
TBC1D22A	0.335	0.000524
TBC1D22A-AS1	0.0145	0.204
TBC1D22B	0.299	0.00173
TBC1D23	-0.255	0.00393
TBC1D24	-0.522	0.000105
TBC1D25	-0.153	0.00907
TBC1D27P	0.0663	0.095
TBC1D28///TBC1D26	-0.000471	0.929
TBC1D29P	-0.021	0.159
TBC1D2B	-0.418	3.83e-07
TBC1D30	-0.148	0.202
TBC1D31	-0.911	1.43e-12
TBC1D32	-0.699	9.08e-08
TBC1D3E///TBC1D3F///TBC1D3B///TBC1D3C///TBC1D3///TBC1D3H///TBC1D3G///TBC1D3K///TBC1D3L///TBC1D3D///TBC1D3I	0.556	2.3e-06
RNFT1	0.141	0.304
TBC1D4	0.151	0.186
TBC1D5	0.383	2.42e-06
TBC1D7	-0.16	0.092
TBC1D8	0.489	2.17e-05
RPL31///TBC1D8	0.272	0.000692
TBC1D8B	-0.442	0.00368
TBC1D9	-0.461	5.21e-05
TBC1D9B	0.326	4.4e-10
TBCA	0.228	5.83e-05
TBCB	-0.388	1.27e-07
TBCC	-0.136	0.047
TBCCD1	-0.689	4.19e-12
TBCD	0.28	0.00924
TBCE	-0.353	0.00103
TBCEL	-0.443	9.99e-05
TBCK	-0.00672	0.934
TBK1	-0.342	1.01e-09
TBKBP1	0.245	1.92e-07
TBL1X	0.293	0.209
TBL1XR1	-0.875	3.52e-10
TBL1Y	-0.00287	0.935
TBL2	-0.141	0.0335
TBL3	0.184	0.0424
TBP	-0.312	1.41e-08
TBPL1	-0.492	2.76e-11
TBR1	0.00422	0.187
TBRG1	0.303	0.00241
TBRG4	0.00211	0.967
TBX1	-0.419	0.015
TBX10	0.0232	0.0496
TBX15	0.246	0.117
TBX18	-0.237	0.00651
TBX18-AS1	-0.00564	0.6
TBX19	-0.0472	0.176
TBX2	-0.192	0.00601
TBX2-AS1	0.0242	0.17
TBX20	0.00252	0.729
TBX21	-0.138	0.0182
TBX22	0.000476	0.968
TBX3	-0.204	0.23
TBX4	-0.0293	0.385
TBX5	-0.0307	0.519
TBX5-AS1	0.00451	0.632
TBX6	0.0316	0.303
TBXA2R	0.32	1.16e-05
TBXAS1	-0.521	8.69e-10
TC2N	1.52	4.12e-18
TCAF1	0.0109	0.113
TCAIM	1.39	1.51e-25
TCAM1P	-0.81	0.000623
TCAP	1.67	1.99e-08
TCEA1	-0.441	1.31e-08
TCEA2	-0.0981	0.0325
TCEA3	2.12	6.56e-16
TCEAL1	0.0858	0.36
TCEAL2	1.45	2.85e-14
TCEAL3	-0.217	0.0985
TCEAL4	0.147	0.107
TCEAL7	0.286	0.15
TCEAL8	0.218	0.0668
TCEAL9	-0.94	9.11e-16
TCEANC	0.058	0.051
TCEANC2	-0.0684	0.209
ELOC	-0.27	0.00282
ELOB	-0.135	0.00969
ELOA	-0.428	7.35e-07
ELOA-AS1	-0.376	0.000391
ELOA2	0.0561	0.00944
TCERG1	-0.196	0.28
TCERG1L	-0.0552	0.396
TCF12	-0.186	0.0185
TCF15	-0.0208	0.831
TCF19	-0.586	0.000124
TCF20	-0.0143	0.824
TCF21	0.00599	0.229
TCF24	-0.0315	0.433
TCF25	0.139	0.0097
TCF3	-1.03	2.1e-21
TCF4	-0.663	1.61e-06
TCF4-AS1	-0.00931	0.47
TCF7	0.176	0.00308
TCF7L1	-0.246	0.124
TCF7L2	-0.205	0.0711
TCFL5	-0.447	9.51e-05
TCHH	-0.981	0.00108
TCHP	0.672	4.28e-09
TCIRG1	-0.598	7.34e-07
TCL1A	1.04	3.76e-05
TCL1B	0.000939	0.977
TCL6	0.0863	0.000299
TCN1	1.25	0.02
TCN2	-0.405	8.41e-06
TCOF1	-0.545	1.74e-08
LINC01679	0.00163	0.836
TCP10L3	-0.00602	0.637
TCP10L	0.0234	0.336
TCP11	-0.268	0.0186
TCP11L1	-1.88	2.03e-20
TCP11L2	3.1	1.22e-51
TCTA	0.578	3.15e-08
TCTE1	0.00185	0.822
DYNLT2	0.00613	0.428
DYNLT5	0.00528	0.77
DYNLT2B	-0.149	0.339
TCTN1	-0.174	0.0885
TCTN2	0.0232	0.746
TCTN3	-0.426	4.98e-09
TDG	-0.522	3.18e-12
CRIPTO///CRIPTO3	0.0216	0.332
TDH	0.0583	0.172
TDO2	-3.47	6.71e-19
TDP1	-0.254	0.0014
TDP2	-0.266	0.00108
TDRD1	-0.0285	0.629
TDRD10	-0.131	0.329
TDRD12	-0.0622	0.612
TDRD3	0.903	3.72e-23
TDRD5	-0.2	0.0494
TDRD6	0.115	0.0125
TDRD7	-0.224	0.0843
TDRD9	-0.283	0.0577
TDRG1	0.0386	0.721
TDRKH	-0.237	0.0639
TDRP	-0.799	1.88e-05
TEAD1	0.637	0.000287
TEAD2	-1.81	6.65e-22
TEAD3	-0.0135	0.894
TEAD4	-2.07	1.3e-26
TEC	0.0634	0.00941
TECPR1	0.763	1.37e-13
TECPR2	-0.196	0.0112
TECR	1.31	1.74e-22
TECRL	0.0318	0.409
TECTA	0.0627	0.0225
TECTB	0.00179	0.5
TEDDM1	0.00678	0.453
TEF	0.718	2.1e-05
TEFM	0.117	0.141
TEK	0.427	0.000379
TEKT1	0.00447	0.719
TEKT2	-0.0089	0.798
TEKT3	-0.00215	0.713
LOC389834///MAFIP///TEKT4P2///LOC105379273	0.408	0.0656
TEKT5	0.155	1.5e-07
TELO2	-0.154	0.115
CDK3///TEN1-CDK3	0.0951	0.373
CDK3///TEN1///TEN1-CDK3	1.03	3.63e-18
TENM1	-0.0987	0.36
TENM2	-3.32	5.63e-20
TENM3	-2.31	4.02e-15
TENM4	-0.574	0.000706
TEP1	-0.115	0.231
SPMIP8	-0.00178	0.972
TEPSIN	-0.16	0.0483
TERB1	-0.000399	0.937
TERB2	-0.000528	0.961
TERF1	-0.22	0.00329
TERF2	-0.265	0.0035
TERF2IP	-0.124	0.0418
TERT	-0.111	0.072
TES	-0.88	1.23e-12
TESC	0.401	0.0164
TESK1	-0.274	0.00135
TESK2	0.323	0.000674
TESMIN	0.0139	0.0554
TESPA1	0.357	0.0107
TET1	0.432	1.18e-05
TET2	0.686	6.51e-05
TET3	0.141	0.139
TEX10	-0.443	2.76e-08
TEX101	1.08	1.11e-22
TEX11	-0.0209	0.414
TEX12	-0.0223	0.397
TEX13A	0.0233	0.0741
TEX13B	4.35e-05	0.997
TEX14	-0.00704	0.55
TEX15	-0.2	0.0599
TEX19	0.00417	0.545
TEX2	-0.193	0.00891
TEX22	-0.0125	0.401
TEX26	0.0149	0.00635
TEX26-AS1	0.00389	0.716
TEX261	0.0801	0.234
TEX264	0.243	0.00134
TEX28	0.00558	0.443
TEX29	-0.0521	0.0598
TEX30	-0.41	9.96e-05
CIMIP4	-0.00392	0.605
TEX35	0.0133	0.683
TEX36	-0.00196	0.665
TEX36-AS1	0.00871	0.156
SPMIP9	0.0137	0.544
TEX38	0.000305	0.958
KCNK4///CATSPERZ	-0.061	0.0344
TEX41	0.0037	0.784
SPMIP10	0.00256	0.586
TEX9	0.0967	0.466
TF	3.59	4.42e-15
TFAM	-0.603	5.19e-09
TFAP2A	-0.94	7.45e-09
TFAP2A-AS1	-0.0203	0.315
TFAP2B	0.989	2.48e-13
TFAP2C	-0.166	0.23
TFAP2D	-0.00848	0.619
TFAP2E	-0.107	0.0728
TFAP4	-0.0204	0.709
TFB1M	0.395	3.76e-05
TFB2M	-0.354	2.55e-06
TFCP2	-0.572	3.22e-12
TFCP2L1	0.452	0.0925
TFDP1	-0.411	0.000502
TFDP2	-0.577	0.000364
TFDP3	0.00936	0.26
TFE3	-0.455	6.72e-09
TFEB	0.14	0.25
TFEC	-1.14	7.92e-07
TFF1	1.72	7.04e-06
TFF2	0.48	6.86e-05
TFF3	2.11	2.06e-07
TFG	-0.444	0.00124
TFIP11	-0.179	0.0266
TFPI	0.524	2.39e-05
TFPI2	-1.39	7.34e-05
TFPT	-0.61	2.88e-12
TFR2	-0.0671	0.335
TFRC	-1.71	4.33e-12
TG	-0.0799	0.32
TGDS	-0.0812	0.368
TGFA	-0.443	0.00831
TGFB1	-2.58	1.9e-36
TGFB1I1	-1.01	5.73e-08
TGFB2	-1.36	1.94e-11
TGFB3	-1.73	1.12e-17
TGFBI	-2.57	1.34e-24
TGFBR1	-1.09	9.17e-14
TGFBR2	-0.254	0.0288
TGFBR3	2.53	7.17e-22
TGFBRAP1	-0.188	0.119
TGIF1	-1.91	7.5e-34
TGIF2	-0.835	1.25e-09
RAB5IF///TGIF2-RAB5IF	0.543	7.5e-10
TGIF2LY	0.0314	0.0417
TGM1	2.65	9.3e-13
TGM2	-1.34	7.77e-11
TGM3	5.67	2.46e-20
TGM4	-0.0157	0.229
TGM5	1.69	4.26e-11
TGM6	0.00629	0.682
TGM7	-0.0119	0.652
TGOLN2	0.508	0.000135
TGS1	-0.828	9.08e-19
TH	-0.276	0.0323
TH2LCRR	0.0192	0.17
THADA	-0.298	0.00152
THAP1	0.0105	0.911
THAP10	-0.137	0.255
THAP11	-0.0514	0.49
THAP12	-0.535	6.62e-07
THAP2	-0.354	0.00587
THAP3	0.0721	0.103
THAP4	0.478	2.4e-10
THAP5	-0.12	0.068
THAP6	0.33	5.6e-06
THAP7	-0.176	0.0134
THAP7-AS1	-0.0215	0.309
THAP8	0.117	0.0294
THAP9	0.164	0.0874
THAP9-AS1	-0.0399	0.686
THBD	-1.34	5.2e-09
THBS1	-3.47	5.6e-31
THBS2	-2.45	1.2e-20
THBS3	0.256	0.0263
THBS4	-0.921	0.0372
THCAT158	-0.0373	0.504
SPMAP2	-1.39e-05	0.996
LINC03103	-0.0114	0.563
THEM4	-0.722	7.87e-07
THEM5	0.00468	0.469
THEM6	0.109	0.285
THEMIS	-0.0741	0.685
THEMIS2	-1.73	4.07e-18
THG1L	0.109	0.246
THNSL1	0.0925	0.512
THNSL2	0.301	0.0378
THOC1	-0.0705	0.344
THOC2	-0.201	0.0192
THOC5	-0.443	2.91e-07
THOC6	-0.827	5.95e-14
THOC7	0.552	4.88e-13
THOP1	-0.0773	0.302
THPO	0.0211	0.25
THRA	0.199	0.000971
SKAP1-AS2	-0.00216	0.83
THRAP3	0.358	0.249
THRB	0.304	0.00266
BRI3BP///THRIL	0.262	0.0244
THRSP	0.391	8e-05
THSD4	0.952	3.06e-07
THSD4-AS1	0.00243	0.665
THSD7A	0.433	0.00835
THSD7B	-0.0984	0.368
THTPA	0.305	0.000927
THUMPD1	-0.0785	0.242
THUMPD2	-0.184	0.00736
THUMPD3	0.304	0.000132
THUMPD3-AS1	0.208	0.00247
THY1	-3.41	6.75e-37
THYN1	0.719	7.51e-12
TIA1	-0.357	1.94e-05
TIAF1	0.0656	0.0031
TIAL1	0.552	1.31e-12
TIAM1	0.844	3e-09
TIAM2	-0.232	0.0479
TICAM1	0.955	9.63e-16
TICRR	-0.021	0.808
TIE1	-0.204	0.196
TIFA	1.38	1.42e-21
TIFAB	-0.0778	0.362
DCANP1///TIFAB	0.0217	0.696
TIGAR	-0.873	2.69e-15
TIGD1	-0.1	0.287
TIGD2	-0.0609	0.521
TIGD3	0.0293	0.419
TIGD4	-0.0111	0.614
TIGD5	-0.504	1.25e-08
TIGD6	0.0286	0.521
TIGD7	-0.223	0.107
TIGIT	-0.851	3.62e-05
TIMD4	0.275	0.00419
TIMELESS	-0.927	6.78e-12
TIMM10	-0.0572	0.479
TIMM10B	0.242	0.0107
TIMM13	0.262	0.00206
TIMM17A	-0.249	0.000694
TIMM17B	-0.0377	0.687
TIMM21	0.347	0.000731
TIMM22	-0.491	5.76e-06
TIMM23	-0.00217	0.726
TIMM23///TIMM23B	-0.197	0.0902
TIMM23	-0.311	1.6e-05
TIMM44	-0.259	0.00336
TIMM50	-0.463	5.52e-06
TIMM8A	0.0449	0.426
TIMM8B	0.883	1.4e-19
TIMM9	-0.283	0.000219
TIMMDC1	-0.337	3.12e-06
TIMP1	-1.55	2e-16
TIMP2	0.78	4.77e-05
TIMP3	0.79	0.000688
TIMP4	0.307	0.00271
TINAG	-0.00944	0.585
TINAGL1	-0.884	3.91e-09
TINCR	1.18	6.36e-07
TINF2	-0.195	0.00549
TIPARP	-0.329	0.0189
TIPARP-AS1	0.00756	0.367
TIPIN	-0.691	8.5e-08
TIPRL	-0.284	0.0042
TIRAP	0.204	0.000541
TJAP1	-0.489	8.23e-10
TJP1	1.63	3.96e-24
TJP2	0.652	4.16e-08
TJP3	2.73	1.2e-38
TK1	-1.16	4.96e-13
TK2	0.331	2.72e-05
TKFC	-0.193	0.00558
TKT	-0.292	0.0655
TKTL1	-0.115	0.447
TKTL2	0.00402	0.376
TLCD1	0.41	0.000555
TLCD2	0.8	2.44e-10
MEAK7	-0.656	0.000278
TLDC2	-0.00299	0.778
TLE1	-1.03	9.34e-12
TLE2	1.32	1.1e-15
TLE3	0.504	3.34e-07
TLE4	0.135	0.175
TLE6	0.0364	0.0931
TLK1	-0.824	1.46e-06
TLK2	-0.314	1.5e-12
TLL1	-0.115	0.0688
TLL2	-0.0285	0.447
TLN1	-0.518	0.000275
TLN2	-0.161	0.0161
TLR1	-0.616	0.00447
TLR10	0.601	2.96e-05
TLR2	-2.31	2.31e-28
TLR3	1.52	1.75e-12
TLR4	-0.315	0.0146
TLR5	1.03	9.4e-09
TLR6	0.0823	0.066
TLR7	-0.0944	0.556
TLR8	-1.67	7.88e-14
TLR8-AS1	0.0131	0.309
TLR9	0.013	0.728
TLX1	-0.0634	0.108
TLX1NB	0.0689	0.00337
TLX2	0.0162	0.201
TLX3	-0.00309	0.635
TM2D1	0.474	1.82e-08
TM2D2	-0.541	7.56e-08
TM2D3	-0.257	4.97e-05
TM4SF1	0.728	7.33e-05
TM4SF18	-0.218	0.098
TM4SF20	-0.0113	0.328
TM4SF4	0.00334	0.328
TM4SF5	-0.00244	0.582
TM6SF1	-0.214	0.0905
TM6SF2	0.0605	0.0218
TM7SF2	2.96	2.2e-22
TM7SF3	0.197	0.224
TM9SF1	-0.47	1.42e-08
TM9SF2	0.055	0.403
TM9SF3	0.734	5.05e-12
TM9SF4	-0.383	2.32e-05
TMA16	-0.509	1.19e-06
TMA7	0.439	7.11e-17
TMBIM4	0.334	5.8e-07
TMBIM6	-0.302	1.94e-05
TMC1	0.00179	0.704
TMC2	-0.00887	0.424
TMC3-AS1	-0.0197	0.508
TMC4	1.25	5.76e-07
TMC5	0.754	0.0081
TMC6	-0.404	0.000683
TMC7	-0.182	0.000565
TMC8	-0.895	0.000636
TMCC1	-0.407	0.000812
TMCC1-DT	-0.00789	0.644
TMCC2	-0.128	0.00621
TMCC3	-1.18	7.78e-13
TMCO1	0.09	0.0983
TMCO2	5.38e-05	0.992
TMCO3	-0.542	1.06e-05
TMCO4	0.874	2.13e-09
TMCO5A	0.0033	0.779
TMCO5B	-0.0186	0.437
TMCO6	0.229	0.0197
NDUFA2///IK///TMCO6	0.269	2.38e-05
TMED1	-0.281	0.000443
TMED10	-0.213	0.0359
TMED2	-0.366	0.00437
TMED3	1.27	5.1e-20
TMED4	-0.375	0.000593
TMED5	-0.465	4.36e-08
TMED6	0.00199	0.67
TICAM2///TMED7-TICAM2	-0.854	3.74e-14
TMED7	-0.116	0.146
TMED8	-0.476	6.56e-05
TMED9	-0.134	0.0813
TMEFF2	0.433	3.45e-09
TMEM100	2.45	1.56e-31
TMEM101	0.285	2.9e-06
TMEM102	-0.0438	0.276
TMEM104	-0.209	0.00231
TMEM105	0.00758	0.42
TMEM106A	-0.372	0.0115
TMEM106B	0.359	5.08e-06
TMEM106C	-0.372	1.86e-05
TMEM107	-0.158	0.0676
TMEM108	0.0246	0.0218
TMEM108-AS1	0.00142	0.788
TMEM109	0.699	1.76e-17
TMEM11	0.106	0.153
STIMATE	-0.282	7.97e-05
MUSTN1///STIMATE-MUSTN1	1.19	0.00182
STIMATE///STIMATE-MUSTN1	-0.0864	0.292
TMEM114	0.0282	0.312
TMEM115	0.0552	0.413
TMEM116	0.794	0.000305
TMEM117	-0.436	0.00259
TMEM119	-0.655	0.000797
TMEM120A	1.43	1.61e-29
TMEM120B	-0.0824	0.0297
TMEM121	0.0072	0.751
TMEM123	-0.453	0.000201
TMEM125	1.36	2.54e-17
TMEM126A	0.35	2.49e-05
TMEM126B	-0.0311	0.131
TMEM127	0.617	3.06e-14
TMEM128	0.485	7.45e-08
TMEM129	0.357	1.94e-07
TMEM130	-0.00737	0.447
TMEM131	-0.0219	0.727
TMEM132A	-1.37	2.92e-20
TMEM132B	0.016	0.16
TMEM132C	0.913	2.89e-26
TMEM132D	-0.00701	0.308
TMEM132E	0.0633	0.173
ARHGAP42	-0.133	0.389
TMEM134	0.649	1.91e-09
TMEM135	-0.0148	0.878
TMEM135///DNAJB6	-0.649	3.89e-07
TLCD5	-0.1	0.0439
TMEM138	-1.07	1.34e-26
TMEM139	0.0522	0.319
TMEM140	-0.662	7.38e-06
TMEM141	0.461	9.21e-06
TMEM143	0.18	0.00284
TMEM144	0.44	5.56e-07
TMEM145	0.000183	0.966
TMEM147	0.343	1.63e-05
TMEM147-AS1	0.252	1.82e-07
TMEM14A	0.0694	0.565
TMEM14B	0.206	0.00408
TMEM14C///TMEM14B	0.165	0.00284
TMEM14C	0.126	0.0456
TMEM150A	-0.0821	0.171
TMEM150B	-0.0106	0.142
TMEM150C	0.74	0.000173
TMEM151A	0.0244	0.0224
TMEM151B	-0.0807	0.258
TMEM154	1.27	9.53e-13
SMIM43	0.0426	0.323
TMEM156	0.348	0.00889
TMEM158	-2.2	3.51e-20
LDAF1	0.296	0.0109
TMEM160	-0.112	0.256
TMEM161A	-0.449	1.99e-10
TMEM161B	0.523	2.9e-10
TMEM161B-DT	0.321	9.72e-05
TMEM163	0.262	0.135
TMEM165	-0.362	3.29e-05
TMEM167A	-0.442	4.99e-08
TMEM167B	0.324	3.32e-07
TMEM168	0.711	4.52e-13
TMEM169	-0.00759	0.225
TMEM17	-0.368	0.00676
TMEM170A	-0.467	6.32e-06
TMEM170B	0.29	0.00384
TMEM171	-0.105	0.124
STING1	-0.589	5.07e-05
TMEM174	-0.101	0.0169
TMEM175	0.0144	0.752
TMEM176A	-0.91	3.68e-08
TMEM176B	-0.919	2.67e-08
TMEM177	-0.567	1.04e-07
TMEM178A	1.73	1.67e-07
TMEM178B	0.596	0.0204
TMEM179	0.00457	0.716
TMEM18	0.399	4.97e-08
TMEM181	-0.479	1.27e-08
TMEM182	0.594	0.00469
TMEM183A///TMEM183BP	0.12	0.289
TMEM184A	2.53	5.44e-28
TMEM184B	-1.34	1.59e-41
TMEM184C	0.334	0.0167
TMEM185A	-0.226	0.0481
TMEM185B	-1.19	5.39e-23
TMEM186	0.155	0.0177
TMEM187	-0.0616	0.48
PEDS1	-0.68	4.58e-11
PEDS1-UBE2V1///UBE2V1///PEDS1	0.576	4.41e-10
TMEM19	-0.959	3.35e-15
TMEM190	-0.0169	0.339
TMEM191A	0.263	0.000145
TMEM192	0.482	4.09e-05
TMEM192///ZNF320	0.341	0.00143
TMEM196	0.00689	0.266
TMEM198	0.0976	9.95e-05
TMEM198B	-0.108	0.0248
CEMIP2	-1.44	1.85e-19
TMEM200A	-1.72	5.52e-11
TMEM200B	-0.396	0.00641
TMEM200C	-0.134	0.29
TMEM201	-0.0854	0.0943
TMEM203	-0.262	1.18e-05
TMEM204	-0.77	3.21e-07
TMEM205	0.266	0.00198
PACC1	-0.798	4.34e-10
TMEM207	-0.00543	0.536
TMEM208	-0.445	5.79e-11
TMEM209	-0.562	6.94e-09
TMEM212	0.0919	0.00996
TMEM213	0.0787	0.402
TMEM214	-0.262	0.000662
TMEM216	-0.315	0.014
TMEM217	0.143	6.53e-07
TMEM218	0.364	2.15e-05
TMEM219	0.207	0.00525
TMEM220	0.969	5.54e-13
TMEM221	-0.0173	0.575
TMEM222	0.149	0.028
TMEM223	-0.293	0.00839
TMEM225	-0.00237	0.59
TMEM229B	-0.408	0.000338
TMEM230	-0.768	7.92e-09
TMEM231	0.0549	0.585
TMEM232	-0.0107	0.602
TMEM234	-0.0645	0.336
TMEM235	0.00404	0.341
TMEM237	0.802	4.07e-05
TMEM238	0.00264	0.585
TMEM239	-0.0359	0.0476
TMEM241	0.13	0.0471
TMEM242	-0.162	0.0574
TMEM243	0.319	0.00252
TMEM245	-0.652	3.58e-07
PGAP4	1.65	1.53e-18
TMEM248	-0.435	2.87e-09
TMEM25	-0.0356	0.149
LYSET	-0.252	0.00919
TMEM252	0.0363	0.0684
ZNF219	0.00864	0.114
TMEM254	1.31	2.65e-19
TMEM254-AS1	0.044	0.13
TMEM255A	1.02	2.17e-06
TMEM255B	-0.166	0.0207
TMEM256	0.447	3.88e-07
PLSCR3///TMEM256-PLSCR3	-0.463	2.89e-06
TMEM257	0.000784	0.877
TMEM258	-0.102	0.0681
TMEM259	-0.451	0.000317
TMEM26	-0.000328	0.954
TMEM26-AS1	-0.0103	0.756
TMEM260	-0.418	7.42e-07
DMAC1	0.676	9.75e-08
TMEM262	0.0103	0.526
TMEM263	-1.1	4.03e-14
TMEM265	-0.309	0.00275
TMEM266	-0.0403	0.164
TMEM267	-0.492	5.66e-06
TMEM268	-0.691	3.12e-05
CLTRN	-0.197	0.0794
TMEM30A	-0.581	1.39e-05
TMEM30B	0.391	0.00162
TMEM31	0.000665	0.897
TMEM33	-0.578	0.000102
TMEM35A	0.00164	0.969
TMEM35B	-0.662	1.16e-10
TMEM37	-0.114	0.52
TMEM38A	1.23	8.96e-12
TMEM38B	-0.833	6.49e-08
TMEM39A	-0.821	2.03e-20
TMEM39B	-0.75	6.45e-11
TMEM40	2.08	2.49e-19
TMEM41A	-0.391	0.00147
TMEM41B	0.311	6.68e-05
TMEM42	0.337	6.92e-06
TMEM43	0.442	5.17e-07
TMEM44	-1.21	4.73e-15
TMEM44-AS1	-0.0933	0.259
TMEM45A	-2.94	4.51e-23
TMEM45B	2.24	5.41e-12
TMEM47	0.738	0.000135
RXYLT1	-0.374	0.00167
TMEM50A	-0.307	4.4e-06
TMEM50B	0.527	5.76e-08
TMEM51	-0.458	6.08e-05
TMEM51-AS1	0.0984	0.000368
TMEM52	0.457	1.63e-05
TMEM52B	-0.188	0.0625
TMEM53	-0.192	0.00311
TMEM54	-0.845	1.02e-06
PIP4P2	0.294	0.0145
PIP4P1	-0.135	0.095
TLCD4	0.298	0.0693
MACO1	0.682	7.56e-16
TMEM59	0.374	4.59e-09
TMEM59L	-0.0154	0.247
TMEM60	-0.0451	0.428
TMEM61	0.276	7.13e-06
TMEM62	0.573	2.2e-07
TMEM63A	0.23	0.0526
TMEM63B	-0.411	5.07e-07
TMEM63C	0.239	0.00552
TMEM64	-0.972	6.3e-16
TMEM65	-0.379	0.000541
TMEM67	-0.333	0.000168
TMEM68	-0.675	8.66e-07
TMEM69	-0.168	0.0156
TMEM70	-0.413	2.42e-06
TMEM71	0.76	0.000307
TMEM72	0.306	3.84e-07
TMEM72-AS1	0.00653	0.605
TMEM74	0.039	0.18
TMEM74B	-0.0727	0.228
LINC02912	0.0106	0.398
TMEM79	1.54	3.28e-10
TMEM80	1.61	3.75e-17
TMEM86A	-0.397	0.000314
TMEM86B	-0.0447	0.394
TMEM87A	0.115	0.0162
TMEM87B	-0.364	3.56e-05
TMEM88	0.00839	0.839
PGAP6	0.324	9.53e-07
TMEM8B	0.0809	0.00495
TMEM9	-0.563	3.74e-10
TMEM91	-0.136	0.258
TMEM92	-0.281	7.5e-05
TMEM92-AS1	-0.0123	0.744
TMEM95	-0.0186	0.209
TMEM97	-0.782	2.68e-05
TMEM98	0.0958	0.527
KRT10-AS1	-0.102	0.409
TMEM9B	0.637	1.01e-19
TMF1	0.462	1.27e-06
TMIE	0.0854	0.0204
TMIGD2	-0.0403	0.557
TMLHE	0.279	0.0047
TMOD1	1.25	7.23e-13
TMOD2	0.552	4.93e-08
TMOD3	1.46	1.86e-21
TMOD4///VPS72	1.04	1.85e-05
TMPO	-0.81	7.2e-07
TMPO-AS1	-0.0959	0.0322
GLB1	-0.768	3.01e-15
TMPRSS11B	7.1	2.48e-27
TMPRSS11D	1.84	8.38e-07
TMPRSS11E	4.1	2.12e-17
TMPRSS12	0.00358	0.443
TMPRSS13	0.0616	0.743
TMPRSS15	-0.0292	0.574
TMPRSS2	3.49	1.87e-33
TMPRSS3	-0.307	0.0079
TMPRSS4	1.2	7.88e-07
TMPRSS5	-0.0127	0.39
TMPRSS6	0.0735	0.169
