Updated.gene.symbol	logFC	P.Value
LINC01828	0.00455	0.803
LINC00869///LINC01138///LINC02591///LINC00623///LINC01145	-0.587	9.63e-07
LOC103344931///VTI1A	0.34	3.03e-07
LOC103611081	0.299	0.0143
LOC105274304	0.0259	0.237
LOC105369167	0.0248	0.393
LOC105369340	-0.00318	0.923
LOC105369477	0.206	0.00265
CADM1-AS1	-0.0347	0.138
LOC105369595	0.00177	0.761
MIR200CHG	0.205	0.0696
LOC105369662	0.178	0.0952
LOC105369705	0.0144	0.0113
LINC02450	0.0387	0.431
RPAP3-DT	-0.002	0.782
LINC02424	-0.00714	0.466
SNRPF-DT	-0.0447	0.169
LOC105369974	-0.00953	0.69
LOC105370178	0.0459	0.0235
LINC02282	0.000786	0.858
LOC105370475	0.00185	0.76
LOC105370549	0.0104	0.163
LOC105370580	-0.00249	0.842
LOC105370612	0.00117	0.944
LOC105370613	0.00226	0.616
LOC105370622	0.0145	0.00278
LINC02833	-0.0293	0.359
LOC105370697	0.00202	0.711
LINC02250	-0.0142	0.474
LOC105370746	0.0182	0.759
LOC105370829	-0.016	0.891
LOC105370832	0.00659	0.648
LOC105370888	0.0239	0.00904
LOC105370941	0.00937	0.199
LOC105370943	0.0776	0.015
LOC105370962	-0.0038	0.554
LOC105371038	0.0698	0.0234
LOC105371046	-0.00104	0.855
LINC01731	-0.019	0.28
LOC105371307	0.00786	0.781
LOC105371352	0.0369	0.00201
ATP2C2-AS1	-0.0207	0.3
LOC101928188///LOC105371401	-0.151	0.00396
LOC105371414	0.00373	0.32
LOC105371622	-0.0105	0.727
LOC105371703	-0.106	0.256
LINC01992	0.00156	0.756
LOC105371763	0.028	0.197
LINC02086	-0.0994	0.0509
LOC105371920	0.00738	0.917
LOC105371967	-0.00539	0.448
LOC105372069	0.00216	0.889
LOC105372179	-0.00917	0.618
LOC105372255	-0.334	0.0258
LOC105372404	-0.000927	0.826
ZNF8-DT	0.0263	0.283
TMX4-AS1	0.00213	0.611
LOC105372526	-0.176	0.352
LOC105372547	0.0024	0.66
ZNF133-AS1	0.0273	0.0688
BLCAP	-0.0527	0.165
LOC105372695	0.0479	0.0293
LOC105372761	-0.00596	0.396
LOC105372762	0.00116	0.827
LOC105372793	-0.0195	0.35
LINC01694	-0.139	0.128
LOC105372881	0.00466	0.887
LOC105372953	0.00326	0.424
LOC105372969	0.00127	0.886
LOC105373065	0.00298	0.644
LINC01703	0.00517	0.833
LOC105373150	-0.123	0.151
LOC105373383	-0.0227	0.662
LOC105373418	-0.0106	0.326
LOC105373434	0.0113	0.0188
LINC01808	-0.00192	0.862
LOC105373495	0.00823	0.739
LOC105373738	-0.0102	0.374
PDE11A-AS1	0.00196	0.762
LOC105373849	0.478	1.12e-11
LOC105373860	0.396	2.08e-09
LOC105373876	0.00287	0.657
LOC105373878	0.177	0.0852
LOC105373942	0.00107	0.98
RAB17-DT	0.000408	0.97
LOC105374042	-0.0436	0.387
LINC02029	-0.0281	0.148
LOC105374325	-0.00186	0.74
LINC02482	-0.168	0.113
SMIM14-DT	-0.00126	0.88
LOC105374428	-0.00817	0.389
LOC105374587	0.0016	0.613
LINC02241	-0.326	0.0217
LOC105374690	-0.000226	0.964
LOC105374768	0.00153	0.777
LOC105374809	-0.256	0.0238
LINC02533	0.00452	0.302
LOC105374928	-0.00533	0.546
LOC105374989	-0.00244	0.839
LOC105375075	-0.0101	0.565
LOC105375116	0.104	0.00225
LOC105375172	-0.289	0.0338
YAE1-DT	-0.00522	0.648
LINC02838	-0.0165	0.0452
LOC105375483	-0.00601	0.317
LOC105375527	0.00597	0.133
LOC105375531	-0.145	0.0359
LOC105375640	-0.0176	0.589
LOC105375677	-0.0436	0.473
LINC03024	0.0227	0.0194
LOC105375839	-0.174	0.054
LOC105375875	-0.00117	0.818
LOC105376037	0.0564	0.187
TMEM252-DT	0.00742	0.118
LOC105376081	3.77	3.99e-48
LOC105376100	-0.0131	0.37
LOC105376166	0.0279	0.154
LOC105376292	-0.0245	0.428
LOC105376323	0.0624	0.0782
LOC105376360	0.00174	0.882
LOC105376379	-0.278	0.0299
LOC105376530	0.0101	0.722
LOC105376689	-0.0392	0.0905
LOC105379524	-0.0664	0.157
LOC105376805	0.154	0.0975
LOC105376944	0.0431	0.00813
LOC105376975	-0.0263	0.517
RARB-AS1	0.0041	0.259
FLNB-AS1	0.00195	0.924
LOC105377134	1.75	6.02e-36
LOC105377143	-0.0126	0.653
LOC105377276	-0.282	0.0185
UBE2D3-AS1	-0.0531	0.431
LOC105377371	0.195	0.00026
LOC105377421	-0.00446	0.819
LINC02172	0.0293	0.0643
LOC105377458	-0.00433	0.888
LOC105377468	0.00874	0.0724
LOC105377776	0.00378	0.411
LOC105377832	0.183	6.78e-06
LOC105377924	-0.00935	0.652
LOC105377925	-0.00839	0.793
LOC105377938	-0.00881	0.565
LOC105378052	0.0437	0.000358
LOC105378130	0.00168	0.744
LOC105378311	0.00176	0.844
LINC02622	0.127	0.00151
LOC105378382	-0.0402	0.05
LOC105378419	0.000251	0.991
LINC02624	0.018	0.102
LINC03068	-0.0627	0.0312
LOC105378577	-0.0257	0.391
LOC105378589	-0.00202	0.715
LOC105378702	0.00702	0.504
LRP8-DT	-0.0065	0.771
LOC105378749	0.00644	0.448
CLCA4-AS1	0.339	8.57e-08
LOC105378948	1.28	1.9e-26
LOC105378997	0.00314	0.733
LOC105379045	0.0722	0.329
DMXL1-DT	0.00792	0.679
LOC105379178	0.0542	0.362
LOC105379186	0.0156	0.104
LOC105379362	-0.342	0.00724
LOC105379426///LOC102723382///LOC105379516	2.99	8.01e-45
LOC102724701///CH507-145C22.1///LOC105379499	-0.0463	0.837
LOC105379655	-0.0467	0.545
LOC106146153	-0.394	0.103
LINC02415	-0.00346	0.733
LOC107984282	0.023	0.0134
LOC107984534	0.0755	0.206
LOC107985971	-0.17	0.451
LOC114224	0.146	0.186
TNFRSF14-AS1	0.0946	0.363
LOC142937	-0.243	0.0512
VTI1A	-0.0202	0.582
LOC143286	0.0161	0.444
LOC145474	-0.0956	0.242
LOC145678	-0.0272	0.296
KIF23-AS1	0.0135	0.232
ZNF280D///TCF12-DT	0.409	1.87e-06
LOC145845	-0.0105	0.347
LOC145945	-0.00827	0.247
LINC02135	0.00155	0.833
LINC02003	-0.00132	0.794
ARHGAP27P1	0.296	0.00366
LOC147004	0.0519	0.0109
LOC147791	0.000154	0.986
MRPL20-AS1	0.0226	0.656
LOC148696	0.0168	0.00221
ACTG1P25	0.000949	0.845
LOC149351	0.000538	0.928
TRIM67-AS1	0.0161	0.381
LOC149401	-0.244	0.0103
LOC149684///BPI	0.0219	0.196
LOC149703	0.00309	0.394
LOC150005	-0.0106	0.7
TIAM1-AS1	-0.0133	0.723
LINC01931	-0.0179	0.0439
SMPD4///SMPD4BP	-0.391	6.96e-08
LINC01854	-0.0558	0.228
LINC02610	0.00184	0.711
GCSIR	-0.0194	0.129
LOC151657	-0.023	0.482
LOC151760	-0.0707	0.405
GOLGA4-AS1	0.0428	0.0828
RDUR	-0.0352	0.191
LINC02011	0.00375	0.375
LOC152286	0.00623	0.335
LOC153546	0.427	3.6e-07
LOC153577	0.125	0.0529
LOC153682	-0.136	0.115
ANXA2R-AS1	0.29	0.0129
RNF130	0.169	6.16e-06
LOC153910	0.0372	0.00885
LOC154761	0.259	0.132
LOC155060	0.0857	0.361
LOC157273	-0.00709	0.529
XKR4	0.0342	0.621
LOC157562	0.151	0.104
LOC157740	0.00124	0.832
LOC157860	-0.0162	0.582
LOC157931	0.0486	9.39e-05
LOC158402	-0.207	0.0277
LOC158434	-0.0102	0.732
LOC158863	0.389	0.108
LOC162137	-0.00519	0.556
GATD1-DT	-0.0213	0.174
DHFRP3	0.00262	0.836
LOC200609	-0.0285	0.174
UICLM	0.0132	0.0525
LOC200830	0.0229	0.452
LOC202025	0.427	0.00029
SIMC1P1	0.568	0.000191
LOC219688	-0.000689	0.906
LOC219690	0.0022	0.597
LOC220077	0.0192	0.00205
LINC02685	0.0207	0.226
LOC221272	0.245	1.07e-05
LOC221814	0.00927	0.0617
LOC221946	-0.00391	0.543
LINC02052	-0.0141	0.398
LOC253805	0.00916	0.486
RNASE11-AS1	0.0018	0.644
LOC254896///TNFRSF10C	-0.106	0.17
LOC107984784	0.023	0.335
LINC01743	-0.00174	0.628
LOC257152	-0.224	0.00218
MOCS2-DT	0.00391	0.769
LOC280665	0.216	0.000133
LOC283038	0.00019	0.971
LOC283045	0.294	6.16e-11
LOC283075	0.0693	0.00129
LOC283112	0.0314	0.128
B3GAT1-DT	-0.0332	0.125
LOC283194	-0.00193	0.857
DGAT2-DT	0.0122	0.313
TNS2-AS1	0.00786	0.185
TMEM132D-AS1	-0.144	0.23
LOC283357	0.171	0.126
LOC283387	-0.0108	0.144
LINC02825	0.00191	0.657
HRK	-0.0307	0.152
HRK	-0.0889	0.151
LOC283475	-0.0301	0.406
LOC283482	0.00533	0.522
LOC283484	-0.00508	0.784
LINC03032	-0.0699	0.475
LOC283516	0.00203	0.686
LINC01148	0.0118	0.038
RPS6KA5	0.0643	0.473
ALDH1A2-AS1	-0.0177	0.333
LOC283674	0.0031	0.493
OTUD7A	-0.0267	0.204
LOC283731	0.00211	0.632
LOC283737	0.303	5.32e-05
LOC283745	-0.00806	0.588
LOC283788	0.597	0.00145
GNAO1-DT	0.00198	0.546
LOC283861	0.246	1.72e-08
LINC02175	0.0242	0.00392
PDPR2P///PDPR	-0.0925	0.0722
METTL16	-0.491	2.81e-05
LOC284014	-0.0321	0.457
RNF227	-0.441	0.00132
PICART1	-0.0104	0.0792
LOC284219	-1.24	9.72e-16
LOC284240	0.000634	0.861
LOC284242	0.0545	0.0163
LOC284263	-0.00679	0.505
LINC01924	0.00423	0.277
LOC284379	0.0159	0.513
VSTM2B-DT	0.0125	0.188
LOC284513	0.0499	0.414
LINC02806	-0.0239	0.208
GPR37L1	0.0198	0.0996
MFSD4A-AS1	0.0242	0.673
LOC284600	-0.00266	0.899
LINC02800	-0.0259	0.328
LINC01686	0.0124	0.0326
LINC01777	0.00202	0.81
LOC284669	0.00257	0.928
LOC284788	0.00142	0.862
LOC284798	-0.0181	0.242
LINC01697	3.1	1.63e-63
LINC02891	-0.000458	0.937
LOC284898	-0.0131	0.236
LOC284912	0.0143	0.496
LOC284926	-0.209	0.0112
EPIC1	-0.269	0.00343
LOC284933	0.00106	0.93
MAPK8IP2	-0.0706	0.372
LOC284950	-0.00242	0.855
LINC02946	0.0169	0.147
LINC01936	0.0105	0.146
FAM240C	0.699	1.7e-08
LOC285097	0.199	0.000889
LOC285147	0.138	0.0184
LOC285178	0.0437	0.548
LOC285181	-0.00842	0.716
LOC285191	0.0279	0.301
LOC285300	0.00812	0.0851
LOC285422	-0.0264	0.175
IQCM	-0.00633	0.629
AGA-DT	-0.0017	0.827
C4orf54	1.15	7.18e-06
LINC02995	0.00838	0.401
LINC01845	-0.00305	0.687
LOC285638	-0.0539	0.0441
LINC02112	-0.00175	0.781
BASP1-AS1	0.000506	0.953
LINC03066	0.00168	0.707
LOC285812	-0.441	2.8e-05
LOC285819	0.00164	0.838
LOC285847	0.0213	0.256
LINC02537	-0.018	0.211
LOC285889	-0.00418	0.713
ZNF273	0.645	9.67e-08
ZNF479	0.0166	0.469
LOC285957	-0.0209	0.791
TMEM65	0.682	7.53e-12
LOC286058	-0.00294	0.732
TNFRSF10B-AS1	-0.0153	0.155
LOC286068	0.00331	0.527
LOC286071	0.0427	0.565
LOC286083	-0.00314	0.682
LOC105377782	-0.000655	0.968
LINC02153	-0.023	0.359
LOC286121	0.00735	0.192
LOC286154	0.0362	0.00305
FBXO25	0.265	0.000885
LOC286177	0.0254	0.314
LINC03018	-0.00885	0.479
LOC286191	0.621	1.77e-06
LINC02843	0.00897	0.657
LOC286272	0.598	0.000224
LOC286359	0.0162	0.42
LOC286382	0.0193	0.246
LOC286437	0.282	0.0255
LOC338620	-0.878	2.27e-09
VSIG10L2	-0.0129	0.349
LOC338694	0.00549	0.417
LOC338963	0.000219	0.984
WSCD1///LOC339166	0.0395	0.046
LOC339260///CCDC144NL-AS1	-0.0708	0.301
LOC339298	0.0118	0.0763
LOC339352	0.0241	0.0146
LINC02796	-6.67e-06	0.999
LOC339539	0.000323	0.889
LINC01734	-0.00524	0.586
LOC339593	0.00221	0.715
LINC01692	0.0055	0.742
LOC339666	-0.0071	0.742
LOC339685	0.00324	0.439
C2orf74-DT	-0.809	5.88e-06
LINC02579	0.00402	0.457
BALR6	-0.00414	0.732
NUDT16-DT	0.0111	0.273
LOC339975	-0.00342	0.886
LINC02260	-0.00303	0.533
LINC02481	-0.0387	0.423
LINC02433	0.00421	0.718
SLC25A48-AS1	0.00312	0.8
LOC340085	-0.0457	0.616
LOC340090	0.0144	0.281
LINC02239	0.0246	0.519
LOC340184	-0.0832	0.0457
LINC02577	-0.962	5.71e-05
LINC03019	0.000564	0.895
LINC02243	0.00305	0.433
LOC374443	-0.51	0.00337
LINC01785	0.00928	0.554
LOC375196	-0.211	0.023
LINC01904	-0.0206	0.431
LINC02591	0.169	0.0579
LINC03086	0.448	7.8e-11
FAM230I	0.00273	0.825
LINC01913	0.00647	0.26
LOC389199	0.0457	0.218
ING2-DT	-0.000915	0.831
SMIM32	0.0023	0.832
TNFRSF10A-DT	0.0139	0.661
LOC389765	0.365	0.000843
LOC389831	-0.1	0.45
LOC389834	-0.0859	0.694
HAPSTR2	0.00546	0.434
LOC389906///FAM239B///FAM239A	-0.219	0.00265
LOC390705	0.162	1.39e-06
LINC02656	-0.052	0.207
LOC399884	0.0248	0.263
LOC399900	-0.0373	0.649
LINC02381	0.145	0.105
LOC400499	0.000792	0.98
LOC400541	0.00905	0.458
LINC02139	0.0156	0.0204
LINC01996	0.0186	0.0138
LOC107984974	-0.00575	0.821
LINC02092	-0.0226	0.301
LOC400622	0.0046	0.694
LOC400627	-0.000861	0.948
LINC02864	-0.0156	0.433
DPY19L3-DT	0.0041	0.415
LOC400692	-0.00357	0.842
LOC400748	0.0131	0.154
LOC400756	-0.0424	0.0944
NBPF6	-0.00144	0.91
LRRC52-AS1	-0.0126	0.3
CSNK1E///TPTEP2-CSNK1E	-0.734	1.09e-19
CSNK1E///TPTEP2///TPTEP2-CSNK1E	0.00709	0.685
SILC1	0.0257	0.356
LINC02245	0.014	0.285
LOC400965	0.000429	0.955
HOXD3///HOXD4	-0.068	0.016
EMC3	0.283	5.69e-14
LOC401068	-0.0218	0.769
LOC401098	-0.00982	0.35
LINC02232	-0.0133	0.65
MARCHF11-DT	0.00226	0.867
LOC401220	-0.0208	0.59
LOC401261	0.523	0.000383
LOC401312	0.0211	0.0676
CREB5	-0.333	0.09
GARS1-DT	-0.495	3.68e-07
LOC401324	-0.000376	0.936
LOC401433///NUB1	0.00598	0.569
LOC401442	-0.00133	0.776
BHLHE22-AS1	0.00326	0.348
LINC02595	-0.0955	0.336
LOC403312	0.00547	0.674
LERFS	0.0585	0.4
LOC414300	-0.0186	0.365
ZNF487	0.0851	0.3
ARAP2///LOC439933	0.0241	0.00896
LOC439938	0.0163	0.0271
USP6NL-AS1	-0.0184	0.292
LINC02709	-0.0262	0.113
LINC02372	0.00253	0.796
LOC102725228	-0.0287	0.26
LINC02893	-1.21	4.09e-08
CDR2-DT	0.0093	0.745
NPEPPSP1	0.597	5.14e-09
LOC440570	-0.000361	0.981
CYMP-AS1	0.0014	0.936
LINC01720	0.0133	0.13
PRODHLP	0.0542	3.27e-05
ATP6V1E2	-0.0151	0.178
MSH6	0.0481	0.00199
LOC440934	-0.674	1.61e-05
ZIC1///LOC440982	0.00626	0.583
LINC02483	0.0271	0.0312
LOC441052	-0.00296	0.655
LOC441081///LOC101929599	-0.0553	0.319
FAM169A-AS1	0.00159	0.636
ZC3H11A///ZC3H11C	-0.207	0.409
LINC02487	5.76	1.21e-51
LOC441179	0.0153	0.572
LINC02981	0.0546	0.00992
LINC03006	0.0046	0.194
PTMAP11	0.0302	0.319
SEPTIN7P11	0.00402	0.414
LOC441666	0.0994	0.122
LOC497256	-0.00113	0.866
PBX3-DT	0.00352	0.454
IL6-AS1	0.0117	0.09
LOC550113///UBA6-DT	-0.00599	0.413
MIR3936HG	0.0298	0.174
LINC01949	0.0468	0.256
LOC554174	-0.0307	0.266
LOC554206	0.0153	0.413
LOC554207	0.0127	0.186
LOC57399	0.0073	0.751
LOC574538	0.00395	0.354
LOC613266	-0.017	0.531
LOC619427	-0.0034	0.794
LOC642361	0.218	0.000877
LINC02297	-0.0186	0.561
ZNF778	0.246	0.000242
LOC642620	0.00842	0.343
LOC642696	0.00298	0.605
DDX11///DDX12P///LOC642846	-0.955	4.64e-10
LINC00205	-0.533	1.06e-06
EOLA1///EOLA2	-0.0188	0.307
BAZ2B-AS1	0.554	2.47e-13
LOC643085	-0.00299	0.888
CEP192P1	0.0247	0.215
LINC01750	-0.0162	0.147
LINC00654///LOC643406	0.00329	0.755
LOC643549	0.0136	0.0202
PCIF1	-0.245	0.000662
LINC02523	0.0132	0.0912
LOC643659	-0.00422	0.6
PAFAH1B2P2	-0.00464	0.507
CASP4LP	1.14	4.33e-12
ELMOD1	-0.287	0.0822
PRKAG2-AS2	-0.004	0.777
PDE7B-AS1	-0.00513	0.625
MAPK8IP1///MAPK8IP1P2	-0.0456	0.712
LOC644656	0.259	0.0161
LINC02604	-0.0238	0.586
LOC644852	0.00084	0.858
LOC645188	0.00134	0.846
LOC645261	-0.00286	0.794
LINC01896	0.067	0.0973
LOC645485	0.00105	0.876
SEPTIN7P14	0.0831	0.175
LOC645984	-0.0287	0.21
LOC646014	1.58	2.79e-30
LOC646214	-0.531	1.54e-07
LINC02223	0.00334	0.508
LINC01704	-0.0201	0.291
ZBTB44-DT	0.0171	0.122
LOC646482	0.00303	0.808
LOC646484	0.00151	0.711
LINC02743	0.000974	0.824
LINC03007	0.0527	0.00189
BCL10-AS1	0.0114	0.0182
LOC646736	0.00825	0.856
PRSS40A///PRSS40B	0.0793	0.00209
LOC646762	0.149	0.115
LOC646778	0.002	0.772
LOC646903	-0.00209	0.98
DHX9-AS1	-0.177	0.00718
LOC647115	0.326	0.000339
LINC02026	0.00523	0.287
FAM201B	0.0456	0.0716
ANXA2R-OT1	-0.155	0.0614
LOC652276	-0.0292	0.196
LOC652993	0.0765	0.025
GPR199P	-0.00235	0.673
LOC653581	-0.03	0.00822
LRATD1	0.434	0.0525
LSP1P4	-0.074	0.497
LSP1P5///LSP1P4///LINC02802	0.267	0.249
LOC654780	0.0853	0.101
MFF-DT	-0.0135	0.24
LMNTD2-AS1	0.371	2.24e-07
LOC727820	-0.159	0.215
LOC727916	0.529	6.71e-07
LINC01874	-0.000639	0.878
LOC728024	0.00878	0.745
LINC02499	0.013	0.421
LOC728061	-0.0981	0.469
LOC728073	-0.0784	0.0249
LINC02458	0.00335	0.433
SLIT3-AS1	0.00177	0.561
LOC728099	-0.0385	0.0835
LOC728114	-0.00995	0.579
LINC02363	0.0194	0.72
MIR34BHG	0.00332	0.788
LOC728283	-0.00699	0.515
LOC728323	0.692	3e-11
LOC728353	0.0278	0.000173
LOC728392	-0.448	0.000789
LOC728445	-0.00223	0.671
LOC728485	0.041	0.0288
THOC3///LOC728554	0.35	0.00913
PDCD6P1	-0.193	0.387
PDCD6///PDCD6P1	-0.0685	0.399
LOC728705///TMEM263	0.0106	0.78
MAP4K3-DT	0.393	2.51e-09
LOC728743	0.0112	0.228
ZNF775///LOC728743	0.159	0.119
LOC728805	-0.008	0.5
LOC728868	0.00405	0.29
GLIDR	0.604	1.05e-07
CCDC13-AS2	-0.0842	0.173
LOC729164	0.144	0.0267
LOC107984399	-0.0176	0.145
LOC729218///LINC01061///GTF2IP20	0.307	0.0139
KIAA2012-AS1	0.00561	0.525
LOC729291	-0.0942	0.0706
LOC729296	-0.00117	0.814
MIR646HG	-0.0752	0.131
LINC02510	-0.00288	0.639
LOC729324	0.008	0.0519
FAM230B///FAM230J///FAM230D	-0.0316	0.645
LINC02226	-0.00816	0.298
TEDC2-AS1	-0.0151	0.362
LOC729680	0.245	0.178
LOC729683	-0.00915	0.592
LOC729732	1.09	2.72e-08
LOC729815	-0.0177	0.331
LOC729866	0.00286	0.546
LOC729870	0.0578	0.000102
LOC729887	0.0246	0.539
PDE4C///CIST1	0.0724	1.38e-06
CNN3-DT	-0.12	0.127
LOC730098	-0.02	0.598
LOC730101	0.534	0.013
CRYZL2P	1.43	8.82e-24
PAPOLA-DT	0.0571	0.000947
ANAPC1	0.412	4.58e-06
RMND5A///ANAPC1P2///ANAPC1P4	0.607	1.28e-10
LOC730961	0.0228	0.222
LOC731157	0.00165	0.672
TDG	-0.621	7.59e-12
LOC780529	-0.0112	0.454
LINC01711	-0.0227	0.363
GRAPL-AS1	0.0303	0.00147
REXO5	0.128	0.289
LOC81787	-0.00511	0.527
LOC84214	-0.00666	0.322
LOC84843	0.00567	0.247
LOC90246	-0.0278	0.429
TENM3-AS1	-0.293	0.00267
POLR1A	-0.251	0.00378
LOC90834///BRD1	0.0612	0.435
LOC91450	0.0748	0.0842
NEK2-DT	0.171	5.74e-06
LOC93429	-0.266	0.00189
LOC93444	0.0586	0.315
LOC93463	0.00803	0.756
MRFAP1L2	0.153	0.146
LOH12CR2	0.0665	0.0106
LONP1	-0.429	1.21e-06
LONRF1	0.84	3.88e-08
LONRF2	0.747	7.05e-08
LONRF3	-0.0364	0.168
LORICRIN	-0.749	0.086
LOX	-3.29	3.46e-32
LOXHD1	-0.000368	0.956
LOXL1	-1.25	3.07e-09
LOXL1-AS1	-0.319	0.00667
LOXL2	-4.25	1.68e-48
LOXL3	-0.435	1.94e-08
LOXL4	-0.305	0.0973
LPA	0.0477	0.0317
LPAL2	-0.0155	0.326
LPAR1	0.801	6.19e-09
LPAR2	-0.279	0.0114
LPAR3	-2	4.71e-14
LPAR4	-0.0208	0.571
LPAR5	1.05	1.26e-13
LPAR6	0.647	9.22e-07
LPCAT1	-1.98	3.74e-28
LPCAT2	-0.825	1.6e-06
EMG1	-0.0647	0.166
LPCAT4	0.781	6.15e-09
LPGAT1	-0.677	0.00147
LPIN1	2.63	1.48e-28
LPIN2	0.0682	0.549
LPIN3	0.0234	0.276
LPL	-0.0659	0.796
LPO	0.938	6.38e-05
LPP	-1.02	3.89e-10
LPP-AS2	0.0119	0.237
LPXN	-1.28	1.2e-07
LRAT	-0.0823	0.192
LRBA	1.31	2.05e-16
LRCH1	-0.549	1.69e-09
LRCH2	-0.228	0.0159
LRCH3	-0.483	8.26e-05
LRCH4	0.388	6.59e-07
LRFN1	-0.036	0.135
LRFN2	0.00256	0.71
LRFN3	-0.0333	0.6
LRFN4	-0.738	4.82e-13
LRFN5	0.335	0.000394
LRG1	1.49	1.29e-08
LRGUK	-0.00884	0.708
LRIF1	-0.267	0.0759
LRIG1	0.558	0.00478
LRIG2	-0.542	2.98e-07
LRIG3	0.102	0.388
LRIT1	0.00334	0.492
IRAG2	1.76	1.45e-08
LRP1	-0.285	0.0207
LRP10	0.934	1.41e-19
LRP11	-0.087	0.46
LRP12	-1.92	1.98e-18
LRP1B	0.301	0.000169
LRP2	0.0256	0.191
LRP2BP	0.00247	0.52
LRP3	-0.203	0.015
LRP4	-0.0731	0.623
LRP5	-0.261	0.124
LRP5L	-0.15	0.0268
LRP6	0.297	0.0223
LRP8	-1.24	5.43e-12
LRPAP1	0.842	3.08e-10
LRPPRC	0.567	3.33e-09
LRR1	-0.667	2.26e-07
LRRC1	0.222	0.0505
LRRC10B	0.0527	0.342
LRRC14	-0.0615	0.387
LRRC15	-4.06	6.09e-30
LRRC17	-0.788	0.033
LRRC18	0.0203	0.137
LRRC19	0.00191	0.889
LRRC2	1	1.19e-07
LRRC2-AS1	0.00441	0.274
LRRC20	0.959	6.11e-08
LRRC23	-0.0375	0.657
LRRC25	-0.0885	0.016
LRRC27	0.0595	0.000642
LRRC28	0.137	0.135
FBXL9P	0.134	1.27e-07
LRRC3	0.00234	0.628
LRRC3	-0.134	0.00202
LRRC31	0.159	0.053
LRRC32	-0.524	0.000428
LRRC34	-0.121	0.106
LRRC36	0.024	0.303
LRRC37A2	0.57	1.83e-05
LRRC37A4P///LRRC37A///LRRC37A3///LRRC37A2///LOC105376839	0.523	1.67e-09
LRRC37A4P	0.931	9.62e-09
LRRC37A///LRRC37A3///LRRC37A2	0.269	0.148
LRRC37A///LRRC37A4P///LRRC37A2	1.26	1.93e-18
LRRC37A5P	0.00365	0.57
LRRC37A7P	0.0365	0.386
LRRC37A8P	-0.0136	0.328
LRRC37B	0.221	0.000168
LRRC37BP1	-0.000641	0.925
LRRC38	0.00917	0.844
LRRC39	0.731	0.000674
LRRC3B	0.0137	0.127
LRRC4	-0.362	0.0752
LRRC40	-0.0702	0.28
LRRC41	-0.406	0.000467
LRRC42	-0.644	7.1e-13
LRRC43	-0.117	0.0974
LRRC45	0.0229	0.432
LRRC46	-0.0354	0.424
LRRC47	-0.109	0.0578
LRRC49	-0.154	0.105
LRRC4B	0.0207	0.0455
LRRC4C	0.442	9.98e-12
LRRC52	0.01	0.422
LRRC55	-0.0277	0.602
LRRC56	0.066	0.407
LRRC57	-0.287	0.000298
LRRC58	-0.69	6.9e-08
LRRC59	-0.57	1.71e-09
DNAAF11	-0.0487	0.595
LRRC61	-0.0813	0.0964
LRRC63	-0.000492	0.942
LRRC66	0.0537	0.0558
LRRC69	-0.376	8.73e-05
LRRC7	0.00434	0.797
LRRC70///IPO11	0.347	0.000378
LRRC71	-0.0213	0.458
LRRC72	0.00904	0.568
LRRC73	-0.0117	0.633
LRRC74A	0.194	0.000335
LRRC74B	-0.00104	0.915
LRRC75A	0.011	0.405
LRRC75B	-0.146	0.00161
LRRC8A	-1.19	1.82e-14
LRRC8B	-0.551	1.93e-06
LRRC8D	-1.55	1.16e-31
LRRC8E	-1.5	1.79e-14
LRRCC1	-0.124	0.35
LRRD1	-0.0072	0.708
CYP51A1///LRRD1	0.583	2.31e-06
LRRFIP1	0.47	8.28e-13
LRRFIP2	1.19	2.52e-31
LRRIQ1	0.00914	0.353
LRRIQ3	-0.0888	0.0591
LRRK1	0.057	0.165
LRRK2	1.42	3.71e-17
LRRN1	-0.606	0.00186
LRRN2	0.0885	0.000838
LRRN3	-0.308	0.0405
LRRN4	-0.0132	0.393
LRRN4CL	1.87	6.22e-21
LRRTM1	0.00217	0.871
LRRTM2	0.0137	0.773
LRRTM4	-0.00331	0.828
LRSAM1	-0.219	0.0025
LRTM1	0.402	3.7e-07
LRTM2	0.00793	0.691
LRTOMT	0.0899	0.164
LSAMP	0.254	0.2
LSAMP-AS1	-0.038	0.106
LSG1	-0.732	2.83e-10
LSM1	-0.401	1.62e-05
LSM10	-0.38	9.98e-07
LSM11	-0.309	0.000359
LSM12	-0.704	4.98e-11
LSM14A	-0.0322	0.524
LSM14B	0.126	0.127
LSM2	-0.427	7.8e-06
LSM3	0.399	9.57e-08
LSM4	-0.376	1.59e-05
LSM5	-0.579	9e-08
LSM6	-0.215	0.00674
LSM7	-0.18	0.00787
LSM8///NAA38	0.675	1.82e-07
LSMEM1	0.264	0.000546
LSMEM2	0.0357	0.238
LSP1	-0.0373	0.814
LSR	-0.641	1.9e-07
LSS	0.601	3.95e-06
LST1	-0.557	2.34e-05
LTA	0.0862	0.000669
LTB	-0.218	0.421
LTB4R	-0.348	0.0447
LTB4R2	-0.019	0.443
LTBP1	-2.29	3.4e-19
LTBP2	-1.28	7.99e-16
LTBP3	0.0583	0.292
LTBP4	1.23	3.26e-20
LTBR	-0.669	2.02e-10
LTC4S	0.0589	0.392
LTF	2.03	0.00191
LTK	-0.0307	0.022
LTN1	0.0592	0.0274
LTV1	0.193	0.00661
LUC7L	0.161	0.00724
