Updated.gene.symbol	logFC	P.Value
TMEM144	0.164	0.0716
TMEM145	2.3e-05	0.991
TMEM147	0.396	0.00399
TMEM14A	-0.0273	0.888
TMEM14B	-0.173	0.19
TMEM14C	0.0234	0.829
TMEM150A	0.566	0.00159
TMEM151A	0.000291	0.892
TMEM151B	0.00026	0.903
TMEM154	0.868	0.000979
TMEM155	-0.0122	0.686
TMEM156	-0.109	0.412
TMEM158	-2.37	2.34e-07
TMEM159	0.193	0.425
TMEM160	-0.27	0.396
TMEM161A	-0.367	0.000475
TMEM161B	0.563	0.000197
TMEM161BP1	-0.00126	0.718
TMEM163	-0.365	0.276
TMEM165	0.0372	0.804
TMEM167A	-0.64	4.58e-05
TMEM167B	0.201	0.0413
SYNRG	0.874	1.2e-05
TMEM169	-0.00134	0.58
ACTR2	-0.642	0.0174
TMEM170A	-0.663	0.00351
TMEM170B	1.8	3.41e-07
TMEM171	-0.658	0.0129
TMEM173	-0.0288	0.915
TMEM174	-0.0581	0.367
TMEM175	0.0274	0.45
TMEM176A	0.593	0.131
TMEM176B	0.32	0.495
TMEM177	-0.887	6.13e-05
TMEM178A	1.45	0.00397
TMEM179B	-0.112	0.4
TMEM18	0.397	0.000262
TMEM181	-0.471	0.00624
TMEM182	1.68	0.00191
TMEM184A	0.585	0.019
TMEM184B	-1.03	5.98e-13
TMEM184C	0.258	0.00093
TMEM185A	-0.292	0.113
TMEM185B	-1.01	2.05e-05
TMEM186	0.00425	0.974
TMEM187	-0.173	0.321
TMEM189	-1.01	6.95e-07
TMEM19	0.156	0.419
TMEM190	0	1
ETFA	0.403	0.0172
TMEM196	0	1
TMEM198	0.0393	0.35
TMEM199	-0.732	0.000114
TMEM2	-1.28	6.02e-06
TMEM200A	-0.0517	0.897
TMEM200B	-0.372	0.261
TMEM201	0.513	0.0209
TMEM203	-0.393	0.000828
TMEM204	-0.00372	0.99
TMEM205	0.027	0.895
TMEM206	-1.54	1.78e-07
TMEM207	0.00639	0.261
TMEM208	-0.675	4.67e-06
TMEM209	-0.612	0.00196
TMEM213	0.0181	0.924
TMEM214	-0.405	0.0095
TMEM216	0.192	0.35
XCR1	0.00526	0.286
ZNF14	0.403	0.0204
TMEM219	0.139	0.341
TMEM220	2.39	1.55e-10
TMEM222	-0.0577	0.619
TMEM223	-0.671	0.0199
TMEM225	0	1
TMEM229B	-0.00323	0.398
TMEM230	-0.297	0.0211
TMEM231	0.502	0.0118
TMEM234	-0.483	0.00584
TMEM235	0	1
TMEM237	0.21	0.321
TMEM241	-0.297	0.227
TMEM242	-0.223	0.0327
TMEM243	0.409	0.0178
TMEM245	-0.121	0.419
TMEM246	1.51	0.000164
TMEM248	0.0496	0.69
TMEM25	0.0299	0.62
TMEM251	-0.737	1.89e-05
TMEM252	0.0139	0.431
TMEM254	0.582	0.0106
TMEM255A	1.74	0.000716
TMEM255B	0.25	0.287
TMEM256	0.236	0.237
TMEM257	0	1
TMEM258	0.0501	0.704
TMEM259	-0.25	0.0357
TMEM260	-0.49	0.0239
TMEM261	0.453	0.00236
TMEM262	0	1
TMEM263	-1.12	2.38e-06
TMEM266	0.00491	0.513
TMEM267	-0.483	0.00821
TMEM268	-0.964	0.000216
TMEM27	-0.852	0.0116
TMEM30A	-0.416	0.00256
TMEM30B	0.318	0.0385
FEZ1	-2.32e-05	0.991
TMEM33	-0.292	0.128
TMEM35A	0.201	0.028
TMEM37	0.263	0.281
TMEM38B	-0.179	0.574
TMEM39A	-0.463	0.00122
TMEM39B	-0.398	0.0201
TMEM40	1.14	0.00221
TMEM41A	-0.511	0.0164
TMEM41B	0.155	0.298
TMEM42	0.613	0.00229
TMEM43	0.161	0.324
TMEM44	-1.43	5.19e-07
TMEM45A	-0.862	0.0253
TMEM45B	2.85	3.54e-05
TMEM47	0.643	0.0135
TMEM5	-0.199	0.106
TMEM50A	-0.253	0.00887
TMEM50B	0.769	2.37e-07
TMEM51	-0.507	0.0078
TMEM52	2.29	0.00028
TMEM52B	-0.482	0.121
TMEM53	-0.131	0.0573
TMEM54	-0.745	0.0119
TMEM55A	0.913	0.000578
TMEM55B	-0.246	0.151
TMEM57	0.376	0.0568
TMEM59	0.267	0.0433
TMEM59L	-0.0135	0.35
TMEM60	0.0678	0.573
TMEM61	0.171	0.133
TMEM62	0.013	0.573
TMEM63A	0.0683	0.654
TMEM63B	-0.75	3.03e-05
TMEM63C	-0.173	0.064
TMEM64	-0.336	0.091
TMEM65	-0.513	0.000669
TMEM67	-0.794	0.000936
TMEM68	-0.0966	0.617
TMEM69	-0.211	0.0987
TMEM70	0.0783	0.567
TMEM71	0.951	0.0153
TMEM74	0.0176	0.508
TMEM74B	-0.00654	0.901
TMEM79	1.37	2.58e-05
TMEM80	0.946	0.000637
TMEM86A	-0.229	0.272
TMEM86B	-0.0106	0.793
TMEM87A	-0.0832	0.383
TMEM88	0.443	0.0708
TMEM8A	-0.241	0.0491
TMEM8B	0.0448	0.152
TMEM9	-0.557	0.00725
TMEM91	0.12	0.557
TMEM92	-0.0108	0.236
TMEM94	0.202	0.111
TMEM95	-0.0497	0.19
TMEM97	-0.644	0.014
TMEM98	0.721	0.0195
TMEM99	-0.0522	0.809
TMEM9B	0.516	0.000247
TMF1	0.429	0.000216
TMIE	-0.00526	0.347
TMIGD2	0.0471	0.5
TMOD1	2.37	0.000124
TMOD2	-0.0302	0.631
TMOD3	0.719	0.0256
TMOD4	3.09	4.37e-05
TMPO	-0.679	0.0258
TMPO-AS1	-0.0631	0.0291
TMPRSS11B	8.73	6.42e-16
TMPRSS11D	3.4	6.54e-06
TMPRSS12	0	1
TMPRSS13	0.667	0.0668
TMPRSS15	-0.00321	0.399
TMPRSS2	1.16	0.000605
TMPRSS3	-0.0214	0.545
TMPRSS4	1.25	0.0263
TMPRSS5	-0.0419	0.31
TMPRSS6	-0.000104	0.961
TMSB10	-0.677	2.01e-08
TMSB15A	-2.09	0.000349
TMSB15B	-0.0466	0.905
TMSB4Y	0.0444	0.439
TMTC1	1.56	6.13e-07
TMTC2	1	0.000401
TMTC3	-1.2	0.000178
TMTC4	0.0887	0.364
TMUB1	-0.129	0.338
TMUB2	-0.296	0.00448
TMX1	-0.864	3.16e-05
TMX2	-0.155	0.189
TMX3	0.315	0.0129
TMX4	0.692	0.00143
TNAP	0.0188	0.314
TNC	-2.46	6.75e-10
TNF	0.0732	0.834
TNFAIP1	-0.738	0.000249
TNFAIP2	0.251	0.262
TNFAIP3	-1.62	0.000103
TNFAIP6	-2.28	6.22e-06
TNFAIP8	-0.322	0.0125
TNFAIP8L2	0.0879	0.785
TNFRSF10A	-0.0423	0.806
TNFRSF10B	-0.943	0.00231
TNFRSF10C	0.00725	0.962
TNFRSF10D	-0.161	0.458
TNFRSF11A	0.127	0.0808
TNFRSF11B	0.0822	0.811
TNFRSF12A	-3.55	1.15e-09
TNFRSF13B	0.00222	0.968
TNFRSF13C	-0.0117	0.317
TNFRSF14	0.294	0.154
TNFRSF17	-0.19	0.809
TNFRSF18	-0.633	0.0455
TNFRSF19	0.524	0.0512
TNFRSF1A	-0.109	0.468
TNFRSF1B	0.114	0.738
TNFRSF21	-0.871	0.00118
TNFRSF25	-0.118	0.536
TNFRSF4	-0.364	0.0904
TNFRSF6B	-0.392	0.217
TNFRSF8	-0.0218	0.643
TNFRSF9	-0.882	0.000247
TNFSF10	-1.03	4.56e-05
TNFSF11	-0.145	0.155
TNFSF12	0.736	0.00137
TNFSF13B	-0.568	0.152
TNFSF14	-0.195	0.568
TNFSF15	-0.368	0.311
TNFSF18	-0.101	0.277
TNFSF4	-3.09	3.07e-10
TNFSF8	0.0472	0.169
TNFSF9	-0.759	0.00513
TNIK	0.326	0.323
TNIP1	-0.146	0.401
TNIP2	-0.343	0.0568
TNIP3	-0.644	0.00473
TNK1	0.0287	0.813
TNK2	-0.0198	0.0298
TNKS	0.199	0.114
TNKS1BP1	-0.303	0.0853
TNKS2	0.0364	0.808
TNMD	2.6	6.37e-07
TNN	2	0.00532
TNNC1	3.03	0.00549
TNNC2	4.45	6.38e-05
TNNI1	1.92	0.058
TNNI2	3.92	0.000441
TNNI3	-0.0867	0.166
TNNI3K	0	1
TNNT1	1.92	0.0293
TNNT2	-0.895	0.0717
TNNT3	2.8	0.00714
TNP1	0.0375	0.586
TNP2	-0.0162	0.314
TNPO1	-0.235	0.139
TNPO2	-0.335	0.0119
TNPO3	-0.271	0.0469
TNR	0	1
TNRC6A	-0.0376	0.583
TNRC6B	0.0927	0.656
TNRC6C	-8.78e-05	0.99
TNRC6C-AS1	-0.000949	0.962
TNS1	0.967	3.46e-06
TNS2	1.93	2.37e-07
TNS3	-0.936	5e-05
TNS4	-1.16	2.45e-06
TNXB	0.0284	0.173
TOB1	0.692	9.2e-05
TOB2	0.07	0.788
TOE1	-0.159	0.302
TOLLIP	0.355	0.0042
TOM1	0.576	0.041
TOM1L1	0.578	0.00966
TOM1L2	0.163	0.0258
TOMM20	0.172	0.134
TOMM22	-0.464	0.0456
TOMM34	-0.554	0.00815
TOMM40L	0.155	0.302
TOMM5	0.0876	0.473
TOMM7	0.721	8.88e-10
TOMM70	0.0264	0.819
TONSL	-0.0111	0.314
TOP1	-0.195	0.34
TOP1MT	-0.734	0.000974
TOP2A	-1.69	3.18e-07
TOP2B	0.555	7.14e-05
TOP3A	-0.115	0.152
TOP3B	-0.161	0.00853
TOPBP1	-0.696	5.94e-05
TOPORS	0.149	0.368
TOPORS-AS1	0.321	0.0288
BAD	-0.767	1.7e-05
TOR1AIP1	0.197	0.155
TOR1AIP2	-0.0627	0.256
TOR1B	-0.784	9.78e-07
TOR2A	-0.234	0.0155
TOR3A	-0.355	0.1
TOR4A	-0.561	0.0292
TOX	-0.186	0.247
TOX2	-1.14	0.00416
TOX3	2.11	9.23e-05
TOX4	-0.0703	0.428
TOX4P1	-0.785	0.000227
TP53	-0.0357	0.903
TP53AIP1	0.824	0.022
TP53BP1	-0.108	0.048
TP53BP2	-0.0743	0.549
TP53I11	-0.246	0.155
TP53I13	-0.653	3.98e-05
TP53I3	-0.371	0.127
TP53INP1	-0.0638	0.684
TP53INP2	1.16	0.000141
TP53RK	-0.124	0.402
TP53TG3HP	0.014	0.674
TP53TG5	0.0192	0.339
TP63	-1.86	7.69e-06
TP73	-0.0862	0.339
TP73-AS1	0.0979	0.00736
TPBG	-1.63	3.54e-15
TPCN1	0.223	0.00122
TPCN2	-0.639	0.0141
TPD52	0.884	0.0113
TPD52L1	0.513	0.00241
TPD52L2	-0.761	0.000169
TPD52L3	0.000834	0.716
TPGS1	-0.145	0.308
TPGS2	-0.119	0.445
TPH2	-0.00116	0.63
TPI1	-0.506	4.44e-05
TPK1	0.465	0.111
TPM1	-1.21	0.00155
TPM2	1.19	0.0268
TPM3	0.239	0.112
TPM4	-0.96	0.00038
TPMT	-0.389	0.00873
TPO	0.00365	0.686
TPP1	-0.389	0.0728
TPP2	-0.0109	0.934
TPPP	1.1	0.00218
TPPP2	0.00641	0.214
TPPP3	1.34	0.0212
TPR	0.0118	0.902
TPRA1	0.0151	0.927
TPRG1	2.38	1.28e-05
TPRG1L	-0.0587	0.674
TPRKB	0.0054	0.973
TPRN	0.363	0.00541
TPRXL	-0.0178	0.937
TPSAB1	2.31	0.00237
TPSD1	0.00382	0.836
TPSG1	0.0381	0.183
TPST1	-1.7	6.34e-06
TPST2	-0.698	7.73e-05
TPT1	0.258	2.64e-05
TPT1P8	0.135	0.0362
TPTE	-0.000301	0.888
TPTE2P1	0.0485	0.248
TPTE2P6	-0.000818	0.755
TPX2	-2.79	2.12e-12
TRA2A	0.179	0.279
TRA2B	-0.329	0.0134
TRABD	-0.116	0.0458
TRABD2A	0.0779	0.494
TRABD2B	-0.00166	0.578
TRAC	-0.0927	0.873
TRADD	-0.324	0.00757
TRAF1	-0.126	0.432
TRAF2	-0.444	0.00284
TRAF3	-0.759	0.000112
TRAF3IP1	-0.0827	0.0644
TRAF3IP2	-0.237	0.159
TRAF3IP2-AS1	0.0101	0.187
TRAF3IP3	0.184	0.619
TRAF4	-0.686	0.00047
TRAF5	-0.313	0.253
TRAF6	-0.0164	0.91
TRAF7	-0.362	7e-05
TRAFD1	0.0682	0.633
TRAIP	-0.335	0.0235
TRAJ28	0.251	0.113
TRAJ41	-0.357	0.218
TRAK1	0.681	3.26e-05
TRAK2	0.34	0.0585
TRAM1	-0.401	0.00101
TRAM1L1	1.03	0.000252
TRAM2	-1.14	2.52e-06
TRANK1	-0.371	0.0206
TRAP1	0.271	0.0548
TRAPPC1	-0.284	0.235
TRAPPC10	0.0608	0.608
TRAPPC11	0.379	0.000245
TRAPPC12	0.37	0.000818
TRAPPC13	0.254	0.0512
TRAPPC2	0.444	0.000882
TRAPPC2L	-0.0825	0.528
TRAPPC3	-0.145	0.157
TRAPPC4	0.175	0.168
TRAPPC5	0.00212	0.988
TRAPPC6A	1.06	8.28e-05
TRAPPC6B	-0.0719	0.504
TRAPPC8	0.559	0.000204
TRAPPC9	0.0179	0.67
TRAT1	0.998	0.0626
TRAV10	0.000532	0.913
TRAV12-1	-0.0164	0.896
TRAV12-2	0.00359	0.39
TRAV12-3	0.0425	0.284
TRAV13-1	-0.0725	0.384
TRAV13-2	0.0686	0.257
TRAV16	0.0149	0.34
TRAV17	-0.0325	0.578
TRAV20	0.0556	0.236
TRAV21	0.0154	0.816
TRAV22	0	1
TRAV23DV6	0.022	0.414
TRAV24	0.0252	0.326
TRAV25	0.0272	0.141
TRAV26-2	-0.0959	0.442
TRAV27	0.0713	0.107
TRAV30	-0.00177	0.52
TRAV34	0.00993	0.34
TRAV36DV7	0.0407	0.146
TRAV39	0.00237	0.509
TRAV40	0.00994	0.725
TRAV5	0.0026	0.872
TRAV6	-0.00172	0.929
TRAV8-1	0.00019	0.929
TRAV8-3	-0.00362	0.383
TRAV8-6	-0.00363	0.68
TRAV9-2	-0.00345	0.932
TRBC1	0.302	0.566
TRBV10-2	-0.0645	0.192
TRBV24-1	0.0811	0.185
TRBV25-1	0.001	0.655
TRBV7-3	0.019	0.591
TRBV7-8	-0.0657	0.18
TRDC	0.486	0.149
TRDMT1	0.0464	0.736
TRDN	2.81	0.00131
TRDV3	-0.0145	0.263
TREH	3.07e-07	1
TREM1	-2.39	5.58e-05
TREM2	-2.71	6.8e-08
TREML1	-0.000869	0.915
TREML2	-0.000709	0.944
TREML3P	-0.00508	0.349
TREML4	-0.0531	0.31
TRERF1	-0.0961	0.165
TREX1	0.351	0.0536
TREX2	-0.197	0.325
TRH	-0.00705	0.614
TRHDE	1.1	0.0132
TRHR	9.97e-06	0.996
TRIAP1	0.133	0.135
TRIB1	0.158	0.283
TRIB2	-0.425	0.124
TRIB3	-0.962	0.000269
TRIL	0.58	0.0513
TRIM10	0	1
TRIM11	-0.47	0.00052
TRIM13	1.02	0.000126
TRIM14	-0.17	0.169
TRIM15	0	1
TRIM17	-0.000329	0.878
TRIM2	0.43	0.063
TRIM21	-0.768	0.000861
TRIM22	-0.154	0.523
TRIM23	0.0347	0.807
TRIM24	0.682	0.00517
TRIM25	0.107	0.321
TRIM26	0.0635	0.705
TRIM27	-0.63	0.000176
TRIM28	-0.0656	0.709
TRIM29	1.24	6.17e-05
TRIM3	0.039	0.303
TRIM31	-0.00028	0.896
TRIM32	-0.519	0.019
TRIM33	0.451	0.00285
TRIM35	0.774	3.76e-07
TRIM36	0.0406	0.457
TRIM37	-0.458	5.61e-05
TRIM38	0.101	0.54
TRIM39	-0.231	0.0563
TRIM4	0.762	2.73e-05
TRIM40	0.00809	0.332
TRIM41	0.0607	0.71
TRIM42	0	1
TRIM44	0.0573	0.709
TRIM45	0.119	0.294
TRIM46	-0.000218	0.919
TRIM47	-0.432	0.0209
TRIM48	0.000179	0.933
TRIM5	-0.0319	0.054
TRIM50	0	1
TRIM51	-0.00886	0.323
TRIM52	0.277	0.161
TRIM54	1.25	0.00482
TRIM55	0.397	0.142
TRIM56	0.0143	0.926
TRIM58	-0.00696	0.937
TRIM59	-1.43	3.22e-05
TRIM6	-0.00624	0.986
TRIM61	0.000833	0.909
TRIM62	0.0158	0.905
TRIM63	2.33	0.00831
TOP2A	-0.202	0.151
TRIM66	0.00529	0.966
TRIM67	0.00212	0.605
TRIM68	0.169	0.37
TRIM69	-0.0345	0.782
TRIM7	0.651	0.00238
TRIM78P	0	1
TRIM8	-0.00934	0.939
TRIM9	-0.248	0.0668
TRIML1	0.00129	0.906
TRIML2	-0.143	0.15
TRIO	-1.24	5.78e-09
TRIOBP	0.637	2.5e-07
TRIP10	0.948	0.000549
TRIP11	-0.134	0.294
TRIP12	-0.0595	0.538
TRIP13	-2.85	2.38e-09
TRIP4	-0.29	0.0174
TRIP6	-0.17	0.255
TRIQK	-0.685	0.00954
TRIT1	-0.0595	0.73
TRMO	-0.224	0.0992
TRMT1	-0.222	0.159
TRMT10A	0.426	0.00105
TRMT10C	-0.0473	0.758
TRMT11	0.0169	0.884
TRMT112	-0.502	0.000765
TRMT12	-0.607	0.00122
TRMT13	0.575	0.000204
TRMT1L	0.0433	0.772
TRMT2A	-0.0931	0.472
TRMT2B	-0.196	0.0675
TRMT44	0.104	0.0885
TRMT5	-0.866	0.000429
TRMT6	-0.542	0.00588
TRMT61A	-0.135	0.0833
TRMT61B	0.0421	0.747
TRMU	-0.0232	0.797
TRNAU1AP	0.0328	0.814
TRNP1	2.02	7.96e-06
TRNT1	0.164	0.39
TRO	-0.183	0.0633
TROAP	-1.29	4.58e-09
TROVE2	-0.0928	0.258
TRPA1	-0.00252	0.394
TRPC1	0.396	0.124
TRPC2	-0.00688	0.458
TRPC3	-0.000771	0.732
TRPC4	-0.000152	0.944
TRPC4AP	-0.566	0.00319
TRPC5	0.00312	0.37
TRPC6	-0.534	0.0306
TRPC7	0	1
TRPM1	0.0012	0.619
TRPM2	-0.285	0.0066
TRPM3	0	1
TRPM4	-0.133	0.542
TRPM5	-0.0106	0.659
TRPM6	0.0105	0.352
TRPM7	0.000856	0.994
TRPM8	3.21e-05	0.988
TRPS1	0.858	5.2e-05
TRPT1	0.337	0.0924
TRPV1	-0.0162	0.688
TRPV2	-0.074	0.518
TRPV3	0.00219	0.407
TRPV4	-0.305	0.0541
TRPV5	-0.0223	0.794
TRPV6	0.183	0.0336
TRRAP	-0.223	0.0214
TRUB1	-0.308	0.00216
TRUB2	-0.542	0.000464
TSACC	0.00808	0.299
TSC1	0.268	0.0632
TSC2	-0.0963	0.683
TSC22D1	0.27	0.0334
TSC22D2	-0.24	0.0651
TSC22D3	1.01	0.000206
TSC22D4	0.0461	0.227
TSEN15	-0.478	0.0102
TSEN2	0.755	0.00306
TSEN34	-0.259	0.0386
TSEN54	-0.125	0.264
TSFM	-0.574	0.000322
TSG101	0.394	0.00118
TSGA10	0.0193	0.259
TSGA10IP	-0.021	0.27
TSGA13	-0.0291	0.206
TSHB	0	1
TSHR	0	1
TSHZ1	1.06	9.84e-10
TSHZ2	0.0137	0.921
TSHZ3	-1.37	0.000171
TSKS	-0.11	0.276
TSKU	-0.264	0.178
TSLP	0.0436	0.921
TSN	-0.309	0.000647
TSNARE1	-0.00472	0.355
TSNAX	0.0019	0.986
TSNAXIP1	-0.0137	0.765
TSPAN1	-1.9	0.0176
TSPAN10	-0.598	0.000759
TSPAN12	0.912	0.00109
TSPAN13	-0.445	0.0994
TSPAN14	0.12	0.555
TSPAN15	-0.766	0.000119
TSPAN16	0.0136	0.168
TSPAN17	-0.459	0.00053
TSPAN18	-0.0322	0.308
TSPAN2	0.0511	0.817
TSPAN3	0.201	0.206
TSPAN31	0.182	0.055
TSPAN32	0.00421	0.884
TSPAN33	0.495	0.0392
TSPAN4	0.272	0.286
TSPAN5	-1.07	8.93e-05
TSPAN6	0.761	0.00414
TSPAN7	2.28	3.48e-06
TSPAN8	5.05	3.55e-09
TSPAN9	-0.498	1.57e-05
TSPEAR	0	1
TSPEAR-AS2	0.000123	0.954
TSPO	0.618	0.000457
TSPO2	0	1
TSPOAP1	0.495	0.00333
TSPY26P	0	1
TSPYL1	0.367	0.000313
TSPYL2	0.172	0.273
TSPYL4	0.218	0.101
TSPYL5	1.31	4.66e-05
TSPYL6	0.000306	0.889
TSR1	-0.447	0.015
TSR2	0.0249	0.837
TSR3	-0.457	8.62e-05
TSSC1	-0.213	0.207
TSSC4	-0.174	0.32
TSSK1B	0.0109	0.571
TSSK2	0.00607	0.29
TSSK3	0	1
TSSK4	-0.0116	0.544
TSSK6	0.000567	0.797
TST	1.24	0.00104
TSTA3	-0.157	0.452
TSTD1	1.41	4.1e-05
TSTD2	0.0525	0.69
TTBK1	-0.0575	0.155
TTBK2	-0.031	0.193
TTC1	0.0453	0.672
ZMIZ2	0.395	0.0769
TTC13	0.148	0.386
TTC14	-0.0105	0.954
TTC16	0.0282	0.464
TTC17	-0.0171	0.937
TTC19	0.463	0.0427
TTC21A	-0.0814	0.233
TTC22	0.0687	0.37
TTC23	-0.0504	0.766
TTC23L	0.0253	0.134
TTC25	-0.0324	0.68
TTC26	-0.972	7.89e-05
TTC27	0.181	0.328
TTC28	0.428	0.000686
TTC29	-0.187	0.272
TTC3	-0.163	0.361
TTC30A	-0.279	0.266
TTC30B	-0.524	0.0196
TTC31	-0.549	0.000204
TTC32	0.582	0.00606
TTC33	0.398	0.00979
TTC36	0.13	0.0834
TTC37	0.158	0.268
TTC38	-0.117	0.238
TTC39A	1.42	0.000484
TTC39B	-0.0144	0.942
TTC39C	-0.0757	0.743
TTC4	-0.656	0.00116
TTC41P	0	1
TTC5	-0.501	0.0307
TTC7A	-0.158	0.0738
TTC7B	-0.982	0.000121
TTC8	-0.8	0.000932
TTC9	2.69	5.05e-09
TTC9B	-0.00187	0.506
TTC9C	-0.462	0.00048
TTF1	-0.483	0.00579
TTF2	-0.398	0.0665
TTI1	-0.938	1.19e-05
TTI2	0.0921	0.479
TTK	-1.74	2.34e-05
TTL	-0.422	0.00342
TTLL1	0.0264	0.796
TTLL10	0	1
TTLL11	0.353	0.0073
TTLL12	0.342	0.1
TTLL13P	0.0339	0.436
TTLL2	0	1
TTLL3	0.101	0.257
TTLL4	-0.444	0.0376
TTLL5	-0.423	0.00179
TTLL6	-0.00107	0.652
TTLL7	-0.459	0.0426
TTLL9	0.00125	0.615
TTN	2.7	0.00229
TTPA	0	1
TTPAL	-1.26	5.82e-07
TTR	-0.00858	0.757
TTTY10	0.0114	0.405
TTTY11	-0.00411	0.193
TTTY12	0	1
TTTY14	-0.0249	0.26
TTTY15	0.075	0.54
TTTY5	0.00838	0.28
TTYH1	0.0578	0.328
TTYH2	-0.123	0.256
TTYH3	-2.36	1.82e-12
TUB	0.00397	0.939
TUBA1A	-0.053	0.753
TUBA1B	-0.511	7.94e-06
TUBA1C	-0.388	0.000188
TUBA3C	-0.212	0.165
TUBA3FP	-0.0178	0.35
TUBA4A	-0.781	2.52e-05
TUBA4B	-0.338	0.0123
TUBA8	0.00615	0.288
TUBAL3	-0.0372	0.823
KLHL21	-0.894	3.46e-06
TUBB1	6.51e-07	1
TUBB2A	0.158	0.474
TUBB2B	1.43	3.84e-05
TUBB3	-1.35	2.63e-08
TUBB4A	0.0315	0.298
TUBB4B	-0.25	0.145
TUBB6	-0.355	0.0612
TUBB7P	-0.00323	0.783
TUBBP5	0.351	0.23
TUBD1	0.161	0.243
TUBE1	1.08	6.84e-08
TUBG1	-0.987	2.96e-07
TUBG2	-0.411	0.0151
TUBGCP2	-0.0225	0.811
TUBGCP3	0.0866	0.524
TUBGCP4	0.125	0.438
TUBGCP5	-0.431	0.0245
TUBGCP6	-0.0605	0.467
TUFM	-0.0392	0.74
TUFT1	0.367	0.15
TUG1	-0.573	4.1e-06
TULP1	-0.0143	0.403
TULP2	-0.0133	0.316
TULP3	0.076	0.625
TULP4	-0.0417	0.497
TUSC1	-0.274	0.135
TUSC2	0.532	1e-04
TUSC3	-0.672	0.118
TUSC5	0.187	0.0169
TUT1	-0.0215	0.691
TVP23A	-0.000668	0.804
NMT1	-0.0369	0.548
TWF2	0.0097	0.949
TWIST1	0.55	0.00614
TWIST2	0.638	0.101
RAP2A	-0.174	0.198
TWSG1	-0.49	0.000643
TXK	0.00126	0.982
TXLNA	-0.605	0.0193
TXLNB	2.57	7.97e-05
TXLNG	-0.0863	0.314
TXLNGY	0.659	0.314
TXN	0.601	0.000267
TXN2	0.194	0.0894
TXNDC11	-0.207	0.315
TXNDC12	-0.757	1.65e-06
TXNDC15	0.215	0.165
TXNDC16	0.763	0.000795
TXNDC17	-0.287	0.0347
TXNDC2	-0.0069	0.216
TXNDC5	-0.446	0.0531
TXNDC9	-0.297	0.0226
TXNIP	1.34	6.6e-05
TXNL1	0.307	0.00144
TXNL4A	0.217	0.00264
TXNL4B	-0.964	1.94e-05
TXNRD1	-1.02	0.000184
TXNRD2	-0.275	0.0076
TXNRD3	-0.713	0.00648
TYK2	-0.597	0.000235
TYMP	-2.43	1.39e-06
TYMS	-1.58	1.71e-09
TYMSOS	-0.101	0.083
TYR	0.807	0.00199
TYRO3	0.827	0.000315
TYROBP	-0.518	0.178
TYRP1	3.78	2.64e-05
HEY2	0.166	0.196
TYW1	0.351	0.0781
TYW3	-0.167	0.395
TYW5	-0.184	0.156
U2AF1	-0.0562	0.696
U2AF1L4	0.057	0.78
U2AF2	-0.239	0.000643
U2SURP	-0.547	0.000722
UACA	0.629	0.00421
UAP1	0.141	0.499
UAP1L1	-0.474	0.00762
UBA1	-0.172	0.33
UBA2	-0.101	0.202
UBA3	0.413	8.7e-09
UBA5	0.0176	0.859
UBA52	0.164	0.000233
UBA6	-0.619	0.00462
UBA7	0.201	0.301
UBAC1	0.13	0.431
UBAC2	0.216	0.0527
UBALD1	0.075	0.703
UBALD2	-0.409	0.0571
UBAP1	0.0446	0.8
UBAP1L	0.216	0.102
UBAP2	-0.201	0.325
UBAP2L	-0.171	0.103
UBASH3A	0.089	0.608
UBASH3B	-1	0.00021
UBB	-0.0413	0.643
UBC	0.119	0.0299
UBD	-1.87	0.0108
UBE2A	-0.299	0.00231
UBE2B	0.739	9.01e-07
UBE2C	-2.17	2.56e-10
UBE2D1	0.0937	0.49
UBE2D2	0.208	0.0143
UBE2D3	-0.0744	0.469
UBE2D4	0.975	1.72e-07
UBE2DNL	0	1
UBE2E1	0.315	0.000791
UBE2E2	0.278	0.12
UBE2F	-0.349	0.0137
UBE2G1	0.323	0.0104
UBE2G2	0.09	0.532
UBE2H	-0.537	0.00162
UBE2I	-0.575	5.29e-05
UBE2J1	0.129	0.413
UBE2J2	-0.211	0.0325
UBE2K	-0.291	0.0327
UBE2L3	-0.457	0.0052
UBE2L6	-1.43	6.63e-06
UBE2M	-0.486	0.111
UBE2N	0.242	0.0341
UBE2NL	-0.0856	0.359
UBE2O	-0.426	0.00151
UBE2Q1	-0.134	0.0294
UBE2Q2	-0.395	0.00213
UBE2QL1	-0.222	0.429
UBE2R2	-0.173	0.271
UBE2T	-1.57	1.59e-07
UBE2U	-0.0507	0.31
UBE2V2	-0.562	6.81e-07
UBE2W	-0.703	4.16e-05
UBE2Z	-0.864	3.01e-07
UBE3A	0.149	0.0255
UBE3B	-0.00665	0.852
UBE3C	-0.31	0.0145
UBE3D	0.127	0.485
UBE4A	0.313	0.0116
UBE4B	-0.375	0.025
UBFD1	-0.776	1.36e-05
UBIAD1	-0.304	0.132
UBL3	1.31	9.46e-09
UBL4A	-0.728	6.91e-06
UBL7	-0.0167	0.939
UBL7-AS1	-0.124	0.4
UBLCP1	-0.209	0.0512
UBN1	-0.57	1.42e-05
UBN2	0.559	0.0286
UBOX5	-0.0439	0.574
UBP1	0.0012	0.992
UBQLN1	-0.457	0.000202
UBQLN2	-0.0458	0.717
UBQLN3	0	1
UBQLNL	0.00291	0.408
