Updated.gene.symbol	logFC	P.Value
LGI4	0.689	0.000291
LGMN	-0.268	0.295
LGR4	0.294	0.1
LGR5	-0.111	0.554
LGR6	1.18	0.00113
LGSN	0	1
LHB	-0.0601	0.301
LHCGR	-0.000413	0.849
LHFP	0.684	0.00997
LHFPL1	0.0212	0.332
LHFPL2	-1.35	4.92e-07
LHFPL3	0.0346	0.113
LHFPL4	0.0167	0.334
PPP1R3B	0.00429	0.38
LHPP	0.0765	0.544
LHX1	-0.201	0.00557
LHX2	-0.0679	0.205
LHX3	-0.0252	0.612
LHX4	0.00979	0.301
LHX5	0.0021	0.488
LHX6	0.398	0.000552
LHX8	1.34	0.00283
LHX9	0	1
LIAS	0.595	0.0141
LIF	0.56	0.0355
LIFR	2.69	2.22e-12
LIG1	-0.925	0.000843
LIG3	-0.365	0.0234
LIG4	-0.203	0.167
LILRA1	0.0147	0.341
LILRA2	0.106	0.241
LILRA3	-0.0273	0.15
LILRA4	-0.0427	0.878
LILRA5	0.0424	0.298
LILRB1	-0.337	0.437
LILRB2	-0.733	0.154
LILRB3	-0.0818	0.651
LILRB4	-1.2	0.0048
LILRB5	1.2	0.00847
LILRP2	-0.017	0.524
LIM2	-0.136	0.304
LIMA1	-1.07	6.82e-08
LIMCH1	1.94	4.53e-05
LIMD1	0.132	0.0242
LIMD1-AS1	0.00256	0.926
LIMD2	-0.0237	0.674
LIME1	0.501	0.011
LIMK1	-0.241	0.00174
LIMK2	-0.528	0.000191
LIMS1	-0.588	9.55e-07
LIMS2	0.446	0.00389
LIN28A	-0.0112	0.7
LIN28B	-0.048	0.565
LIN37	-0.0294	0.809
LIN54	0.42	0.0432
LIN7A	-0.0324	0.213
LIN7B	0.982	2.74e-05
LIN7C	0.282	0.0201
LIN9	-0.619	0.000824
PER2	0.939	0.00142
LINC00174	-0.0551	0.0354
LINC00176	0.0628	0.0873
LINC00202-1	0.082	0.673
LINC00202-2	0.0313	0.222
LINC00238	-0.000331	0.879
LINC00240	-0.102	0.266
LINC00242	-0.0326	0.136
LINC00261	0	1
LINC00290	7.87e-06	0.997
LINC00301	0	1
LINC00305	0.0587	0.574
LINC00313	0.000171	0.936
LINC00314	0.15	0.138
LINC00326	-0.00496	0.888
LINC00330	0.054	0.197
LINC00337	0	1
LINC00452	-0.0367	0.326
LINC00462	-0.033	0.191
LINC00467	-0.883	0.00193
LINC00471	-0.000945	0.728
LINC00476	-0.00438	0.968
LINC00477	0.0141	0.335
LINC00482	-0.0891	0.323
LINC00483	-0.000413	0.848
LINC00493	0.383	0.0076
LINC00518	-0.391	0.0392
LINC00521	-0.000836	0.704
LINC00526	-0.0787	0.597
LINC00543	-2e-05	0.992
LINC00545	-0.000175	0.935
LINC00597	-0.134	0.729
LINC00605	0.00673	0.31
LINC00612	0	1
LINC00615	0	1
LINC00619	3.42e-05	0.987
LINC00632	0.017	0.199
LINC00652	0.105	0.123
LINC00654	0	1
LINC00667	0.16	0.19
LINC00668	-0.337	0.12
LINC00687	0.0102	0.344
LINC00705	0	1
LINC00710	0	1
LINC00839	-0.0859	0.503
LINC00847	-0.214	0.199
LINC00851	-0.0286	0.175
LINC00852	0.00673	0.204
LINC00900	0.169	0.416
LINC00907	0.0015	0.567
LINC00908	0	1
LINC00921	0.0316	0.251
LINC00922	-0.185	0.0736
LINC00923	-0.0345	0.133
LINC00926	-0.0922	0.139
LINC00935	-0.00318	0.307
LINC00936	0.7	0.00936
LINC00938	0.308	1.91e-05
LINC00961	0.0541	0.483
LINC00997	0.00283	0.431
LINC01003	0.971	0.00172
LINC01085	0.0401	0.312
LINC01089	-0.0275	0.209
LINC01096	0.0077	0.29
LINC01098	0.00269	0.451
LINC01104	0	1
LINC01105	-0.000977	0.716
LINC01114	0	1
LINC01116	-2.05	9.79e-06
LINC01118	-0.0213	0.559
LINC01120	0	1
LINC01125	0.117	0.0298
LINC01126	-0.000372	0.863
LINC01137	-1.35	4.83e-06
LINC01140	0.00495	0.369
LINC01165	0.00536	0.358
LINC01191	0	1
LINC01197	0.00811	0.345
LINC01220	-0.00861	0.57
LINC01233	0	1
LINC01341	0.158	0.0682
LINC01405	1.53	0.00313
LINC01420	-0.208	0.308
LINC01465	-0.0189	0.223
LINC01530	5.81e-06	0.998
LINC01547	-0.0128	0.412
LINC01551	7.76e-05	0.971
LINC01553	0	1
LINC01554	0.125	0.599
LINC01565	-0.0032	0.399
LINC01587	0	1
LINC01588	0.142	0.351
LINC01599	0.00998	0.306
LINGO1	0.0422	0.452
LINGO2	-0.0491	0.82
LINGO3	0.0218	0.532
LINS1	0.0795	0.595
LIPA	-0.643	0.000205
LIPC	0.068	0.598
LIPE	0.117	0.0457
LIPF	0.00225	0.73
LIPG	-1.47	0.0136
LIPH	0.317	0.216
LIPI	0	1
LIPJ	0.00499	0.368
LIPT1	0.997	1.41e-07
LITAF	-0.491	0.0343
LIX1	0	1
LKAAEAR1	0.0238	0.197
LLGL1	-0.225	0.0513
LLGL2	1.23	4.76e-06
LLPH	-0.697	0.00045
LMAN1	-0.739	0.0426
LMAN1L	0.00719	0.846
LMAN2	0.475	5.68e-06
LMAN2L	-0.454	0.0522
LMBR1	-0.288	0.065
LMBR1L	0.0572	0.785
LMBRD1	0.814	5.23e-06
LMBRD2	-0.409	0.121
LMCD1	0.607	0.132
LMF1	0.252	0.00239
LMF2	-0.327	0.00861
LMLN	-0.327	0.00725
LMNA	-0.113	0.529
LMNB1	-1.08	0.000732
LMNB2	-1.52	2.65e-08
LMNTD1	0	1
LMNTD2	0.148	0.208
LMO1	0.0512	0.159
LMO2	1.42	5.85e-08
LMO3	1	0.000378
LMO4	0.456	0.00811
LMO7	1.49	3.93e-07
LMO7DN	0.00816	0.345
LMOD1	0.994	3.73e-06
LMOD2	3.6	0.000206
LMOD3	1.99	0.00128
LMTK2	-0.0043	0.302
LMTK3	-0.173	0.181
LMX1A	0	1
LMX1B	-0.0062	0.313
LNP1	-0.13	0.413
LNPEP	-0.307	0.0464
LNPK	0.0522	0.73
LNX1	1.82	2.39e-07
LNX2	0.0316	0.829
LOC100049716	0.0664	0.492
LOC100126784	0.0014	0.584
LOC100127886	6.5e-05	0.976
LOC100127891	-0.0209	0.729
LOC100127971	0	1
LOC100127972	-0.653	0.00551
LOC100128074	0	1
LOC100128090	0	1
LOC100128093	0	1
LOC100128175	0	1
LOC100128198	0.0376	0.0703
LOC100128288	1.48	8.81e-05
LOC100128325	-0.072	0.104
LOC100128334	0.0263	0.651
LOC100128361	0.0212	0.694
LOC100128370	0.0422	0.572
LOC100128392	-0.0293	0.135
LOC100128737	0.0487	0.769
LOC100128751	-0.00631	0.399
LOC100128843	-0.0854	0.192
LOC100128909	-0.0103	0.162
LOC100128922	-0.00588	0.528
LOC100128988	-0.00266	0.571
LOC100129034	0.00743	0.249
LOC100129098	0.00016	0.94
LOC100129104	-0.041	0.478
LOC100129122	0.169	0.0196
LOC100129129	0.00208	0.504
LOC100129175	0.000347	0.872
LOC100129194	-0.00355	0.239
LOC100129268	0.0136	0.463
LOC100129410	0.153	0.798
LOC100129476	0.00336	0.407
LOC100129500	0	1
LOC100129503	-0.165	0.189
LOC100129516	0.00455	0.375
LOC100129617	-0.0182	0.315
LOC100129656	0	1
LOC100129857	0	1
LOC100129890	-0.0661	0.31
LOC100129907	-0.0521	0.164
LOC100129932	-0.338	0.0538
LOC100129973	0.000185	0.931
LOC100129988	0	1
LOC100130054	0	1
LOC100130100	-0.534	0.261
LOC100130134	0.000272	0.901
LOC100130219	0.0569	0.143
LOC100130232	0	1
LOC100130262	0	1
LOC100130344	0	1
LOC100130360	-0.0103	0.237
LOC100130428	-0.0179	0.418
LOC100130452	-0.00273	0.929
LOC100130458	-0.00386	0.375
LOC100130494	-0.023	0.327
LOC100130502	0	1
LOC100130503	-0.0557	0.503
LOC100130548	0.00219	0.545
LOC100130744	0.00784	0.688
LOC100130797	-0.276	0.0576
LOC100130840	-0.00736	0.329
LOC100130905	0.00037	0.864
LOC100130938	-0.859	0.0109
LOC100130964	-0.0135	0.393
LOC100130992	0.000417	0.905
LOC100130998	0	1
LOC100131014	-0.000174	0.987
LOC100131015	0.173	0.165
LOC100131283	0.0417	0.35
LOC100131298	-0.0195	0.543
LOC100131311	0.0158	0.211
LOC100131347	0.000398	0.854
LOC100131354	-0.00486	0.927
LOC100131414	3.27e-05	1
LOC100131435	0.00318	0.429
LOC100131455	0.00986	0.683
LOC100131480	-0.000758	0.736
LOC100131512	0.238	0.247
LOC100131556	-0.0334	0.809
LOC100131613	0	1
LOC100131662	0.0629	0.305
LOC100131683	0.906	0.0351
LOC100131721	-0.00471	0.675
LOC100131864	1.93e-05	0.993
LOC100132051	-0.00145	0.587
LOC100132078	0.0559	0.157
LOC100132319	0.016	0.211
LOC100132356	0.0615	0.299
LOC100132369	0.0232	0.344
LOC100132625	0.00177	0.912
LOC100132661	0	1
LOC100132767	-0.000791	0.727
LOC100132884	-0.00302	0.984
LOC100133019	0.000904	0.829
LOC100133116	0.000354	0.941
LOC100499484-C9ORF174	0.00318	0.474
LOC126987	0.575	0.0128
LOC143188	-0.0076	0.661
LOC145845	-5.01e-05	0.981
LOC148413	-0.0463	0.539
LOC148709	-0.000277	0.904
LOC150051	0.0108	0.728
LOC151121	-0.0787	0.72
LOC151174	0	1
LOC151760	0	1
LOC153684	0.0315	0.87
LOC155060	0.00156	0.986
LOC157740	0	1
LOC162137	0.000785	0.73
LOC171391	0	1
CCDC134	0	1
LOC283585	0	1
LOC283588	0.491	0.0113
LOC283922	-0.121	0.368
LOC284023	0.344	0.236
LOC284379	0.00394	0.848
LOC284648	-0.0364	0.18
LOC284912	-0.0159	0.528
LOC285095	1.45	0.00106
LOC285097	0.00226	0.473
LOC285299	0.0108	0.262
LOC285423	0	1
LOC285556	2.92	6.49e-05
LOC286177	-0.000548	0.802
LOC339352	0.0564	0.531
LOC346329	0	1
LOC374443	-0.785	0.00314
LOC388780	0.331	0.0584
LOC388882	-0.000464	0.831
LOC389199	-0.024	0.559
LOC389328	3.7	3.49e-12
LOC389332	0.000429	0.843
LOC389895	0	1
LOC389906	0.114	0.613
LOC390933	-1.43	0.00529
LOC390998	0.0416	0.0166
LOC400099	-0.207	0.332
LOC400446	0.334	0.0706
LOC400958	0	1
LOC401052	0.437	0.0715
LOC401068	0.18	0.313
LOC401098	-0.00644	0.348
LOC401442	0	1
LOC401913	0.0627	0.349
LOC403323	0.466	0.093
LOC439933	0.000434	0.841
LOC439951	0.011	0.336
LOC440311	1.29	2.57e-07
LOC440981	0.0311	0.375
LOC440982	-7.67e-05	0.972
LOC441052	0.00352	0.401
LOC441086	0	1
LOC441178	3.23	4.82e-09
LOC441179	-0.0653	0.363
LOC441601	0	1
LOC441666	-0.055	0.376
LOC51145	0	1
LOC554207	0.0419	0.33
LOC642533	0.0228	0.176
LOC642696	0	1
LOC642852	-0.655	0.0157
LOC643072	0.468	0.0419
LOC643085	-0.101	0.406
LOC643201	0.000169	0.937
LOC643659	0.316	0.257
LOC643923	-0.0171	0.326
LOC644090	-0.00286	0.41
LOC644285	0.838	0.00543
LOC644456	0.365	0.00545
LOC644852	0	1
LOC645139	-0.411	0.000939
LOC645188	0	1
LOC645468	-0.00575	0.801
LOC645513	0.355	0.00179
LOC645984	0.0259	0.102
LOC646214	-0.512	0.00346
LOC646268	0.00162	0.553
LOC646482	0.00624	0.4
LOC646509	-0.0042	0.679
LOC646522	0	1
LOC646548	0.00341	0.296
LOC646778	0.0148	0.249
LOC646865	0.000189	0.929
LOC647070	-0.107	0.276
LOC647115	0.674	0.045
LOC648987	-0.148	0.175
LOC653602	1.33	0.00865
LOC654342	-0.146	0.69
LOC727818	0	1
LOC727869	-0.117	0.371
LOC727916	-0.0579	0.737
LOC727944	-0.00358	0.278
LOC727961	-0.0209	0.275
LOC728061	0.749	0.117
LOC728073	0.000516	0.987
LOC728114	0.0201	0.331
LOC728196	-0.0136	0.388
LOC728283	0	1
LOC728288	0	1
LOC728327	0.02	0.46
LOC728353	0.000144	0.946
LOC728475	0	1
LOC728485	-0.00809	0.536
LOC728613	0.197	0.0371
LOC728743	4.01e-05	0.985
LOC728805	5.25e-05	0.986
LOC728853	-0.00261	0.433
LOC729164	0.0134	0.567
LOC729173	-0.00178	0.496
LOC729291	-0.0203	0.19
LOC729570	-0.0187	0.79
LOC729580	0.0501	0.749
LOC729652	0.00035	0.871
LOC729683	0.0048	0.371
LOC729810	-0.518	0.000619
LOC729839	-0.129	0.495
LOC729870	0.00761	0.686
LOC729887	0.0333	0.406
LOC729970	0.0662	0.0919
LOC729986	0	1
LOC729994	-0.717	0.0349
LOC730098	0.176	0.266
LOC730184	0.011	0.407
LOC730202	0.00302	0.468
LOC730236	-0.0171	0.194
LOC730456	0.0126	0.336
LOC730909	-0.0145	0.93
LOC731139	-0.0531	0.193
LOC731157	0.00812	0.234
LOC731852	0.0282	0.365
LOC79160	-0.00575	0.182
LOC81691	-0.0683	0.444
LOC90462	0.336	0.0897
LOC93622	0.284	0.0404
LONP1	-0.558	0.00808
LONP2	-0.044	0.649
LONRF1	1.49	1.8e-10
LONRF2	0.367	0.000437
LONRF3	0.0552	0.265
LOR	1.37	0.128
LOX	-1.71	4.57e-05
LOXL1	-1.21	0.00151
LOXL2	-2.19	7.02e-10
LOXL3	-0.627	0.000428
LOXL4	-0.0169	0.938
LPA	-0.0145	0.321
LPAL2	0.00639	0.848
LPAR1	1.05	6.38e-07
LPAR2	-0.425	0.000502
LPAR3	-2.03	1.01e-05
LPAR4	0.147	0.423
LPAR5	0.595	0.0015
LPAR6	1.66	3.73e-08
LPCAT1	-1.8	3.62e-09
LPCAT2	-1.53	1.41e-05
LPCAT3	0.102	0.584
LPCAT4	0.0647	0.716
LPGAT1	-0.658	0.000149
LPIN1	1.66	6.88e-09
LPIN2	0.167	0.318
TMEM231	0.0108	0.258
LPL	2.14	0.000132
LPO	0.451	0.286
LPP	-0.271	0.0267
LPXN	-0.977	0.027
LRAT	-0.01	0.228
LRBA	0.778	0.000928
LRCH1	-0.0273	0.555
LRCH2	0.548	0.00784
LRCH3	-0.361	0.00186
LRCH4	0.0817	0.281
LRFN1	0.189	0.0431
LRFN2	0	1
LRFN3	-0.0641	0.467
LRFN4	-0.807	6.96e-06
LRFN5	0.576	0.0155
LRG1	1.14	0.0501
LRGUK	-0.000312	0.946
LRIF1	-0.472	0.0926
LRIG1	0.294	0.194
LRIG2	-0.118	0.0776
LRIG3	0.221	0.415
LRIT1	0	1
LRMP	0.175	0.688
LRP1	-0.0274	0.923
LRP10	0.614	0.000224
LRP11	-0.277	0.0744
LRP12	-2.25	3.12e-11
LRP1B	0.235	0.218
LRP2	-3.3e-05	0.992
LRP2BP	0.0062	0.32
LRP3	0.156	0.191
LRP4	0.62	0.115
LRP5	0.691	0.0199
LRP5L	-0.229	0.0336
LRP6	0.471	0.00106
LRP8	-1.32	0.000485
LRPAP1	-0.365	0.0455
LRPPRC	0.167	0.193
LRR1	-1.08	5.4e-07
LRRC1	0.522	0.0165
LRRC14	-0.0503	0.113
LRRC15	-1.17	4.41e-05
LRRC17	-2.05	0.00201
LRRC18	0.00287	0.429
LRRC19	-0.00255	0.438
LRRC2	2.91	5.01e-09
LRRC20	1.43	2.47e-05
LRRC23	-0.368	0.0922
LRRC25	0.128	0.153
LRRC27	0.0538	0.191
LRRC28	-0.178	0.23
LRRC29	0.13	0.506
LRRC3	0.0108	0.339
LRRC31	0.118	0.72
LRRC32	0.0929	0.811
LRRC34	-0.169	0.309
LRRC36	-0.0152	0.185
LRRC37A3	0.378	0.25
LRRC37A5P	-0.00232	0.457
LRRC37B	0.018	0.914
LRRC38	0.000343	0.878
LRRC39	2.89	0.000168
LRRC3B	0.00967	0.277
LRRC4	-0.0464	0.907
LRRC40	0.00334	0.98
LRRC41	-0.374	0.118
LRRC42	-0.869	3.06e-05
LRRC43	0	1
LRRC45	-0.129	0.151
LRRC46	0.000815	0.721
LRRC47	0.0688	0.481
LRRC49	0.0577	0.834
LRRC4B	0	1
LRRC4C	1.14	1.75e-08
LRRC52	0	1
LRRC56	-0.00534	0.956
LRRC57	-0.246	0.0661
LRRC58	-0.736	9.56e-05
LRRC59	-0.954	3.34e-06
LRRC6	-0.118	0.432
LRRC61	-0.244	0.105
ATP8B4	0	1
LRRC66	0.0786	0.169
LRRC7	0	1
LRRC70	1.94	4.62e-07
LRRC71	-0.000183	0.932
LRRC73	-7.92e-05	0.97
LRRC74A	-0.0118	0.676
LRRC74B	0	1
LRRC75A	0.0187	0.13
LRRC75A-AS1	1.14	0.000218
LRRC75B	-0.0814	0.381
LRRC8A	-0.966	1.04e-05
LRRC8C	-1.31	2.3e-05
LRRC8D	-1.35	1.89e-09
LRRC8E	-0.974	0.0143
LRRCC1	-0.177	0.627
LRRFIP1	-0.0902	0.556
LRRFIP2	0.774	3.07e-06
LRRIQ3	-0.518	0.0724
LRRK1	0.35	0.0613
LRRK2	2.22	3.86e-08
LRRN1	-0.125	0.78
LRRN2	0.0472	0.583
LRRN3	0.234	0.543
LRRN4	-0.0462	0.31
INSL5	3.97	3.24e-12
LRRTM1	-0.0329	0.219
LRRTM2	-0.0196	0.88
LRRTM4	-0.171	0.315
LRSAM1	-0.223	0.0415
LRTM1	0.221	0.253
LRTM2	0	1
CDHR5	-0.13	0.488
LRWD1	-0.964	4.16e-07
LSAMP	-0.127	0.0585
LSG1	-0.846	6.08e-07
LSM1	-0.26	0.122
LSM10	-0.147	0.384
LSM11	-0.152	0.0157
LSM14A	0.135	0.108
LSM14B	-0.244	0.0353
LSM2	-0.456	0.0193
LSM3	0.279	0.0311
LSM4	-0.784	9.16e-06
LSM5	-0.323	0.0282
LSM6	0.0464	0.719
LSM7	-0.171	0.227
LSM8	0.0877	0.435
LSMEM1	0.337	0.0501
LSMEM2	0	1
LSP1	0.933	0.0143
LSR	-1.01	9.35e-07
LSS	0.235	0.00958
LST1	0.163	0.635
LTA	-0.00574	0.48
LTA4H	0.662	8.94e-07
LTB	-0.474	0.358
LTB4R	0.625	0.0864
LTB4R2	-0.0414	0.31
LTBP1	-0.797	0.000684
LTBP2	-0.459	0.0404
LTBP3	0.672	0.012
LTBP4	1.92	2.98e-07
LTBR	-0.318	0.0231
LTC4S	1.58	1.92e-07
LTF	3.12	0.00242
LTK	0	1
LTN1	-0.0768	0.682
LTV1	-0.0121	0.929
ELMO2	0.00273	0.982
LUC7L2	0.302	0.00532
LUC7L3	0.395	0.0117
LUM	-0.668	0.00064
LURAP1	0.257	0.000217
LURAP1L	-0.493	0.252
LUZP1	-0.503	0.0117
LUZP2	-0.0186	0.694
LUZP4	0	1
ELAVL3	2.17	3.28e-07
LXN	0.346	0.284
LY6D	1.98	0.00982
LY6E	-1.14	0.00013
LY6G5B	0.0771	0.489
LY6G5C	0.00103	0.934
LY6G6C	1.95	0.00179
LY6G6D	0.00593	0.249
LY6G6E	0.00183	0.474
LY6G6F	0.00419	0.454
LY6H	0.0851	0.3
LY6K	-1.36	7.03e-05
LY75	0.0536	0.855
LY86	-0.339	0.351
LY9	0.252	0.369
LY96	-0.0598	0.866
LYAR	-0.396	0.11
LYG1	-0.121	0.203
LYG2	-0.0148	0.778
LYL1	0.424	0.0124
LYN	-1.46	8.76e-05
LYNX1	0.754	6.05e-05
LYPD1	-0.83	0.0178
LYPD3	1.95	3.09e-06
LYPD4	0.000283	0.896
LYPD5	-0.0619	0.89
LYPD6	-0.0347	0.412
LYPD6B	-0.419	0.202
LYPLA1	-0.279	0.0459
LYPLA2	-0.319	0.0558
LYPLA2P1	-0.467	0.00183
LYPLAL1	0.327	0.0267
LYRM1	0.643	2.13e-05
LYRM2	-0.214	0.0465
LYRM4	-0.155	0.36
LYRM5	0.933	1.61e-08
LYRM7	1.01	7.92e-07
LYRM9	0.584	0.000241
LYSMD1	-0.159	0.0718
LYSMD2	0.409	0.0102
LYSMD3	0.303	0.00574
LYSMD4	0.116	0.513
LYST	-0.0411	0.762
LYVE1	3.33	7.85e-06
LYZ	0.245	0.657
LYZL4	0.000339	0.925
LYZL6	0.00259	0.563
LZIC	-0.402	0.00459
LZTFL1	0.341	0.037
LZTR1	-0.338	0.0141
LZTS1	0	1
LZTS2	0.11	0.17
LZTS3	-0.0579	0.753
M1AP	-0.00644	0.355
M6PR	-0.887	0.000529
MAATS1	0	1
MAB21L1	2.23	4.38e-06
MAB21L2	1.03	0.0224
MAB21L3	1.44	0.00271
MACC1	1.37	2.7e-05
MACF1	-0.516	4.72e-05
MACROD1	1.8	3.78e-08
MACROD2	-0.169	0.448
MAD1L1	-1.04	0.000973
MAD2L1	-1.41	4.25e-06
MAD2L1BP	-0.473	0.0043
MAD2L2	-0.804	0.00431
MADCAM1	-0.00202	0.861
MADD	0.0689	0.443
MAEA	-0.196	0.131
MAEL	0.00116	0.633
MAF	0.447	0.0319
MAF1	-0.201	0.352
MAFB	-0.0829	0.706
MAFF	0.4	0.0946
MAFG	-0.203	0.0692
MAFK	-0.0414	0.393
MAG	-0.00338	0.786
MAGEA1	0.0386	0.342
MAGEA10	-0.215	0.321
MAGEA11	-1.03	0.0738
MAGEA4	-0.714	0.153
MAGEA5	-0.0175	0.367
MAGEA8	1e-04	0.962
MAGEB1	0	1
MAGEB18	0	1
MAGEB2	-0.321	0.308
MAGEB3	0	1
MAGEB4	0	1
MAGEB6	-0.0165	0.26
MAGEC1	-0.00285	0.418
MAGEC2	0	1
MAGEC3	0	1
MAGED1	-1.22	1.28e-08
MAGED2	-0.564	0.00107
MAGEE1	0.126	0.421
MAGEE2	0.000144	0.946
MAGEF1	-0.645	0.00024
MAGEH1	0.458	0.0438
MAGEL2	-0.0911	0.326
MAGI1	0.0728	0.123
MAGI2	0.167	0.0121
MAGI3	1.04	4.05e-08
MAGIX	0.00177	0.526
MAGOH	-0.524	0.0095
MAGOHB	-0.49	0.000485
MAGT1	-0.178	0.0588
MAJIN	-0.00903	0.54
MAK	0	1
MAK16	0.182	0.308
MAL	8.29	4.15e-14
MAL2	0.924	2.08e-05
MALAT1	0.157	0.655
MALL	1.56	1.17e-06
MALSU1	0.142	0.195
MALT1	-0.481	0.00533
MAMDC2	3.63	6.71e-08
MAMDC4	-0.000863	0.724
MAML1	-0.0398	0.657
MAML2	-0.0898	0.449
MAML3	0.347	0.000361
MAMLD1	0.0252	0.799
MAMSTR	-0.0223	0.759
MAN1A1	0.14	0.732
MAN1A2	-0.104	0.26
MAN1B1	-1.03	3.77e-06
MAN1C1	2.77	1.62e-09
MAN2A1	-0.675	0.00136
MAN2A2	1.01	3.35e-08
MAN2B1	-0.206	0.328
MAN2B2	0.293	0.0422
MAN2C1	0.147	0.37
MANBA	-0.585	0.0027
MANBAL	-0.281	0.122
MANEA	-0.0797	0.379
MANEAL	0.402	0.0209
MANF	-0.0807	0.512
MANSC1	2.29	6.26e-09
MAOA	1.06	7.51e-05
MAOB	3.9	1.45e-13
MAP10	0	1
MAP1A	0.119	0.333
MAP1B	-0.136	0.606
MAP1LC3A	0.783	4.06e-06
MAP1LC3B	-0.077	0.596
MAP1LC3C	1.61	6.18e-06
MAP1S	-0.246	0.145
MAP2	0.496	0.185
MAP2K1	-0.0242	0.828
MAP2K2	-0.254	0.307
MAP2K3	0.0468	0.808
MAP2K4	0.156	0.215
MAP2K5	0.208	0.0848
MAP2K6	1.04	1e-05
MAP2K7	-0.0422	0.306
MAP3K1	0.993	1.82e-06
MAP3K10	0.00795	0.822
MAP3K11	-0.508	0.0419
MAP3K12	0.261	0.0121
MAP3K13	-0.313	0.0879
MAP3K14	0.33	0.0742
MAP3K19	0.00263	0.419
MAP3K2	-0.725	3.53e-05
MAP3K3	0.513	0.000726
MAP3K4	-0.218	0.2
MAP3K5	-0.117	0.495
MAP3K6	0.0861	0.0515
MAP3K7	-0.429	0.00254
MAP3K7CL	0.387	0.275
MAP3K8	0.922	0.000392
MAP3K9	-0.0235	0.86
MAP4	0.137	0.254
MAP4K1	0.116	0.717
MAP4K2	-0.9	0.000178
MAP4K3	0.23	0.117
MAP4K4	-0.391	0.000972
MAP4K5	-0.389	0.0102
MAP6	0	1
MAP6D1	-0.166	0.178
MAP7	0.366	0.0779
MAP7D1	-0.898	0.00071
MAP7D2	-0.213	0.0825
MAP7D3	-0.465	0.00305
MAP9	-0.00182	0.983
MAPK1	-0.176	0.103
MAPK10	-0.0235	0.878
MAPK11	-0.0636	0.0918
MAPK12	0.151	0.621
MAPK13	1.04	0.00139
MAPK14	-0.0683	0.715
POMGNT2	0.00345	0.483
MAPK1IP1L	-0.247	0.0151
MAPK3	0.482	0.00267
MAPK4	-0.00977	0.262
MAPK6	-0.333	0.0603
MAPK7	-0.0468	0.842
MAPK8	-0.335	0.083
MAPK8IP1	0.0138	0.689
MAPK8IP2	-0.0484	0.291
MAPK8IP3	-0.0668	0.106
MAPK9	-0.101	0.382
MAPKAP1	-0.667	2.04e-05
MAPKAPK2	-0.658	0.000931
MAPKAPK3	0.923	0.000114
MAPKAPK5	-0.309	0.0293
MAPKBP1	-0.0238	0.3
MAPRE1	-0.757	5.89e-07
MAPRE2	0.178	0.214
MAPRE3	0.00424	0.862
MAPT	0.526	3.26e-05
MAPT-AS1	0	1
MARC1	0.829	0.00124
MARC2	1.22	5e-06
MARCH10	0	1
MARCH11	0.0286	0.223
MARCH2	0.474	0.139
MARCH3	0.913	0.0221
MARCH4	-0.0115	0.202
MARCH5	0.155	0.262
MARCH6	-0.315	0.0197
MARCH7	0.13	0.269
MARCH8	-0.149	0.219
MARCH9	0.0752	0.444
MARCKS	-0.726	5.5e-05
MARCKSL1	-1.66	1.65e-05
MARCO	0.168	0.69
MARK1	-0.795	0.00715
MARK2	-0.0122	0.923
MARK3	-0.701	8.06e-07
MARK4	-0.264	0.0765
MARS	-0.479	0.000905
MARS2	0.398	0.138
MARVELD1	-1.19	1.67e-07
MARVELD2	0.24	0.276
MARVELD3	-0.248	0.00289
MAS1	0	1
MAS1L	0	1
MASP1	0.0511	0.193
MASP2	0.000504	0.818
MAST1	0	1
MAST2	-0.00368	0.978
MAST3	0.172	0.471
MAST4	1.06	5.23e-06
MASTL	-1.39	5.1e-07
MAT1A	-0.0189	0.312
MAT2A	0.0938	0.812
MAT2B	0.135	0.234
MATK	-0.0358	0.775
MATN1	-0.0287	0.182
MATN2	1.42	0.000709
MATN3	-1.37	4.84e-05
MATN4	0.0396	0.124
MATR3	0.132	0.148
MAU2	0.168	0.0166
MAX	0.285	0.008
MAZ	-0.649	0.000373
MB	3.62	0.00167
MB21D1	-2.63	4.87e-13
MB21D2	-1.01	1.37e-05
MBD1	-0.0648	0.646
MBD2	0.0114	0.338
MBD3	-0.124	0.446
MBD3L1	-0.00064	0.773
MBD4	-0.491	6.79e-05
MBD5	0.576	0.00885
MBD6	-0.336	0.00822
MBIP	-0.172	0.372
MBL1P	0.00702	0.149
MBL2	0	1
MBLAC1	0.0276	0.729
MBLAC2	0.76	2.33e-06
MBNL1	0.0974	0.42
MBNL1-AS1	1.29	4.42e-05
MBNL2	-0.123	0.592
MBNL3	0.0905	0.123
MBOAT1	0.345	0.185
MBOAT2	0.0102	0.965
MBOAT7	-0.639	4.23e-05
MBP	0.222	0.0202
MBTD1	0.0864	0.559
MBTPS1	-0.26	0.0339
MBTPS2	-0.403	0.00159
MC1R	-0.0531	0.344
MC2R	0	1
MC3R	0.0151	0.335
MC4R	0	1
MC5R	0	1
MCAM	-0.251	0.212
MCAT	-0.0726	0.715
MCC	-0.0793	0.644
MCCC1	0.522	0.00484
MCCC2	-0.505	0.0122
MCEE	1.04	3.64e-06
MCEMP1	-0.291	0.486
MCF2	-0.154	0.265
MCF2L	0	1
MCF2L2	-0.00623	0.309
MCFD2	0.0425	0.763
MCHR1	0	1
