ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8395_at	2.08e-01	9.43e-02	1.71	-5.36721	4.48e-01	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
6665_at	2.08e-01	9.44e-02	-1.71	-5.36781	-4.54e-01	SOX15	SRY-box 15
302_at	2.08e-01	9.44e-02	-1.71	-5.36806	-1.34e-01	ANXA2	annexin A2
153129_at	2.08e-01	9.44e-02	-1.71	-5.36816	-2.38e-01	SLC38A9	solute carrier family 38 member 9
133308_at	2.08e-01	9.44e-02	1.71	-5.36827	1.04e-01	SLC9B2	solute carrier family 9 member B2
162979_at	2.08e-01	9.45e-02	1.71	-5.36869	2.71e-01	ZNF296	zinc finger protein 296
51527_at	2.09e-01	9.46e-02	1.71	-5.36928	2.43e-01	GSKIP	GSK3B interacting protein
10279_at	2.09e-01	9.46e-02	1.71	-5.36934	3.27e-01	PRSS16	protease, serine 16
23764_at	2.09e-01	9.46e-02	1.71	-5.36942	4.00e-01	MAFF	MAF bZIP transcription factor F
6546_at	2.09e-01	9.46e-02	-1.71	-5.36958	-2.42e-02	SLC8A1	solute carrier family 8 member A1
5887_at	2.09e-01	9.46e-02	-1.71	-5.36982	-2.00e-01	RAD23B	RAD23 homolog B, nucleotide excision repair protein
80092_at	2.09e-01	9.46e-02	-1.71	-5.36984	-3.02e-01		
389119_at	2.09e-01	9.46e-02	1.71	-5.36987	3.14e-01	FAM212A	family with sequence similarity 212 member A
79863_at	2.09e-01	9.47e-02	1.71	-5.3709	2.10e-01	RBFA	ribosome binding factor A (putative)
57820_at	2.09e-01	9.48e-02	1.71	-5.37125	3.05e-01	CCNB1IP1	cyclin B1 interacting protein 1
84307_at	2.09e-01	9.48e-02	1.71	-5.37166	9.40e-02	ZNF397	zinc finger protein 397
151871_at	2.09e-01	9.49e-02	-1.71	-5.37205	-5.01e-01	DPPA2	developmental pluripotency associated 2
63925_at	2.09e-01	9.49e-02	-1.71	-5.37208	-1.42e-01	ZNF335	zinc finger protein 335
7182_at	2.09e-01	9.49e-02	1.71	-5.3724	1.86e-01	NR2C2	nuclear receptor subfamily 2 group C member 2
153218_at	2.09e-01	9.50e-02	1.71	-5.37265	3.41e-01	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)
55892_at	2.09e-01	9.50e-02	-1.71	-5.37285	-1.97e-01	MYNN	myoneurin
1316_at	2.09e-01	9.50e-02	1.71	-5.37288	4.60e-01	KLF6	Kruppel like factor 6
23530_at	2.09e-01	9.50e-02	1.71	-5.37297	4.42e-01	NNT	nicotinamide nucleotide transhydrogenase
162515_at	2.09e-01	9.50e-02	1.71	-5.37299	2.73e-02	SLC16A11	solute carrier family 16 member 11
2517_at	2.09e-01	9.50e-02	1.71	-5.37307	5.19e-01	FUCA1	fucosidase, alpha-L- 1, tissue
30061_at	2.09e-01	9.51e-02	1.70	-5.37382	5.10e-01	SLC40A1	solute carrier family 40 member 1
5611_at	2.10e-01	9.52e-02	-1.70	-5.3752	-3.39e-01	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
196410_at	2.10e-01	9.53e-02	-1.70	-5.37539	-1.30e-01	METTL7B	methyltransferase like 7B
94056_at	2.10e-01	9.55e-02	-1.70	-5.37697	-2.36e-01	SYAP1	synapse associated protein 1
79065_at	2.10e-01	9.55e-02	-1.70	-5.37743	-2.80e-01	ATG9A	autophagy related 9A
599_at	2.10e-01	9.55e-02	1.70	-5.37775	2.29e-01	BCL2L2	BCL2 like 2
10432_at	2.10e-01	9.56e-02	-1.70	-5.3779	-1.96e-01	RBM14	RNA binding motif protein 14
112840_at	2.10e-01	9.56e-02	-1.70	-5.37806	-2.90e-01	WDR89	WD repeat domain 89
51728_at	2.10e-01	9.56e-02	-1.70	-5.37816	-2.98e-01	POLR3K	RNA polymerase III subunit K
9802_at	2.10e-01	9.56e-02	-1.70	-5.37831	-1.58e-01	DAZAP2	DAZ associated protein 2
26575_at	2.10e-01	9.56e-02	-1.70	-5.37836	-6.18e-01	RGS17	regulator of G-protein signaling 17
8854_at	2.10e-01	9.57e-02	1.70	-5.37925	1.13e-01	ALDH1A2	aldehyde dehydrogenase 1 family member A2
115209_at	2.10e-01	9.58e-02	1.70	-5.37955	3.48e-01	OMA1	OMA1 zinc metallopeptidase
5096_at	2.10e-01	9.58e-02	-1.70	-5.37956	-3.26e-01	PCCB	propionyl-CoA carboxylase beta subunit
114885_at	2.10e-01	9.58e-02	-1.70	-5.37984	-2.46e-01	OSBPL11	oxysterol binding protein like 11
2958_at	2.10e-01	9.58e-02	1.70	-5.37996	1.94e-01	GTF2A2	general transcription factor IIA subunit 2
84733_at	2.10e-01	9.58e-02	-1.70	-5.38012	-6.08e-02	CBX2	chromobox 2
51513_at	2.10e-01	9.59e-02	-1.70	-5.38035	-4.47e-01	ETV7	ETS variant 7
1535_at	2.11e-01	9.60e-02	-1.70	-5.38158	-7.25e-01	CYBA	cytochrome b-245 alpha chain
146310_at	2.11e-01	9.60e-02	-1.70	-5.38187	-4.65e-02	RNF151	ring finger protein 151
2965_at	2.11e-01	9.61e-02	-1.70	-5.38224	-1.79e-01	GTF2H1	general transcription factor IIH subunit 1
10554_at	2.11e-01	9.62e-02	-1.70	-5.38297	-3.19e-01	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
100130389_at	2.11e-01	9.63e-02	1.70	-5.38425	1.71e-01		
3187_at	2.12e-01	9.65e-02	-1.70	-5.38544	-3.36e-01	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
23443_at	2.12e-01	9.65e-02	1.70	-5.38562	3.42e-01	SLC35A3	solute carrier family 35 member A3
389337_at	2.12e-01	9.65e-02	1.70	-5.38571	2.70e-01	ARHGEF37	Rho guanine nucleotide exchange factor 37
8237_at	2.12e-01	9.65e-02	-1.70	-5.38577	-3.78e-01	USP11	ubiquitin specific peptidase 11
5229_at	2.12e-01	9.65e-02	-1.70	-5.3862	-4.95e-01	PGGT1B	protein geranylgeranyltransferase type I subunit beta
5147_at	2.12e-01	9.66e-02	-1.70	-5.38646	-2.69e-01	PDE6D	phosphodiesterase 6D
200407_at	2.12e-01	9.67e-02	-1.70	-5.38739	-2.45e-01	CREG2	cellular repressor of E1A stimulated genes 2
163589_at	2.13e-01	9.70e-02	-1.69	-5.3898	-3.32e-01	TDRD5	tudor domain containing 5
55037_at	2.13e-01	9.70e-02	1.69	-5.39011	2.49e-01	PTCD3	pentatricopeptide repeat domain 3
84734_at	2.13e-01	9.70e-02	-1.69	-5.39021	-2.39e-01	FAM167B	family with sequence similarity 167 member B
100128663_at	2.13e-01	9.70e-02	1.69	-5.39023	2.43e-02		
23168_at	2.13e-01	9.70e-02	1.69	-5.39037	8.98e-02	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component
92737_at	2.13e-01	9.71e-02	-1.69	-5.39107	-9.10e-01	DNER	delta/notch like EGF repeat containing
171586_at	2.13e-01	9.73e-02	-1.69	-5.39233	-2.44e-01	ABHD3	abhydrolase domain containing 3
472_at	2.13e-01	9.73e-02	-1.69	-5.39285	-4.03e-01	ATM	ATM serine/threonine kinase
5027_at	2.13e-01	9.74e-02	1.69	-5.39306	2.07e-01	P2RX7	purinergic receptor P2X 7
55088_at	2.13e-01	9.74e-02	1.69	-5.3931	3.50e-01	CCDC186	coiled-coil domain containing 186
116113_at	2.13e-01	9.74e-02	-1.69	-5.39316	-1.34e-01	FOXP4	forkhead box P4
27352_at	2.13e-01	9.74e-02	1.69	-5.3937	1.75e-01	SGSM3	small G protein signaling modulator 3
2152_at	2.13e-01	9.75e-02	-1.69	-5.39422	-6.00e-01	F3	coagulation factor III, tissue factor
51451_at	2.13e-01	9.75e-02	-1.69	-5.39467	-1.73e-01	LCMT1	leucine carboxyl methyltransferase 1
2843_at	2.14e-01	9.76e-02	1.69	-5.39484	2.35e-02	GPR20	G protein-coupled receptor 20
85280_at	2.14e-01	9.76e-02	1.69	-5.39495	3.11e-01	KRTAP9-4	keratin associated protein 9-4
6569_at	2.14e-01	9.76e-02	1.69	-5.39521	1.85e-02	SLC34A1	solute carrier family 34 member 1
55520_at	2.14e-01	9.76e-02	1.69	-5.39525	1.92e-01	ELAC1	elaC ribonuclease Z 1
128486_at	2.14e-01	9.76e-02	-1.69	-5.39527	-5.14e-02	FITM2	fat storage inducing transmembrane protein 2
6942_at	2.14e-01	9.76e-02	-1.69	-5.39537	-2.45e-01	TCF20	transcription factor 20
79009_at	2.14e-01	9.77e-02	1.69	-5.39619	1.88e-01	DDX50	DEAD-box helicase 50
1655_at	2.14e-01	9.78e-02	1.69	-5.39641	1.63e-01	DDX5	DEAD-box helicase 5
23587_at	2.14e-01	9.78e-02	-1.69	-5.39656	-3.67e-01	ELP5	elongator acetyltransferase complex subunit 5
54933_at	2.14e-01	9.78e-02	1.69	-5.39717	5.17e-01	RHBDL2	rhomboid like 2
9993_at	2.14e-01	9.79e-02	-1.69	-5.39748	-1.76e-01	DGCR2	DiGeorge syndrome critical region gene 2
64207_at	2.14e-01	9.79e-02	-1.69	-5.39781	-1.84e-01	IRF2BPL	interferon regulatory factor 2 binding protein like
285973_at	2.14e-01	9.81e-02	1.69	-5.39934	6.61e-01	ATG9B	autophagy related 9B
23630_at	2.15e-01	9.83e-02	-1.69	-5.40064	-4.47e-02	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5
6341_at	2.15e-01	9.83e-02	-1.69	-5.40128	-2.27e-01	SCO1	SCO1 cytochrome c oxidase assembly protein
6935_at	2.15e-01	9.84e-02	1.69	-5.40192	4.95e-01	ZEB1	zinc finger E-box binding homeobox 1
1071_at	2.15e-01	9.84e-02	-1.69	-5.40193	-2.31e-02	CETP	cholesteryl ester transfer protein
55100_at	2.15e-01	9.85e-02	-1.69	-5.40254	-3.06e-01	WDR70	WD repeat domain 70
3952_at	2.15e-01	9.85e-02	1.69	-5.40259	3.24e-01	LEP	leptin
60496_at	2.15e-01	9.86e-02	1.69	-5.40312	1.73e-01	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
6045_at	2.15e-01	9.86e-02	-1.69	-5.40317	-3.23e-01	RNF2	ring finger protein 2
56905_at	2.15e-01	9.86e-02	-1.69	-5.40348	-2.48e-01	C15orf39	chromosome 15 open reading frame 39
51249_at	2.15e-01	9.87e-02	-1.69	-5.40437	-2.11e-01	TMEM69	transmembrane protein 69
137735_at	2.16e-01	9.88e-02	1.69	-5.40502	5.75e-01	ABRA	actin binding Rho activating protein
196792_at	2.16e-01	9.89e-02	-1.68	-5.40592	-3.73e-01	FAM24B	family with sequence similarity 24 member B
22794_at	2.16e-01	9.91e-02	1.68	-5.40749	1.71e-01	CASC3	cancer susceptibility candidate 3
9093_at	2.16e-01	9.92e-02	-1.68	-5.40797	-2.28e-01	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3
79132_at	2.16e-01	9.92e-02	-1.68	-5.40801	-2.61e-01	DHX58	DEXH-box helicase 58
51531_at	2.16e-01	9.92e-02	-1.68	-5.40833	-2.24e-01	TRMO	tRNA methyltransferase O
23283_at	2.16e-01	9.92e-02	1.68	-5.40851	2.56e-01	CSTF2T	cleavage stimulation factor subunit 2, tau variant
80728_at	2.17e-01	9.93e-02	-1.68	-5.40923	-1.53e-01	ARHGAP39	Rho GTPase activating protein 39
27075_at	2.17e-01	9.94e-02	-1.68	-5.40986	-4.45e-01	TSPAN13	tetraspanin 13
11105_at	2.17e-01	9.94e-02	1.68	-5.41002	1.62e-01	PRDM7	PR/SET domain 7
3224_at	2.17e-01	9.95e-02	-1.68	-5.41072	-1.06e-01	HOXC8	homeobox C8
25973_at	2.17e-01	9.95e-02	-1.68	-5.41097	-2.70e-01	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)
79990_at	2.17e-01	9.95e-02	1.68	-5.41116	5.60e-02	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
84905_at	2.17e-01	9.95e-02	-1.68	-5.41118	-1.04e-01	ZNF341	zinc finger protein 341
5203_at	2.17e-01	9.96e-02	-1.68	-5.41141	-2.37e-01	PFDN4	prefoldin subunit 4
57148_at	2.17e-01	9.96e-02	-1.68	-5.41165	-3.16e-01	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
5003_at	2.17e-01	9.97e-02	-1.68	-5.41217	-2.47e-01	SLC22A18AS	solute carrier family 22 member 18 antisense
10655_at	2.17e-01	9.97e-02	-1.68	-5.41222	-5.03e-01	DMRT2	doublesex and mab-3 related transcription factor 2
54878_at	2.17e-01	9.98e-02	1.68	-5.41304	2.21e-01	DPP8	dipeptidyl peptidase 8
6522_at	2.17e-01	9.98e-02	-1.68	-5.41337	-3.11e-01	SLC4A2	solute carrier family 4 member 2
57673_at	2.18e-01	9.99e-02	-1.68	-5.41429	-3.86e-01	BEND3	BEN domain containing 3
59285_at	2.18e-01	1.00e-01	1.68	-5.41539	6.09e-02	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
51317_at	2.18e-01	1.00e-01	-1.68	-5.41549	-1.74e-01	PHF21A	PHD finger protein 21A
6813_at	2.18e-01	1.00e-01	-1.68	-5.41558	-4.49e-01	STXBP2	syntaxin binding protein 2
7013_at	2.18e-01	1.00e-01	-1.68	-5.41628	-1.71e-01	TERF1	telomeric repeat binding factor 1
2037_at	2.18e-01	1.00e-01	1.68	-5.41634	3.44e-01	EPB41L2	erythrocyte membrane protein band 4.1 like 2
55366_at	2.18e-01	1.00e-01	1.68	-5.41691	2.94e-01	LGR4	leucine rich repeat containing G protein-coupled receptor 4
23170_at	2.18e-01	1.00e-01	1.68	-5.41698	3.42e-01	TTLL12	tubulin tyrosine ligase like 12
64222_at	2.18e-01	1.00e-01	-1.68	-5.41714	-3.55e-01	TOR3A	torsin family 3 member A
170384_at	2.18e-01	1.00e-01	-1.68	-5.41782	-5.00e-01	FUT11	fucosyltransferase 11
8332_at	2.18e-01	1.00e-01	-1.68	-5.41821	-1.10e-01	HIST1H2AL	histone cluster 1, H2al
124637_at	2.18e-01	1.00e-01	1.68	-5.41823	2.99e-01	CYB5D1	cytochrome b5 domain containing 1
24_at	2.18e-01	1.00e-01	-1.68	-5.41867	-1.25e-01	ABCA4	ATP binding cassette subfamily A member 4
117581_at	2.19e-01	1.01e-01	1.68	-5.41964	6.38e-01	TWIST2	twist family bHLH transcription factor 2
924_at	2.19e-01	1.01e-01	-1.68	-5.41998	-4.83e-01	CD7	CD7 molecule
10285_at	2.19e-01	1.01e-01	-1.68	-5.42022	-1.83e-01	SMNDC1	survival motor neuron domain containing 1
816_at	2.19e-01	1.01e-01	1.68	-5.42035	3.01e-01	CAMK2B	calcium/calmodulin dependent protein kinase II beta
22818_at	2.19e-01	1.01e-01	-1.68	-5.42061	-2.12e-01	COPZ1	coatomer protein complex subunit zeta 1
2811_at	2.19e-01	1.01e-01	-1.67	-5.42132	-4.27e-02	GP1BA	glycoprotein Ib platelet alpha subunit
113277_at	2.19e-01	1.01e-01	-1.67	-5.42175	-3.53e-01	TMEM106A	transmembrane protein 106A
22944_at	2.19e-01	1.01e-01	1.67	-5.42318	1.77e-01	KIN	Kin17 DNA and RNA binding protein
54903_at	2.19e-01	1.01e-01	-1.67	-5.42323	-4.41e-02	MKS1	Meckel syndrome, type 1
6789_at	2.19e-01	1.01e-01	-1.67	-5.42324	-2.08e-01	STK4	serine/threonine kinase 4
23270_at	2.20e-01	1.01e-01	1.67	-5.42482	2.18e-01	TSPYL4	TSPY like 4
57863_at	2.20e-01	1.01e-01	1.67	-5.4257	6.69e-02	CADM3	cell adhesion molecule 3
81539_at	2.20e-01	1.01e-01	-1.67	-5.42603	-2.69e-01	SLC38A1	solute carrier family 38 member 1
2242_at	2.20e-01	1.01e-01	1.67	-5.4262	2.05e-01	FES	FES proto-oncogene, tyrosine kinase
10813_at	2.20e-01	1.01e-01	-1.67	-5.42634	-2.29e-01	UTP14A	UTP14A small subunit processome component
89869_at	2.20e-01	1.01e-01	-1.67	-5.42664	-4.46e-02	PLCZ1	phospholipase C zeta 1
3267_at	2.20e-01	1.02e-01	-1.67	-5.4276	-3.00e-01	AGFG1	ArfGAP with FG repeats 1
390595_at	2.21e-01	1.02e-01	1.67	-5.42857	2.16e-01	UBAP1L	ubiquitin associated protein 1 like
1026_at	2.21e-01	1.02e-01	-1.67	-5.42869	-4.12e-01	CDKN1A	cyclin dependent kinase inhibitor 1A
645984_at	2.21e-01	1.02e-01	1.67	-5.42913	2.59e-02	LOC645984	uncharacterized LOC645984
79684_at	2.21e-01	1.02e-01	1.67	-5.42943	3.67e-01	MSANTD2	Myb/SANT DNA binding domain containing 2
1012_at	2.21e-01	1.02e-01	-1.67	-5.43005	-5.34e-01	CDH13	cadherin 13
5877_at	2.21e-01	1.02e-01	-1.67	-5.43052	-2.37e-01	RABIF	RAB interacting factor
51244_at	2.21e-01	1.02e-01	1.67	-5.43146	9.12e-02	CCDC174	coiled-coil domain containing 174
7008_at	2.21e-01	1.02e-01	1.67	-5.43182	2.23e-01	TEF	TEF, PAR bZIP transcription factor
5636_at	2.21e-01	1.02e-01	-1.67	-5.43185	-3.04e-01	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
2864_at	2.21e-01	1.02e-01	-1.67	-5.43244	-1.99e-02	FFAR1	free fatty acid receptor 1
134957_at	2.22e-01	1.02e-01	1.67	-5.43355	2.86e-01	STXBP5	syntaxin binding protein 5
84984_at	2.22e-01	1.02e-01	-1.67	-5.43429	-5.92e-01	CEP19	centrosomal protein 19
26973_at	2.22e-01	1.02e-01	-1.67	-5.4345	-3.24e-01	CHORDC1	cysteine and histidine rich domain containing 1
9637_at	2.22e-01	1.02e-01	1.67	-5.4348	1.29e-01	FEZ2	fasciculation and elongation protein zeta 2
200315_at	2.22e-01	1.03e-01	-1.67	-5.43502	-1.48	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
27069_at	2.22e-01	1.03e-01	1.67	-5.43548	1.63e-01	GHITM	growth hormone inducible transmembrane protein
157983_at	2.22e-01	1.03e-01	1.67	-5.43586	3.83e-02	C9orf66	chromosome 9 open reading frame 66
55686_at	2.22e-01	1.03e-01	1.67	-5.43601	4.13e-01	MREG	melanoregulin
23042_at	2.22e-01	1.03e-01	-1.67	-5.43672	-1.73e-01	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
343641_at	2.22e-01	1.03e-01	1.67	-5.43694	2.03e-02	TGM6	transglutaminase 6
763_at	2.22e-01	1.03e-01	-1.66	-5.43718	-6.45e-02	CA5A	carbonic anhydrase 5A
5192_at	2.22e-01	1.03e-01	-1.66	-5.43729	-2.78e-01	PEX10	peroxisomal biogenesis factor 10
55851_at	2.22e-01	1.03e-01	-1.66	-5.43749	-5.23e-01	PSENEN	presenilin enhancer gamma-secretase subunit
83475_at	2.23e-01	1.03e-01	-1.66	-5.43811	-2.53e-01	DOHH	deoxyhypusine hydroxylase/monooxygenase
1455_at	2.23e-01	1.03e-01	-1.66	-5.43812	-1.50e-01	CSNK1G2	casein kinase 1 gamma 2
100131914_at	2.23e-01	1.03e-01	1.66	-5.43897	5.42e-01		
65059_at	2.23e-01	1.03e-01	1.66	-5.43926	2.82e-01	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
116441_at	2.23e-01	1.03e-01	1.66	-5.43939	5.29e-01	TM4SF18	transmembrane 4 L six family member 18
9898_at	2.23e-01	1.03e-01	-1.66	-5.43946	-1.71e-01	UBAP2L	ubiquitin associated protein 2 like
257_at	2.23e-01	1.03e-01	1.66	-5.43969	3.91e-02	ALX3	ALX homeobox 3
79441_at	2.23e-01	1.03e-01	-1.66	-5.43985	-2.32e-01	HAUS3	HAUS augmin like complex subunit 3
8161_at	2.23e-01	1.03e-01	-1.66	-5.43988	-2.04e-01	COIL	coilin
54936_at	2.23e-01	1.03e-01	-1.66	-5.44022	-2.22e-01	ADPRHL2	ADP-ribosylhydrolase like 2
5594_at	2.23e-01	1.03e-01	-1.66	-5.44136	-1.76e-01	MAPK1	mitogen-activated protein kinase 1
29959_at	2.23e-01	1.03e-01	-1.66	-5.44157	-3.74e-01	NRBP1	nuclear receptor binding protein 1
60672_at	2.23e-01	1.03e-01	-1.66	-5.44168	-2.68e-01	MIIP	migration and invasion inhibitory protein
203069_at	2.24e-01	1.04e-01	1.66	-5.44312	2.65e-01	R3HCC1	R3H domain and coiled-coil containing 1
6692_at	2.24e-01	1.04e-01	1.66	-5.44313	4.54e-01	SPINT1	serine peptidase inhibitor, Kunitz type 1
81832_at	2.24e-01	1.04e-01	-1.66	-5.44354	-1.77e-01	NETO1	neuropilin and tolloid like 1
55090_at	2.24e-01	1.04e-01	-1.66	-5.44389	-4.44e-01	MED9	mediator complex subunit 9
8439_at	2.24e-01	1.04e-01	-1.66	-5.44407	-2.54e-01	NSMAF	neutral sphingomyelinase activation associated factor
100128325_at	2.24e-01	1.04e-01	-1.66	-5.44467	-7.20e-02	LOC100128325	uncharacterized LOC100128325
64084_at	2.24e-01	1.04e-01	-1.66	-5.44521	-4.35e-01	CLSTN2	calsyntenin 2
57182_at	2.24e-01	1.04e-01	-1.66	-5.44597	-2.34e-01	ANKRD50	ankyrin repeat domain 50
23379_at	2.24e-01	1.04e-01	-1.66	-5.44599	-2.32e-01	ICE1	interactor of little elongation complex ELL subunit 1
203245_at	2.25e-01	1.04e-01	-1.66	-5.4478	-1.84e-01	NAIF1	nuclear apoptosis inducing factor 1
23366_at	2.25e-01	1.04e-01	-1.66	-5.44811	-6.62e-01	KIAA0895	KIAA0895
2072_at	2.25e-01	1.04e-01	-1.66	-5.44828	-1.07e-01	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
9909_at	2.25e-01	1.04e-01	1.66	-5.44832	2.97e-01	DENND4B	DENN domain containing 4B
79805_at	2.25e-01	1.04e-01	-1.66	-5.44839	-3.73e-01	VASH2	vasohibin 2
84992_at	2.25e-01	1.04e-01	1.66	-5.44848	2.26e-01	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y
138050_at	2.25e-01	1.04e-01	1.66	-5.4491	2.13e-01	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
133690_at	2.25e-01	1.04e-01	1.66	-5.44938	2.28e-02	CAPSL	calcyphosine like
54439_at	2.25e-01	1.04e-01	1.66	-5.44945	1.88e-01	RBM27	RNA binding motif protein 27
89887_at	2.25e-01	1.04e-01	-1.66	-5.44953	-1.55e-01	ZNF628	zinc finger protein 628
51014_at	2.25e-01	1.04e-01	-1.66	-5.44976	-1.93e-01	TMED7	transmembrane p24 trafficking protein 7
201514_at	2.25e-01	1.04e-01	1.66	-5.44991	2.41e-01	ZNF584	zinc finger protein 584
256536_at	2.25e-01	1.04e-01	-1.66	-5.45022	-2.43e-01	TCERG1L	transcription elongation regulator 1 like
51742_at	2.25e-01	1.04e-01	1.66	-5.45025	1.10e-01	ARID4B	AT-rich interaction domain 4B
4705_at	2.25e-01	1.04e-01	1.66	-5.45027	1.87e-01	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
65999_at	2.25e-01	1.05e-01	-1.66	-5.45062	-2.44e-01	LRRC61	leucine rich repeat containing 61
10105_at	2.25e-01	1.05e-01	-1.66	-5.45067	-5.66e-01	PPIF	peptidylprolyl isomerase F
23787_at	2.25e-01	1.05e-01	-1.66	-5.45107	-1.26e-01	MTCH1	mitochondrial carrier 1
57189_at	2.25e-01	1.05e-01	1.66	-5.45136	3.61e-01	KIAA1147	KIAA1147
602_at	2.25e-01	1.05e-01	1.66	-5.45138	3.83e-01	BCL3	B-cell CLL/lymphoma 3
84034_at	2.25e-01	1.05e-01	-1.66	-5.45155	-3.74e-01	EMILIN2	elastin microfibril interfacer 2
54991_at	2.25e-01	1.05e-01	-1.66	-5.45193	-2.63e-01	C1orf159	chromosome 1 open reading frame 159
1785_at	2.25e-01	1.05e-01	-1.66	-5.45217	-2.75e-01	DNM2	dynamin 2
163778_at	2.25e-01	1.05e-01	-1.66	-5.45229	-6.96e-01	SPRR4	small proline rich protein 4
54908_at	2.26e-01	1.05e-01	-1.65	-5.4542	-4.82e-01	SPDL1	spindle apparatus coiled-coil protein 1
1106_at	2.26e-01	1.05e-01	1.65	-5.45447	2.09e-01	CHD2	chromodomain helicase DNA binding protein 2
80323_at	2.26e-01	1.05e-01	-1.65	-5.45449	-4.46e-01	CCDC68	coiled-coil domain containing 68
339665_at	2.26e-01	1.05e-01	-1.65	-5.45502	-3.47e-01	SLC35E4	solute carrier family 35 member E4
3310_at	2.26e-01	1.05e-01	-1.65	-5.45527	-7.11e-01	HSPA6	heat shock protein family A (Hsp70) member 6
5244_at	2.26e-01	1.05e-01	1.65	-5.4567	3.27e-01	ABCB4	ATP binding cassette subfamily B member 4
3381_at	2.26e-01	1.05e-01	-1.65	-5.45733	-1.70e-01	IBSP	integrin binding sialoprotein
10882_at	2.26e-01	1.05e-01	-1.65	-5.45748	-1.06e-01	C1QL1	complement C1q like 1
204962_at	2.27e-01	1.05e-01	-1.65	-5.45791	-3.83e-01	SLC44A5	solute carrier family 44 member 5
23162_at	2.27e-01	1.06e-01	-1.65	-5.45868	-6.68e-02	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
56944_at	2.27e-01	1.06e-01	1.65	-5.45909	6.55e-01	OLFML3	olfactomedin like 3
389336_at	2.27e-01	1.06e-01	-1.65	-5.45924	-8.31e-01	C5orf46	chromosome 5 open reading frame 46
832_at	2.27e-01	1.06e-01	-1.65	-5.45934	-1.90e-01	CAPZB	capping actin protein of muscle Z-line beta subunit
4338_at	2.27e-01	1.06e-01	1.65	-5.45944	2.52e-01	MOCS2	molybdenum cofactor synthesis 2
220323_at	2.27e-01	1.06e-01	-1.65	-5.45968	-4.78e-01	OAF	out at first homolog
7700_at	2.27e-01	1.06e-01	1.65	-5.45995	2.81e-01	ZNF141	zinc finger protein 141
5991_at	2.27e-01	1.06e-01	-1.65	-5.46023	-3.38e-02	RFX3	regulatory factor X3
360023_at	2.27e-01	1.06e-01	-1.65	-5.46034	-2.40e-01	ZBTB41	zinc finger and BTB domain containing 41
23562_at	2.27e-01	1.06e-01	-1.65	-5.46049	-9.53e-02	CLDN14	claudin 14
9807_at	2.27e-01	1.06e-01	1.65	-5.46059	1.64e-01	IP6K1	inositol hexakisphosphate kinase 1
4833_at	2.27e-01	1.06e-01	-1.65	-5.46077	-3.20e-01	NME4	NME/NM23 nucleoside diphosphate kinase 4
9310_at	2.27e-01	1.06e-01	1.65	-5.46144	8.70e-02	ZNF235	zinc finger protein 235
339559_at	2.27e-01	1.06e-01	-1.65	-5.46207	-3.79e-01	ZFP69	ZFP69 zinc finger protein
342945_at	2.28e-01	1.06e-01	1.65	-5.46289	7.70e-02	ZSCAN22	zinc finger and SCAN domain containing 22
11156_at	2.28e-01	1.06e-01	1.65	-5.46296	7.26e-01	PTP4A3	protein tyrosine phosphatase type IVA, member 3
10329_at	2.28e-01	1.06e-01	-1.65	-5.4635	-1.99e-01	TMEM5	transmembrane protein 5
87769_at	2.28e-01	1.06e-01	1.65	-5.46411	2.64e-01	GGACT	gamma-glutamylamine cyclotransferase
54973_at	2.28e-01	1.06e-01	-1.65	-5.46466	-1.87e-01	CPSF3L	cleavage and polyadenylation specific factor 3-like
114908_at	2.28e-01	1.06e-01	-1.65	-5.46476	-3.38e-01	TMEM123	transmembrane protein 123
152195_at	2.28e-01	1.06e-01	-1.65	-5.46533	-2.01e-02	NUDT16P1	nudix hydrolase 16 pseudogene 1
132430_at	2.28e-01	1.06e-01	1.65	-5.46562	4.63e-01	PABPC4L	poly(A) binding protein cytoplasmic 4 like
