Updated.gene.symbol	logFC	P.Value
SLC22A24	0.36215227	0.0862
SLC22A3	0.72563918	0.0242
SLC22A4	-0.62745356	0.0585
SLC22A5	0.62862369	3.92e-06
SLC22A6	0.50104679	0.00207
SLC23A2	-0.09951905	0.548
SLC24A1	0.54359536	0.083
SLC24A5	0.75960067	0.0243
SLC25A1	-0.49444246	0.0298
SLC25A11	0.86819988	4.49e-08
SLC25A12	1.02973984	7.09e-05
SLC25A13	-0.98554858	0.000134
SLC25A14	-0.63173065	0.0213
SLC25A16	-0.67979447	0.0029
SLC25A17	-0.83129006	0.00381
SLC25A20	1.49823478	1.7e-08
SLC25A24	-0.00278147	0.991
SLC25A26	0.83806138	0.000976
SLC25A3	0.40393308	0.0213
SLC25A36	0.22119362	0.2
SLC25A4	3.23189337	5.49e-12
SLC25A40	-0.14330544	0.642
SLC25A42	0.56408634	0.0412
SLC25A44	-0.06974641	0.516
SLC25A46	0.10242065	0.671
SLC25A5	-1.3666077	1.1e-06
SLC25A6	-0.19179869	0.24
SLC26A10	0.0553482	0.81
SLC26A2	0.25452156	0.306
SLC26A3	0.71460664	0.0826
SLC26A4	0.69728862	0.0344
SLC27A2	0.50622183	0.131
SLC28A1	0.42254836	0.0191
SLC28A2	0.81024842	0.012
SLC29A1	0.6617158	3.04e-06
SLC29A2	1.64032221	2.37e-10
SLC2A1	-0.33046273	0.0862
SLC2A2	0.47479119	0.143
SLC2A3	0.34154722	0.217
SLC2A4	1.93922086	1.12e-08
SLC2A5	1.36298376	0.000119
SLC30A1	-0.7430808	4.69e-05
SLC30A3	0.84231134	0.000179
SLC30A4	0.6421168	0.0905
SLC30A9	0.32809751	0.00947
SLC31A1	-0.61224776	0.0016
SLC31A2	-0.47222767	0.0777
SLC33A1	-0.15111349	0.328
SLC34A1	0.50650077	0.0812
SLC35A1	0.39809359	0.0018
SLC35A2	1.07209818	0.000111
SLC35A3	0.12593147	0.426
SLC35B1	-0.06758234	0.58
SLC35D1	-0.13908231	0.279
SLC35D2	-0.28387378	0.237
SLC35E2B///SLC35E2	0.50781842	0.00533
SLC35F6///CENPA	-1.16444276	8.63e-07
SLC36A1	-1.52941523	1.73e-07
SLC37A4	0.91507905	9.27e-08
SLC38A10	0.66986418	0.0956
SLC38A3	0.72424253	0.000531
SLC38A6	-0.34582113	0.221
SLC39A14	-0.6822594	0.000544
SLC39A6	-1.13830936	6.68e-08
SLC39A7	-1.06048043	0.00075
SLC39A8	-1.0742653	0.0276
SLC3A2	-0.70860428	9.97e-07
SLC43A1	0.72872832	1.35e-07
SLC46A3	0.98662238	6.54e-07
SLC4A1	0.70473298	0.00467
SLC4A2	-0.25069207	0.0329
SLC4A3	-1.36909066	3.57e-06
SLC4A4	1.4625881	0.000117
SLC4A5///DCTN1	-0.03906369	0.838
SLC4A7	-0.47857651	0.0681
SLC4A8	0.63668162	0.00514
SLC5A1	0.44801683	0.242
SLC5A12	0.74925624	0.107
SLC5A2	0.58056298	0.00158
SLC5A3	-0.43243338	0.0143
SLC5A4	0.73666022	0.00278
SLC5A5	0.4804094	0.00418
SLC5A6	-0.05103894	0.766
SLC6A1	0.50407778	0.0523
SLC6A10PB///SLC6A10P///SLC6A8	0.35989798	0.14
SLC6A11	0.11953895	0.61
SLC6A12	0.61041581	0.000906
SLC6A13	0.745995	0.00049
SLC6A15	-0.96696759	0.0246
SLC6A2	0.60995486	0.0621
SLC6A3	0.38167169	0.0259
SLC6A4	0.92591187	0.000108
SLC6A5	0.57458865	0.0394
SLC6A6	0.48820622	0.00292
SLC6A7	0.64791198	0.0014
SLC6A8	0.32177235	0.0432
SLC6A9	-0.22625421	0.218
SLC7A1	-0.86821786	0.0108
SLC7A11	0.430716	0.00754
SLC7A2	1.44122756	2.07e-05
SLC7A4	0.54929167	0.00188
SLC7A5	-1.57284563	7.69e-07
SLC7A6	0.01224664	0.931
SLC7A7	-0.81774274	0.0131
SLC7A8	-1.33465773	1.03e-06
SLC8A1	0.54608053	0.000863
SLC8A2	0.34046257	0.139
SLC9A1	0.61808914	0.0453
SLC9A3	0.42437693	0.00382
SLC9A3R1	-0.64364609	0.0696
SLC9A3R2	0.64294891	0.000744
SLC9A6	-0.32767588	0.0499
SLC9A7	0.81296717	0.0108
SLC9A8	0.59854394	0.00104
SLCO1A2	0.43073734	0.251
SLCO1B1	0.85342611	0.0257
SLCO2A1	-0.30087788	0.324
SLCO2B1	-0.38535842	0.199
SLCO3A1	0.38633472	0.142
SLF2	0.79802125	0.000439
SLIT1	0.49994449	0.0407
SLIT2	1.25369243	1.56e-08
SLIT3	1.69714032	1.72e-06
SLITRK3	0.47071314	0.135
SLITRK5	1.69925622	1.13e-05
SLK	0.12601266	0.387
SLN	3.2226004	0.000121
SLPI	-0.87466254	0.118
SLURP1	-0.88504831	0.275
SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3///SULT1A1///SULT1A2	-0.00316025	0.99
SMAD1	-0.39374258	0.0495
SMAD2	-0.03746737	0.775
SMAD3	0.3620555	0.024
SMAD4	0.86626871	3.91e-06
SMAD5	-0.35680168	0.218
SMAD6	-0.28369644	0.348
SMAD7	-0.12420037	0.487
SMAD9	0.86654637	0.00037
SMAGP	-0.44805277	0.129
SMAP1	-0.43161282	0.0611
SMARCA1	0.60305968	0.00351
SMARCA2	1.06910231	1.46e-06
SMARCA4	-0.28893849	0.14
SMARCA5	0.1272434	0.418
SMARCB1	-0.48357191	0.0078
SMARCC1	-1.03832733	1.98e-05
SMARCC2	0.41117541	0.0079
SMARCD1	0.24886438	0.197
SMARCD2	-0.17052982	0.222
SMARCD3	2.33238241	3.1e-07
SMARCE1	0.22451864	0.0795
SMC1A	-0.97514618	1.52e-05
SMC2	-0.37566727	0.327
SMC3	-0.42579272	0.0148
SMC4	-0.95268671	4.59e-05
SMC5	0.28807444	0.0209
SMCHD1	0.31242833	0.0729
SMCP	0.89295901	0.00828
SMG1P5///BOLA2///SMG1P2	-0.30836152	0.036
SMG5	-0.07203977	0.571
SMG6	0.46897458	0.000786
SMG7	-0.00726984	0.95
SMG7-AS1	0.76177652	0.000376
SMIM10L1	0.15395483	0.445
SMIM8	1.85898503	3.13e-08
SMN2///SMN1	0.07570825	0.702
SMNDC1	-0.34799082	0.0097
SMNP	0.2547952	0.417
SMO	0.22502775	0.107
SMOX	-0.97848718	0.000258
SMPD1	0.70693457	4.05e-05
SMPD2	0.02482507	0.853
SMPDL3A	0.50711296	0.0154
SMPDL3B	0.29032473	0.0877
SMR3A///SMR3B	1.58731045	9.51e-05
SMR3B	1.20587759	0.000976
SMS	-0.04975586	0.662
SMTN	-0.39348714	0.062
SMURF1	-0.31685747	0.352
SMURF2	-0.88359265	4.32e-06
SMYD2	-0.45754108	0.0762
SMYD5	-0.14513924	0.3
SNAI2	-2.31108902	8.35e-10
SNAP23	0.23127937	0.124
SNAP25	0.74312947	0.0531
SNAP91	1.00163974	0.00147
SNAPC1	-1.00561105	5.71e-05
SNAPC2	-0.43452033	0.0856
SNAPC3	0.29684838	0.0881
SNAPC4	-0.60696441	0.00351
SNAPC5	0.58076329	0.00366
SNCA	0.5843333	0.205
SNCB	0.87991656	0.00646
SNCG	0.59905313	0.018
SND1	-0.32449176	0.00868
SND1-IT1	-0.69560773	0.00627
SNED1	1.11121903	2.36e-05
SNHG3///SNORA73A	-0.8109912	0.00842
SNHG4///MATR3	1.22594752	8.57e-05
SNN	-0.24759286	0.317
SNORA21///RPL23	0.04769767	0.709
SNORA21///RPL23P8///RPL23	0.20744671	0.109
SNORA29///TCP1	-0.43314355	0.000787
SNORA3A///RPL27A	-0.05708533	0.616
SNORA41///EEF1B2	0.26328879	0.0587
SNORA52///RPLP2	0.09686134	0.411
SNORA64///RPS2	-0.18784922	0.102
SNORA68///RPL18A	0.06587102	0.577
SNORA70///RPL10///EEF1A1	0.24156861	0.0394
SNORD10///SNORA48///SNORA67///EIF4A1	-0.16514242	0.366
SNORD14D///SNORD14C///HSPA8	-0.41390617	0.026
SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	0.15870118	0.203
SNORD35B///RPS11	0.27771688	0.0259
SNORD38B///SNORD55///RPS8	0.24820908	0.0462
SNORD42A///RPL23A	0.30207965	0.0187
SNORD45C///SNORD45A///SNORD45B///RABGGTB	-0.0473984	0.673
SNORD54///RPS20	0.03893346	0.709
SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A	0.19068831	0.337
SNORD73A///RPS3A	0.24752513	0.0682
SNORD83B///SNORD139///RPL3	-0.33598507	0.0847
SNORD96A///SNORD95///RACK1	0.25693248	0.0427
SNPH	0.42256113	0.0399
SNRK	0.73056366	0.0292
SNRNP27	0.7445478	3.49e-05
SNRNP35	0.32220249	0.0608
SNRNP40	-0.84249984	9.51e-07
SNRNP70	0.1641717	0.295
SNRPA	-0.3192549	0.00981
SNRPA1	-0.54362716	2.79e-05
SNRPB	-1.20774838	1.06e-11
SNRPB2	-0.72911119	5.29e-05
SNRPC	-0.48105792	0.0125
SNRPD1	0.60923452	0.023
SNRPD2	-0.59777967	7.95e-06
SNRPD3	0.08812696	0.366
SNRPE	-0.68840809	3.48e-06
SNRPF	-0.85756903	5.93e-09
SNRPG	-0.71220345	5.63e-06
SNTA1	1.81346983	1.25e-07
SNTB1	1.22125586	5.87e-05
SNTB2	0.53195323	4e-04
SNU13	0.39435816	7.85e-06
SNUPN	0.2127951	0.452
SNURF///SNRPN	1.79839896	4.04e-10
SNW1	-0.1480947	0.177
SNX1	0.80525886	0.00213
SNX13	-0.19683147	0.299
SNX17	-0.20482821	0.336
SNX19	-0.09352794	0.6
SNX2	0.12007588	0.362
SNX27	0.5432747	0.0221
SNX29	0.79041652	0.0078
SNX29P2	0.63777049	0.00204
SNX3	-0.13068996	0.405
SNX4	-0.21526012	0.103
SNX7	0.12984449	0.429
SOAT2	0.65284179	0.00268
SOCS1	-1.5146715	1.09e-05
SOCS2	0.05679461	0.716
SOCS3	0.62819653	0.0244
SOCS5	-0.0504565	0.808
SOCS6	0.61750807	0.0104
SOCS7	0.61231321	0.0576
SOD1	0.23638115	0.0752
SOD3	1.14469762	1.57e-07
SOGA1	0.24930894	0.395
SOGA3///KIAA0408	0.93779562	0.00381
SON	0.80799486	0.000562
SORBS1	1.82628449	8.78e-06
SORBS2	1.8084322	6.05e-07
SORBS3	0.76402688	1.23e-06
SORCS3	0.69696267	0.0249
SORD	-0.75229528	0.00306
SORL1	-1.03409295	3.02e-06
SORT1	0.47788479	0.0983
SOS1	-0.46656872	0.0458
SOS2	1.03641806	0.00275
SOSTDC1	0.43553502	0.216
SOX1	1.19089832	5.39e-06
SOX10	0.78002071	0.00364
SOX11	1.21290233	0.00285
SOX12	0.50943883	0.0195
SOX13	0.78868021	3.28e-08
SOX15	-1.5075606	2.2e-06
SOX2	0.59098095	0.074
SOX21	0.25496161	0.292
SOX3	0.42829439	0.0048
SOX30	1.62850716	2.36e-05
SOX4	-1.16325949	0.000123
SOX5	0.83288793	0.00885
SOX9	-0.19709197	0.379
SP1	0.41959531	0.109
SP100	-0.87367478	1.25e-06
SP110	-1.15374128	2.16e-06
SP140	0.3458086	0.243
SP2	0.41883772	0.0133
SP3	-0.33168034	0.0405
SP4	1.15300154	0.00137
SPA17	0.2551986	0.159
SPAG1	-0.81678362	0.000844
SPAG11A///SPAG11B	0.38362926	0.193
SPAG5	-1.31672959	0.000125
SPAG6	0.67716586	0.0801
SPAG7	0.59496902	0.000235
SPAG8	0.57960765	0.0017
SPAG9	0.05751658	0.72
SPAM1	0.96258679	0.00169
SPARC	-0.9817214	0.000479
SPARCL1	1.64422103	2.85e-07
SPAST	0.04765724	0.857
SPATA2	0.64945857	0.0039
SPATA2L	0.49042362	0.00153
SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///SPATA31C1///SPATA31A6///SPATA31A7	0.80313936	0.000423
SPATA31C2	0.3371748	0.129
SPC25	-1.31818707	0.000685
SPCS2	-0.63343173	0.00184
SPDEF	0.73992953	7.43e-05
SPECC1L	-0.01868966	0.877
SPECC1L-ADORA2A///ADORA2A	-0.61768377	0.0212
SPEF1	0.28945176	0.0444
SPEN	-0.05145558	0.76
SPG11	0.20272549	0.129
SPG20	0.85824049	0.000145
SPHAR///RAB4A	0.93870439	2.75e-07
SPHK2	0.00170148	0.993
SPI1	1.05749087	0.000477
SPIB	0.44764394	0.025
SPICE1	0.85785024	0.0198
SPIDR	-0.35155512	0.107
SPIN2A	0.78464547	0.00808
SPINK1	0.54702556	0.0217
SPINK2	0.9985436	0.0021
SPINK4	0.70996912	0.0139
SPINK5	0.25669208	0.749
SPINT1	-0.13610225	0.551
SPINT2	-1.80797319	1.65e-05
SPINT3	0.8598266	0.0318
SPN	0.56423438	0.0366
SPOCK1	0.19752482	0.521
SPOCK2	0.20629696	0.339
SPOCK3	1.16500872	0.00239
SPON1	-0.41825203	0.252
SPOP	0.29142785	0.0676
SPOUT1	-0.49685345	0.0235
SPP1	-3.49901271	1.15e-07
SPP2	0.78410831	0.011
SPPL2B	0.05593237	0.775
SPR	0.34879694	0.0347
SPRED2	0.30954846	0.0177
SPRR1A	-1.37339685	0.0658
SPRR1B	-2.77745106	0.00034
SPRR2C	-0.3214038	0.423
SPRR2D	-1.20400368	0.0292
SPRY1	1.14060807	3e-08
SPRY2	1.31940239	6.43e-07
SPRYD7	0.23019162	0.362
SPTA1	0.94028864	0.0107
SPTAN1	-0.10125798	0.581
SPTB	1.99630529	4.48e-06
SPTBN1	0.88136296	0.0117
SPTBN2	-0.05276836	0.863
SPTLC1	-0.81529337	4.45e-05
SPTLC2	0.12454437	0.694
SPTSSA	-0.49687891	0.000889
SQLE	-1.20275778	3.01e-06
SQSTM1	0.52372693	0.00111
SRC	-0.47348057	0.069
SRD5A1	-1.08888751	1.93e-06
SRD5A2	0.97467811	0.000292
SREBF1	0.1618615	0.267
SREBF2	-0.08501449	0.62
SREK1	0.28219723	0.0251
SREK1IP1	-0.57381661	0.0849
SRF	0.09700042	0.345
SRGAP2C///SRGAP2B///SRGAP2	-0.74411524	0.00313
SRGAP3	0.92857294	9.99e-06
SRGN	-0.50460935	0.0899
SRI	0.50422231	0.0391
SRM	0.38120334	0.0365
SRP14	0.17365933	0.106
SRP19	-0.6365988	5.06e-06
SRP54	-0.23984001	0.132
SRP72	-0.50444679	7.91e-05
SRP9	-0.11394778	0.524
SRPK1	-0.50434111	0.00963
SRPK2	-1.00759157	2.56e-05
SRPK3	1.36203235	2.47e-08
SRPK3///PLXNB3	0.11534211	0.69
SRPRA	0.06983147	0.775
SRPX	0.5703931	0.0169
SRPX2	-0.91598856	0.000881
SRR	0.43079019	0.146
SRRD	-0.076044	0.485
SRRM1	0.01673028	0.855
SRRM2	0.26747594	0.0642
SRRT	0.63353173	0.000107
SRSF1	-0.50858508	7.96e-05
SRSF10	-0.38426312	0.0108
SRSF11	-0.26870801	0.0402
SRSF3	-0.81706394	1.54e-06
SRSF4	-0.34577634	0.0325
SRSF5	0.55323551	0.000184
SRSF6	0.07639527	0.577
SRSF7	0.34148649	0.0147
SRSF8	0.35618703	0.00764
SRY	0.41944853	0.0342
SS18	-0.31260272	0.068
SS18L1	0.02086983	0.889
SSB	-0.1170739	0.293
SSBP1	-0.54395567	0.000257
SSBP2	1.27911833	6.67e-05
SSFA2	-0.41178209	0.161
SSH1	-0.05299268	0.843
SSNA1	0.03808695	0.673
SSPN	1.56864767	4.8e-07
SSR1	-1.07387433	1.71e-08
SSR2	-0.30806344	0.0194
SSR4	-0.13379842	0.571
SSRP1	-0.58124491	3.78e-05
SSSCA1	-0.51368569	2.46e-05
SST	1.20453304	0.000787
SSTR2	0.67794714	0.0339
SSTR3	0.4230541	0.0256
SSTR4	0.44790396	0.0732
SSTR5	0.41527529	0.000817
SSUH2	0.81907736	0.00735
SSX1	1.14959695	4.48e-05
SSX2B///SSX2	0.77106846	0.0105
SSX2B///SSX3///SSX2	0.94451506	0.00884
SSX2B///SSX4B///SSX4///SSX2	0.70269333	0.13
SSX2IP	0.47274516	0.0918
SSX4B///SSX6///SSX4///SSX1	0.79218546	0.000267
SSX5	0.94799922	0.000773
ST13	0.3981457	0.0184
ST14	-0.65921555	0.000997
ST18	1.7466694	3.23e-05
ST20	0.68557476	0.0479
ST20-MTHFS///MTHFS	-0.02024889	0.906
ST20-MTHFS///ST20///MTHFS	0.28192445	0.0648
ST3GAL1	0.57576743	7.64e-05
ST3GAL2	0.47699722	0.0014
ST3GAL4	0.49416285	0.0126
ST3GAL5	-0.26351287	0.305
ST3GAL6	0.03589146	0.868
ST5	0.43579795	0.00777
ST6GAL1	0.76095375	0.0637
ST6GALNAC2	-0.71844336	0.000327
ST6GALNAC4	0.19133961	0.125
ST8SIA1	0.22097659	0.453
ST8SIA3	0.26625509	0.467
ST8SIA4	0.91639576	0.0134
ST8SIA5	0.98750557	0.00313
STAB1	-0.10373467	0.676
STAC	0.89472699	9.84e-05
STAG1	0.06152656	0.636
STAG2	0.36376115	0.0682
STAM	-0.40428817	0.0141
STAM2	-1.78386662	3.35e-09
STAMBP	-0.29535991	0.139
STAR	0.84064814	0.00988
STARD13	0.31786521	0.221
STARD3	0.03991787	0.777
STARD5	-0.57935721	0.00452
STARD7	0.10664408	0.528
STARD8	0.54184538	0.0518
STAT1	-2.51907408	5.49e-11
STAT2	-1.30080256	6.6e-06
STAT3	-0.59324202	0.00707
STAT4	0.04854401	0.817
STAT5A	0.31263768	0.152
STAT5B	0.78753167	0.00109
STAT6	-0.40797418	0.0277
STATH	3.92486212	1.4e-07
STAU1	-0.69620935	0.000148
STAU2	0.01795095	0.932
STC1	-0.29803861	0.289
STC2	-0.29316706	0.277
STEAP1	-0.84286601	0.00148
STIL	-0.81469004	0.00042
STIM1	0.42689733	0.0014
STIP1	-0.56025953	0.00033
STK10	-0.20465286	0.236
STK11	0.259295	0.0167
STK16	-0.58591397	0.031
STK17A	-2.13575629	4.43e-08
STK17B	-1.41893441	0.000254
STK19	0.07693461	0.523
STK24	-0.59943426	0.00114
STK25	0.07863883	0.713
STK3	-1.48862998	2.61e-10
STK35	0.74310215	0.00131
STK38	0.23494523	0.0822
STK38L	0.68846983	0.00266
STK39	0.34874502	0.249
STK4	0.09382276	0.755
STMN1	-0.39677476	0.0349
STMN2	0.89291339	0.0032
STOM	-0.34070676	0.0324
STOML1	0.18600799	0.156
STOML2	-0.25255339	0.0922
STON1	-0.26865719	0.418
STRA13	-0.61957648	1.65e-05
STRAP	-0.09905481	0.434
STRN	0.00714153	0.969
STRN3	-0.28519809	0.0536
STS	0.4401747	0.0772
STT3A	-0.37142334	0.0313
STUM	0.7184561	0.00767
STX10	-0.32084502	0.029
STX11	-0.51993794	0.0276
STX12	-0.12413796	0.335
STX16	0.49539605	0.132
STX1A	0.21718785	0.391
STX2	-0.73779345	0.0161
STX3	-0.57035841	0.000105
STX4	-0.330329	0.00558
STX5	-0.98213424	9.25e-05
STX6	-0.84759715	0.00438
STX7	0.24102042	0.136
STX8	0.49698977	5.57e-05
STXBP1	-0.16951214	0.313
STXBP2	-0.65800794	0.0235
STXBP3	-0.07708012	0.538
STXBP5L	1.00628901	0.000419
SUB1	-1.44633453	2.96e-10
SUCLA2	0.99803188	1.8e-05
SUCLG2	1.45595882	2.63e-06
SUCO	-0.24574993	0.186
SUGP1	-0.06149436	0.623
SUGP2	0.24968691	0.038
SULF1	-1.47748721	0.00209
SULT1A1	0.17678376	0.328
SULT1B1	0.18576076	0.551
SULT1C2	1.17008348	0.00574
SULT2A1	0.45373955	0.0657
SULT2B1	-0.08157219	0.75
SULT4A1	0.76621332	0.0017
SUMO1	-0.50285967	0.00178
SUMO2	0.79706335	0.00118
SUMO3	-0.31699588	0.00946
SUMO4	-0.0252198	0.845
SUN1	0.32365668	0.0213
SUN2	0.37477226	0.00125
SUOX	0.69510044	1.46e-05
SUPT20H	0.35638222	0.127
SUPT3H	0.5166195	0.00582
SUPT4H1	0.20832616	0.0083
SUPT5H	-0.14993718	0.169
SUPT6H	0.1616318	0.369
SUPT7L	0.68358904	0.0144
SUPV3L1	-0.19519959	0.199
SURF1	0.24914419	0.104
SURF2	-0.25900289	0.042
SUSD5	0.99294108	0.00588
SUSD6	-0.48045566	0.00156
SUZ12	-0.1005458	0.482
SV2A	0.57636617	0.001
SV2B	1.28666435	0.000395
SV2C	0.83953565	0.00882
SVEP1	1.20016724	2.78e-05
SVIL	1.59318577	1.94e-06
SWAP70	-0.2094452	0.323
SYCP1	0.75667649	0.0657
SYCP2	0.72581068	0.0479
SYDE1	0.55902426	0.000355
SYF2	0.34730477	0.00434
SYK	-0.77131561	0.00708
SYMPK	-0.19694707	0.286
SYN1	0.43881357	0.000159
SYN2	0.38804066	0.206
SYN3	0.65886071	0.00324
SYNCRIP	-1.01283046	1.16e-08
SYNE1	1.312112	4.99e-08
SYNE2	0.65683432	0.0113
SYNGR1	1.86489045	1.38e-10
SYNGR2	0.03826641	0.723
SYNGR3	0.43684542	0.0656
SYNGR4	0.52264225	0.0478
SYNJ1	0.30157238	0.0588
SYNJ2	0.10130174	0.498
SYNM	3.08503164	7.57e-08
SYNPO	-0.09017152	0.586
SYP	1.01974028	0.000715
SYPL1	-0.22155554	0.215
SYT1	0.72563096	0.029
SYT11	0.78982579	0.00168
SYT17	0.6304906	0.014
SYT2	0.80587499	8.42e-07
SYT5	0.67072315	0.000312
SZRD1	-0.18391847	0.3
SZT2	0.50178175	0.00433
T	0.5978486	0.00537
TAB1	-0.00821528	0.957
TAB2	0.01394426	0.918
TAC1	1.57172709	0.000269
TACC1	0.44487466	0.00375
TACC2	1.12017328	2.06e-09
TACR1	0.75978739	0.00228
TACR2	0.568143	0.0756
TACR3	0.84514472	0.00623
TACSTD2	-1.3408228	0.0042
TADA2A	-0.46213036	0.166
TADA3	-0.01088635	0.912
TAF1	0.67468298	0.0691
TAF10	-0.43091279	0.00129
TAF11	-0.19718965	0.132
TAF12	-0.5597864	0.0151
TAF13	0.43517549	0.277
TAF15	-0.13194309	0.334
TAF1A	-0.1983901	0.501
TAF1B	-0.30631305	0.356
TAF1C	0.14687767	0.361
TAF2	-0.47295941	0.000762
TAF4	-0.3896208	0.173
TAF4B	0.11565712	0.755
TAF5	0.28591705	0.0871
TAF5L	-0.10772842	0.458
TAF6	-0.40427324	0.0737
TAF6L	0.29255873	0.00903
TAF7	0.34083983	0.0841
TAGLN	0.90554126	0.000354
TAGLN2	-1.31403846	2.08e-13
TAGLN3	0.76933663	0.00237
TAL1	0.11396798	0.708
TALDO1	-0.35496196	0.0271
TANC2	-0.18588273	0.331
TANK	0.10578869	0.351
TAOK2	0.43475442	0.0496
TAOK3	0.35698451	0.0538
TAP1	-1.82202184	1.32e-11
TAP2	-1.54240319	5.81e-06
TAPBP	-0.85930043	2.51e-05
TARBP1	0.2118981	0.0713
TARBP2	-0.24007429	0.0576
TARDBP	-0.72357053	2.33e-07
TARP///TRGV9///TRGC2	-0.11565949	0.734
TARS	-0.88615673	1.04e-06
TAT	0.39603405	0.246
TATDN2	-0.31531908	0.104
TAX1BP1	-0.12774281	0.394
TAFAZZIN	0.57696655	5.2e-05
TBC1D1	0.80189321	0.000221
TBC1D12	0.18992581	0.533
TBC1D22A	0.04932261	0.616
TBC1D2B	-0.18287731	0.209
TBC1D30	1.52334831	0.000369
TBC1D31	-0.44080057	0.179
TBC1D4	0.86575234	5.72e-05
TBC1D5	0.91845521	0.000122
TBC1D8	0.76816644	0.00116
TBC1D9	0.14550475	0.485
TBC1D9B	0.05070778	0.784
TBCA	-0.54721061	0.0015
TBCB	-0.5535883	2.97e-05
TBCC	-0.01840867	0.901
TBCD	0.404782	0.0576
TBCE	0.02035908	0.851
TBKBP1	1.18701094	1.11e-07
TBL1X	0.44069394	0.158
TBL2	-0.00830542	0.961
TBL3	0.03311018	0.828
TBP	0.03890244	0.781
TBPL1	-0.53978613	0.00147
TBR1	1.08131166	0.000862
TBX1	0.64424416	0.0246
TBX10	0.37536763	0.186
TBX19	0.58666925	0.000564
TBX2	0.61472156	0.043
TBX5	0.52244381	0.0174
TBX6	1.09805501	8.16e-06
TBXA2R	-0.00952539	0.967
TBXAS1	-0.04265852	0.877
TCAP	2.71478694	2.43e-07
TCEA1	-0.67637059	9.02e-05
TCEA2	0.77832374	0.000485
TCEAL1	1.00556976	1.17e-06
TCEAL4	0.0774916	0.5
TCEB1	-0.87059022	2.48e-05
TCEB2	0.11366884	0.502
TCEB3	-0.92420643	0.000604
TCEB3-AS1	0.22552764	0.257
TCERG1	0.02838632	0.808
TCF12	0.22147157	0.042
TCF15	0.6058849	0.000192
TCF20	-0.27984837	0.0322
TCF21	0.38119327	0.164
TCF25	0.26436854	0.23
TCF3	-0.86680663	0.00146
TCF4	0.23098557	0.301
TCF7	0.30414076	0.188
TCF7L2	0.61258821	0.0483
TCFL5	-1.19551199	4.8e-06
TCHH	0.06945494	0.909
TCIRG1	-0.66965133	0.00385
TCL1A	0.80302205	0.00733
TCL1B	0.21859232	0.24
TCN1	1.48724836	0.0258
TCN2	0.37190499	0.00604
TCOF1	0.69576739	2.57e-06
TCP10	0.33212136	0.189
TCP11L1	0.25225712	0.243
TCTA	0.21969844	0.0655
TCTN3	-0.10054441	0.589
TDG	-0.89835981	5.85e-07
TDGF1	0.42283538	0.119
TDO2	-0.51877576	0.0902
TDP2	-0.7212789	0.00029
TDRD3	0.91174316	1.53e-07
TDRD7	-0.43544112	0.014
TEAD1	0.81763495	0.00335
TEAD3	0.28103859	0.0427
TEAD4	-0.02867874	0.898
TEC	0.8299293	0.0058
TECPR2	0.32636378	0.208
TECR	0.15185007	0.469
TEF	0.65874631	0.0214
TEK	1.27299992	2.91e-05
TEKT2	0.46290776	0.00422
TELO2	-0.09371826	0.667
TEN1-CDK3///CDK3	0.3734345	0.025
TENM1	1.05239877	0.00681
TENM4	-0.22904828	0.205
TEP1	-0.15081673	0.488
TERF1	0.5572317	0.116
TERF2	0.38517307	0.323
TERF2IP	0.08271475	0.358
TERT	0.42376656	0.0375
TES	-1.69105769	2.56e-08
TESK1	0.19902034	0.185
TESK2	0.89722146	1.74e-06
TET1	1.54579314	7.24e-06
TET3	0.48948308	0.035
TEX261	0.3835607	4.41e-05
TEX28	0.48646259	0.0467
TEX30	-0.15538523	0.442
TEX41	0.77402229	0.0102
TF	1.76478542	0.000424
TFAM	-0.01471784	0.957
TFAP2A	-2.20557867	5.98e-06
TFAP2B	0.76439758	0.0144
TFAP2C	-1.19667061	0.000808
TFAP4	-0.09505453	0.413
TFCP2	-0.92968977	0.000496
TFDP1	-0.84789825	0.00276
TFDP2	0.87912568	0.00186
TFE3	0.018981	0.894
TFEB	0.3275412	0.0372
TFEC	-0.19325134	0.584
TFF1	1.69657193	6.68e-05
TFF2	0.5647717	0.0114
TFF3	2.04636301	4.25e-05
TFIP11	0.35395216	0.0152
TFPI	0.83184499	1.08e-05
TFPI2	0.8010411	0.00662
TFR2	-0.14856728	0.483
TFRC	-1.23039663	7.89e-08
TG	0.49512539	0.0631
TGDS	1.00989901	0.0342
TGFA	-1.17475132	1.15e-06
TGFB1	-0.61749061	0.000878
TGFB1I1	0.1115844	0.547
TGFB2	0.51849131	0.0311
TGFB3	0.67187498	0.00105
TGFBI	-2.70984007	1.97e-11
TGFBR1	0.5761048	0.0743
TGFBR2	0.36247599	0.0174
TGFBR3	1.99648421	4.03e-07
TGFBRAP1	-0.3294637	0.157
TGIF1	-1.06593859	4.01e-06
TGIF2	-0.18615799	0.236
TGM1	-0.8094966	0.2
TGM2	0.53948338	0.0768
TGM3	0.65514484	0.323
TGM4	0.77393481	0.000439
TGM5	0.06204798	0.814
TGOLN2	0.61752167	0.00415
TH	0.00830434	0.974
