Updated.gene.symbol	logFC	P.Value
GUCY2C	1.32321487	0.00219
GUCY2D	0.67684721	0.00563
GUCY2F	0.66271004	0.0121
GUK1	-0.87137558	3.67e-09
GULP1	1.76393132	1.53e-05
GUSB	0.0896281	0.534
GUSBP11	1.14827758	0.000152
GUSBP3///SMA5///SMA4	0.77259362	0.0253
GUSBP9///GUSBP3	0.76994753	0.000969
GYG1	0.93721733	0.0113
GYG2	0.72781746	0.117
GYPA	0.66364982	0.0229
GYPB	1.00498243	0.00203
GYPC	1.45128508	3.03e-09
GYPE	1.16584651	0.000824
GYS1	0.50237516	0.00899
GYS2	0.94428028	0.0158
GZMA	-1.39992257	0.00062
GZMB	-1.53609715	0.000645
GZMH	0.34541231	0.164
GZMK	-0.7587823	0.146
GZMM	0.39762602	0.13
H1F0	0.25307565	0.0651
H1FX	-1.33441059	0.000365
H2AFB1///H2AFB2///H2AFB3	0.39380655	0.126
H2AFV	-0.8220827	1.08e-07
H2AFX	-1.3488676	9.54e-06
H2AFY	-0.5451669	9.93e-05
H2AFZ	-0.98770031	0.000498
H3F3AP4///H3F3B///H3F3A	0.00619818	0.951
H6PD	0.51453056	0.000378
HAAO	0.78540432	0.000199
HAB1	0.55158717	0.000149
HABP2	0.90263718	6.4e-05
HABP4	0.44064696	0.064
HACD2	-1.2346469	3.57e-07
HADH	1.57549271	1.21e-08
HADHA	0.5871675	0.000781
HADHB	1.13224429	4.19e-08
HAGH	0.93347244	4.54e-05
HAL	0.4806385	0.0897
HAO1	0.55807594	0.0291
HAP1	0.55420385	0.00673
HAPLN1	0.40832599	0.343
HARS2	0.24789471	0.0343
HAS1	0.2611	0.392
HAS2	-0.1781913	0.598
HAT1	-0.42032502	0.0266
HAUS3	-0.15498087	0.522
HAUS5	0.34417914	0.07
HAUS7	0.01357965	0.912
HAVCR1	0.57809945	0.0524
HAX1	0.38249335	0.0214
HBA2///HBA1	3.03840769	1.5e-07
HBB	2.86489685	3.81e-07
HBBP1	0.84316476	1.24e-05
HBD	1.54897	9.26e-09
HBE1	0.92399419	5.44e-06
HBEGF	-0.27673548	0.369
HBG2///HBG1	1.70148892	9.82e-05
HBP1	0.27423831	0.0667
HBS1L	0.69324454	0.00462
HBZ	0.9602257	1.96e-05
HCAR3	-0.61387847	0.0568
HCCS	-0.34320238	0.0813
HCFC1	-0.10346872	0.599
HCG26	-0.3544147	0.246
HCG4	-0.41185302	0.192
HCG4B	0.79598229	0.0142
HCG8///ZNRD1ASP	0.6823751	0.000134
HCG9	0.58220062	0.000869
HCK	-1.05932913	0.000495
HCLS1	-0.05256863	0.818
HCN2	0.52201953	0.0866
HCN4	0.57613517	0.00702
HCP5	-1.2141006	0.000844
HCRT	0.82054132	8.71e-07
HCRTR1	0.5972631	0.00777
HCRTR2	0.59009005	0.00363
HDAC1	-1.84971637	6.53e-10
HDAC2	-0.63804919	4.47e-06
HDAC3	-0.38291976	0.0014
HDAC4	0.63585957	0.00299
HDAC5	0.52729097	2.59e-05
HDAC6	0.5526516	0.000241
HDAC9	-0.65640542	0.131
HDC	-0.02318403	0.937
HDDC2	0.63944899	0.00852
HDGF	-0.93163913	3.01e-10
HDGFRP3	0.11535244	0.657
HDLBP	0.2351118	0.118
HEBP2	0.43872181	0.0468
HECTD4	0.44074618	0.0254
HECW1	1.06060121	0.00105
HEG1	-0.59534789	0.00234
HELZ	0.03407153	0.845
HEPH	0.47302487	0.0396
HERC2P2	0.07162175	0.712
HERC2P9///HERC2P2	0.26162359	0.0557
HERC4	-0.31451951	0.199
HERPUD1	0.42177261	0.0327
HES1	0.08264009	0.684
HES2	-0.31945259	0.334
HESX1	0.94874473	0.00923
HEXA	-1.09843417	0.000173
HEXB	0.79353546	0.0304
HEXIM1	0.45383767	0.0139
HFE	0.17288047	0.453
HGC6.3	0.86136147	0.000163
HGD	0.67381641	0.0277
HGF	1.11641482	0.015
HGFAC	1.19122562	0.000277
HGS	-0.32945295	0.00401
HHEX	0.45948601	0.0275
HHLA1	0.8843006	0.00081
HIBCH	0.46087429	0.0522
HIC1	0.88976569	7.45e-07
HIC2	0.60466482	7.93e-05
HIF1A	-1.68695585	2.45e-11
HINFP	-0.03303813	0.853
HINT1	-0.19537618	0.273
HIP1	-0.52526195	0.0999
HIP1R	-0.14781429	0.294
HIPK1	0.03195084	0.886
HIPK2	0.26035309	0.25
HIPK3	0.86077108	0.000216
HIRA	-0.37880509	0.0502
HIRIP3	0.82991298	5.56e-05
HIST1H1A	0.45766649	0.106
HIST1H1B	0.4026417	0.139
HIST1H1C	-0.31186711	0.402
HIST1H1D	0.32072699	0.0842
HIST1H1E	0.83269002	0.0182
HIST1H1T	0.96641189	0.000304
HIST1H2AC	-0.36794926	0.0813
HIST1H2AE	-1.38197136	0.000281
HIST1H2AH	0.19716185	0.396
HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	0.42977613	0.0495
HIST1H2AK	0.32703418	0.0749
HIST1H2AL	-0.84199827	0.000101
HIST1H2AM	-0.09872701	0.693
HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	-0.9552401	2.3e-06
HIST1H2BD	-1.20486539	1.36e-05
HIST1H2BE	-0.88811601	9.16e-05
HIST1H2BJ	-0.44678397	0.00784
HIST1H2BK	-1.5727648	8.62e-08
HIST1H2BL	-1.39390909	1.01e-07
HIST1H2BM	-1.10515432	8.38e-07
HIST1H2BN	0.99713563	0.0144
HIST1H2BN///HIST1H2AL	0.58857527	0.0505
HIST1H3D	-1.15495397	0.0115
HIST1H3D///HIST1H2AD	-0.88118837	0.00221
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	-0.48287293	0.134
HIST1H3I	0.43125634	0.174
HIST1H3I///HIST1H3E	0.37474963	0.0382
HIST1H4I	-0.58728985	0.0425
HIST1H4L	0.62066374	0.057
HIST2H2AA4///HIST2H2AA3	-1.44241815	3.77e-12
HIST2H2AA4///HIST3H2BB///HIST2H2AA3	-2.10582371	1.16e-11
HIST2H2BE	-0.15496564	0.49
HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	-1.63495348	2.07e-08
HIVEP1	-0.29181162	0.0342
HIVEP2	-0.01270085	0.929
HK2	-0.57696782	0.0554
HK3	0.57727675	0.0206
HLA-A	-1.56171347	3.17e-10
HLA-C///HLA-B	-1.39078601	3.01e-09
HLA-DMA	-0.21518581	0.436
HLA-DMB	-0.02756797	0.896
HLA-DOA	0.66823125	0.0181
HLA-DOB	0.17749344	0.542
HLA-DPA1	-0.54737261	0.0396
HLA-DPB1	-0.63711425	0.058
HLA-DQB1	-0.69698908	0.283
HLA-DRA	-0.74972695	0.0121
HLA-DRB4	-0.17332818	0.654
HLA-DRB6	0.39934331	0.235
HLA-E	-0.42568128	0.0158
HLA-F	-1.44811283	2.29e-07
HLA-G	-0.8310889	6.2e-06
HLA-J	-1.25568343	3.3e-08
HLCS	0.44683372	0.0016
HLF	2.20445838	9.14e-08
HLTF	0.02368549	0.928
HLX	0.28239048	0.0576
HMBS	-0.29719914	0.0265
HMCES	0.11898829	0.632
HMG20B	-0.80132208	1.65e-05
HMGA1	-0.99180183	0.000564
HMGA2	-0.99200761	0.00224
HMGB1	0.39033958	0.00901
HMGB2	-0.3251573	0.107
HMGB3	-0.93520262	0.00285
HMGCL	0.30818299	0.0865
HMGCR	-0.59641857	0.0274
HMGCS1	-1.56157117	5.02e-05
HMGCS2	1.42230873	2.66e-08
HMGN1	-0.96377838	3.32e-05
HMGN2	-0.0781328	0.417
HMGN3	0.22136905	0.0923
HMGN4	0.19864274	0.0799
HMGXB3	0.18329437	0.142
HMGXB4	-0.32991911	0.00685
HMHB1	0.43178207	0.0263
HMMR	-1.03507594	6e-04
HMOX1	0.10916489	0.815
HMOX2	-0.43210617	0.0101
HMX1	0.66172835	0.00312
HN1L	-0.42977185	0.107
HNF1A	0.69045579	0.00112
HNF1B	0.84404669	0.00247
HNF4A	0.73099556	7.97e-05
HNF4G	-0.09088491	0.798
HNMT	1.19194476	0.000178
HNRNPA0	0.23161654	0.0519
HNRNPA1	-0.22050473	0.119
HNRNPA1P10///HNRNPA1	-0.17171767	0.151
HNRNPA2B1	-0.14775975	0.192
HNRNPA3	-0.79610382	3.44e-07
HNRNPAB	-0.26549738	0.0118
HNRNPC	-0.70089931	9.11e-07
HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1///HNRNPC	-0.8507971	4.05e-08
HNRNPD	-0.36902561	0.00101
HNRNPDL	0.7867773	0.000161
HNRNPF	-0.60552844	0.00676
HNRNPH1	0.09950794	0.517
HNRNPH3	0.50396042	0.00168
HNRNPK	-0.44524958	8.83e-06
HNRNPL	-0.00316883	0.978
HNRNPM	-0.32054599	0.00989
HNRNPR	-0.26544709	0.0162
HNRNPU	-0.28694043	0.354
HNRNPUL1	-0.22700313	0.0438
HNRNPUL2-BSCL2///BSCL2	0.1219845	0.392
HOMER1	0.20536229	0.232
HOMER2	0.28935524	0.154
HOMER3	-1.42677162	2.79e-08
HOPX	0.07090158	0.884
HOXA1	-0.57054451	0.0702
HOXA10	-0.04449915	0.857
HOXA10-HOXA9///MIR196B///HOXA9	0.14068557	0.606
HOXA11	0.18517142	0.543
HOXA2	0.94593259	0.0176
HOXA4	1.58356526	9.26e-06
HOXA5	0.21852732	0.609
HOXB1	0.7780063	0.00391
HOXB13	0.69906929	0.0263
HOXB2	1.37927588	0.00154
HOXB3	0.22121527	0.387
HOXB5	1.1925934	0.000158
HOXB6	0.72843367	0.000199
HOXB7	0.14789713	0.404
HOXC11	0.02495469	0.905
HOXC4	0.09865806	0.617
HOXC5	0.47299537	0.0886
HOXC6	-0.79340742	0.0022
HOXD1	0.6540223	0.00566
HOXD10	-0.38179254	0.159
HOXD13	0.80984385	0.000498
HOXD4	0.75842102	0.00397
HOXD8	0.03880107	0.924
HOXD9	-0.86558754	0.00307
HP	0.5538746	0.0835
HPCA	0.50994867	0.00129
HPCAL1	-0.06167912	0.595
HPD	0.23972685	0.322
HPGD	1.2176908	0.0106
HPGDS	0.89005632	7.4e-05
HPN	1.11523605	7.14e-08
HPRT1	-0.8040525	5.63e-07
HPS1	-0.32774407	0.0844
HPS5	-0.47503122	0.0231
HPX	0.85698192	7.7e-05
HR	-0.12397116	0.657
HRAS	-1.06751236	2.55e-06
HRC	2.14447701	1.98e-05
HRG	0.19936439	0.503
HRH1	-0.38280201	0.0564
HRK	0.6397177	0.00327
HS2ST1	-0.46365666	0.184
HS3ST1	0.72901004	0.00015
HS6ST1	0.51521041	0.0516
HSBP1	-0.49926807	0.000871
HSD11B1	0.60276395	0.0546
HSD11B2	1.25187032	0.00082
HSD17B1	0.70851165	0.0234
HSD17B10	-0.52018982	0.000672
HSD17B2	-0.329947	0.396
HSD17B3	1.24063687	7.32e-05
HSD17B4	0.32689348	0.0214
HSD17B6	-0.65913819	0.0434
HSD17B8	0.59040777	0.00548
HSD3B1	0.12003024	0.718
HSD3B2	0.74051764	0.00952
HSDL2	0.81958908	0.0135
HSF1	0.09841036	0.558
HSF2	1.17947401	1.27e-06
HSF2BP	-0.06080543	0.838
HSF4	0.6922364	2.55e-05
HSP90AA1	-0.42025331	0.0235
HSP90AB1	0.40543718	0.0158
HSPA12A	-0.3337256	0.251
HSPA13	0.3423904	0.15
HSPA1B	0.78738344	1.24e-05
HSPA1L	1.29747713	2.69e-06
HSPA1L///HSPA1B///HSPA1A	1.44250643	4.03e-06
HSPA2	-0.2954024	0.554
HSPA4	0.40608573	0.0292
HSPA4L	-0.52704736	0.0601
HSPA5	-1.14054835	1.49e-08
HSPA6	0.15307273	0.556
HSPA8	0.24894198	0.251
HSPA9	1.14881381	5.14e-07
HSPB1	-0.29565766	0.171
HSPB11	-1.02028779	2.02e-07
HSPB2	1.63103261	4.21e-09
HSPB2-C11orf52///C11orf52///HSPB2	1.4332018	7.67e-06
HSPB3	1.42427321	0.000149
HSPB6	3.25212266	3.31e-10
HSPBP1	-0.19883098	0.258
HSPD1	-0.4681651	0.00206
HSPE1	-0.35755609	0.0111
HSPE1-MOB4///MOB4	0.23210384	0.119
HSPG2	0.04620165	0.819
HSPH1	-0.08735212	0.717
HTATIP2	-1.48878057	9.65e-12
HTATSF1	0.35289008	0.0175
HTN3	0.613708	0.18
HTR1B	0.60754656	0.000454
HTR1D	0.32956254	0.175
HTR1E	0.51173722	0.014
HTR2A	1.05516645	0.00421
HTR2B	0.33801055	0.277
HTR2C	0.61081765	0.131
HTR3A	0.73274928	0.0127
HTR4	0.98691766	0.00199
HTR6	1.00987917	1.86e-05
HTR7	-0.41512529	0.112
HTR7P1	0.56291246	0.0975
HTRA1	-0.96019089	6.2e-05
HTRA2	-0.00186419	0.989
HTT	0.49183565	0.0266
HUS1	0.45399356	0.102
HUWE1	-0.20891182	0.489
HYAL1	0.27846734	0.347
HYAL2	-0.01213801	0.911
HYAL3	0.54469178	0.00997
HYOU1	-0.54759072	0.00192
HYPM	0.65441172	0.0264
IAH1	0.35954519	0.0217
IAPP	0.39750364	0.15
IARS	-0.28472532	0.0151
IARS2	-0.13802235	0.407
IBSP	0.29730655	0.223
IBTK	0.23341992	0.144
ICA1	0.85401581	0.000178
ICAM1	-0.51198846	0.0569
ICAM2	0.82322759	0.000666
ICAM3	0.28839761	0.18
ICAM4	0.51814714	0.0183
ICAM5	-0.1222565	0.565
ICE1	-0.2700635	0.0701
ICK	0.17444665	0.398
ICMT	0.26477283	0.176
ICOS	-0.32905205	0.236
ICOSLG	0.61328217	0.00149
ID1	-1.74234319	3.55e-09
ID2	0.52250743	0.156
ID2B///ID2	0.12701548	0.638
ID3	-0.25167639	0.198
ID4	0.61375639	0.117
IDE	-0.23518733	0.379
IDH1	-0.36197886	0.0805
IDH2	1.18478369	2.19e-05
IDH3A	0.43873409	0.00259
IDH3B	-0.43569563	0.00549
IDH3G	0.17854179	0.0518
IDI1	0.26524487	0.176
IDO1	-0.33144646	0.209
IDS	0.74516562	0.000919
IDUA	0.60167335	0.00242
IER2	-0.09406439	0.637
IER3	-0.87424235	0.000249
IFFO1	0.75338419	8.69e-05
IFI16	-1.3987767	5.76e-10
IFI27	-3.29800962	8.82e-14
IFI30///PIK3R2	-1.95243123	4.43e-10
IFI35	-1.75128007	5.36e-08
IFI44	-1.52135446	2.2e-06
IFI44L	-1.32004662	0.0025
IFI6	-1.97678551	2.55e-10
IFIH1	0.3131204	0.426
IFIT1	-1.46584206	0.00015
IFIT2	-0.7738734	0.011
IFIT3	-1.65080783	2.91e-06
IFIT5	0.01446022	0.922
IFITM1	-1.20414837	1.73e-06
IFITM2	0.05962918	0.797
IFITM2///IFITM3///IFITM1	-1.09354907	2.66e-08
IFITM3	-1.46493637	1.66e-08
IFNA1	0.68444653	0.0108
IFNA10	1.07421539	0.00183
IFNA14	0.96117656	0.00487
IFNA16	1.11305442	0.000126
IFNA2	0.84541348	0.0219
IFNA21	0.72282996	0.0691
IFNA4	0.94882888	0.000292
IFNA5	0.44375219	0.115
IFNA6///IFNA5	0.46401553	0.0742
IFNA8	0.97457113	0.009
IFNAR1	-0.17495469	0.578
IFNAR2	-0.73412294	0.0101
IFNB1	1.40794667	7.22e-05
IFNG	0.79434917	0.0282
IFNGR1	-1.06682301	5.41e-09
IFNGR2	-1.03055034	5.44e-07
IFNW1	0.52084077	0.0158
IFRD1	0.56703959	0.00268
IFRD2	0.43834301	0.000336
IFT140	-0.11407662	0.71
IFT20	0.51027778	0.0377
IFT27	0.72517468	0.00681
IFT88	0.28384457	0.356
IGBP1	0.42264105	0.00235
IGF1	1.90833178	8.37e-05
IGF1R	-0.88181886	0.00031
IGF2	0.66152866	2.78e-05
IGF2BP3	-0.32281643	0.199
IGF2R	-0.14287232	0.254
IGFALS	0.96936605	3.94e-06
IGFBP1	0.52661023	0.0211
IGFBP2	-1.40082585	0.00139
IGFBP3	-1.6845811	4.21e-08
IGFBP4	-0.18371228	0.543
IGFBP5	2.44067742	7.26e-11
IGFBP6	-0.36456923	0.407
IGFBP7	-0.35660357	0.0821
IGH	0.65354772	0.0394
IGHA2///IGHA1///IGH	0.64590309	0.332
IGHD	0.87314619	0.00811
IGHG1	0.66292827	0.00727
IGHG1///IGHD///IGHA2///IGH	0.58355411	0.000812
IGHM	-0.79514455	0.259
IGHM///IGHG1///IGHD	-0.24197653	0.482
IGHMBP2	0.52053013	0.000704
IGHV3-23///IGHV4-31///IGHM///IGHG1	0.03320717	0.941
IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1	0.81028168	0.00591
IGHV5-78	0.90402761	0.0119
IGK///IGKC	-1.69029739	0.0429
IGKC	0.66353579	0.137
IGKV1OR2-118	0.68073537	0.000253
IGKV2OR22-4	0.03931016	0.933
IGLC1	-1.28129448	0.0951
IGLJ3///IGLV@	0.25868556	0.607
IGLL1	0.13887974	0.631
IGLV1-44	0.45114821	0.206
IGLV6-57	0.68032005	0.045
IGSF1	0.99995734	1.84e-06
IGSF3	-2.55263275	3.75e-08
IGSF6	-0.2480271	0.451
IGSF9B	0.60728198	0.000626
IHH	0.8329887	0.00166
IK	0.70824141	0.0304
IKBKAP	0.02346042	0.847
IKBKB	0.50082412	0.0321
IKBKE	0.22088007	0.134
IKBKG	0.14591584	0.299
IKZF1	0.35002613	0.123
IL10	0.44778008	0.0339
IL10RA	-0.55867021	0.0428
IL10RB	-0.4107864	0.00397
IL11	-0.94656953	0.0392
IL11RA	1.18873015	2.77e-09
IL12A	0.80381048	0.0121
IL12B	0.56313195	0.00798
IL12RB1	-0.14955291	0.6
IL12RB2	-0.30863381	0.334
IL13	0.12741901	0.62
IL13RA1	-0.5462839	0.000241
IL13RA2	-0.28074486	0.48
IL15	-0.1899285	0.571
IL15RA	-0.58852501	0.00301
IL16	0.34677	0.161
IL17A	0.5911588	0.0621
IL17RA	-0.98673465	2.05e-05
IL18	-0.52961744	0.0833
IL18R1	-0.30952378	0.194
IL18RAP	0.37055709	0.0622
IL1A	0.28788733	0.41
IL1B	-1.47934905	5.64e-06
IL1R1	-0.20272123	0.201
IL1R2	-0.2744231	0.379
IL1RAP	-1.4403516	3.57e-08
IL1RL1	0.53788874	0.0984
IL1RL2	0.34418004	0.111
IL1RN	-0.93595283	0.102
IL2	0.66907311	0.0327
IL23A	0.87285647	0.000757
IL23A///TRBV19	0.73805272	0.0108
IL24	-1.28647888	0.00156
IL27RA	0.55730878	0.0239
IL2RA	0.46889186	0.189
IL2RB	-0.42527283	0.215
IL2RG	-0.10049863	0.671
IL3	0.51859026	0.0212
IL32	0.11447438	0.791
IL33	1.20582447	0.0022
IL3RA	0.04424182	0.832
IL4	0.634533	0.00286
IL4R	-1.32999506	5.9e-07
IL5	0.68548048	0.0341
IL5RA	0.58829173	0.0147
IL6	-0.33759398	0.516
IL6R	-0.15936538	0.439
IL6ST	0.78956955	5.05e-05
IL7	0.93180935	0.0281
IL7R	-1.00473939	0.000152
IL9	0.74982696	0.0177
IL9R	0.60933032	0.0022
ILF2	-0.44287906	5.87e-05
ILF3	-0.54979752	0.00201
ILK	0.07257042	0.56
ILVBL	0.24063937	0.0581
IMMT	0.21210767	0.347
IMP4	-0.32545326	0.0616
IMPA1	-0.30215458	0.0599
IMPA2	-0.3007171	0.203
IMPDH1	-0.85073852	9.17e-07
IMPDH2	0.51898602	5.74e-06
IMPG1	1.2024567	0.00627
INA	0.54094144	0.00218
INE1	0.53201134	0.00323
INE2	1.24212715	0.00133
ING1	-0.14908922	0.417
ING2	-0.55878386	0.0189
ING3	0.75847619	0.00969
INHA	0.85019529	8.92e-06
INHBA	-0.45552492	0.0581
INHBB	-0.11039559	0.658
INHBC	0.52066275	0.0208
INPP1	-0.29964399	0.199
INPP4A	0.71868683	0.0104
INPP4B	-0.64827445	0.0796
INPP5A	1.23731628	0.000102
INPP5B	0.46726029	0.0305
INPP5D	0.52022199	0.0355
INPP5E	-0.01439676	0.922
INPP5F	-0.59709571	0.02
INPP5J	0.76115512	3.31e-05
INPP5K	0.29211512	0.00299
INPPL1	0.35394677	0.148
INS	0.98672731	0.000914
INS-IGF2///IGF2	1.21958367	1.47e-06
INSIG1	0.31655736	0.178
INSIG2	-0.00049945	0.997
INSL3	0.95080793	3.43e-07
INSL4	0.42098043	0.0913
INSM1	1.09387396	0.000864
INSR	0.89337599	0.00998
INTS1	-0.09476898	0.617
INTS10	0.05445594	0.704
INTS3	0.11041176	0.55
INTS9	0.62389666	0.000474
INVS	-0.36111087	0.157
IP6K1	-0.18988851	0.4
IPCEF1	0.60196879	0.00504
IPO13	0.1247013	0.377
IPO4///TM9SF1	-0.16331178	0.184
IPO5	0.32129542	0.0926
IPO7	0.31795388	0.0608
IPO8	0.43249252	0.0582
IPO9	0.53286255	0.00555
IQCB1	-0.01792943	0.898
IQCE	0.33605242	0.0371
IQCJ-SCHIP1///SCHIP1	0.1599197	0.554
IQCK	1.76766362	1.45e-10
IQGAP1	-0.86616821	3.69e-05
IQGAP2	0.86759699	0.0286
IQSEC1	0.80130111	0.00965
IQSEC2	0.34230495	0.0759
IQSEC3	-0.03633903	0.876
IRAK1	-0.94285141	8.67e-08
IRAK3	0.25963022	0.587
IREB2	0.28375994	0.429
IRF1	-0.90812552	0.00276
IRF2	0.39205184	0.00449
IRF2BP1	0.4629624	0.0654
IRF3	-0.19712033	0.0711
IRF4	0.39546244	0.2
IRF5	-0.8881733	0.0014
IRF6	-1.23969925	1.26e-06
IRF7	-0.90448969	1.34e-05
IRF8	-0.15086613	0.629
IRF9	-1.10593643	7.42e-09
IRGC	0.70837733	0.00132
IRS1	-0.33314649	0.0927
IRS2	0.58420218	0.0719
IRS4	0.34142086	0.116
IRX5	0.62729232	0.0628
ISCA1	0.16950126	0.414
ISCU	0.73106431	2.93e-07
ISG15	-3.04065117	3.63e-14
ISG20	-1.05649301	0.000267
ISG20L2	-0.82920022	1.08e-07
ISL1	1.05117174	0.000136
ISLR	0.46744657	0.0185
IST1	-0.43883337	0.00176
ITCH	-0.64579183	0.00761
ITGA1	-1.03950008	0.000142
ITGA10	0.30321803	0.231
ITGA2	-2.02059327	5.65e-07
ITGA2B	0.61260114	0.0051
ITGA3	-1.62901909	1.52e-09
ITGA4	0.42982068	0.316
ITGA5	-1.30497509	3.48e-05
ITGA6	-2.34078308	6.83e-10
ITGA7	1.8630825	1.18e-05
ITGA8	0.72507259	0.0473
ITGA9	0.7422165	0.00128
ITGAD	0.45654229	0.0552
ITGAE	0.1557327	0.472
ITGAL	-0.3949974	0.16
ITGAM	-0.05952668	0.831
ITGAV	-0.46190771	0.016
ITGAX	0.01929378	0.921
ITGB1	-0.72300848	0.000322
ITGB1BP1	-0.43025295	0.0111
ITGB2	-0.80061081	0.051
ITGB3	0.52328581	0.0317
ITGB3BP	-0.64216789	0.000881
ITGB4	-1.42708953	7.11e-07
ITGB5	-0.82831579	2.74e-05
ITGB7	0.39211039	0.116
ITGB8	-0.0258133	0.936
ITGBL1	0.60636048	0.00541
ITIH1	0.42309585	0.173
ITIH2	0.96563396	0.00357
ITIH3	0.802856	0.00187
ITIH4	1.08908243	1.07e-06
ITK	-0.76725652	0.045
ITM2A	1.48931465	7.08e-07
ITM2B	-0.70552627	0.00382
ITPA	-1.01271031	1.83e-09
ITPK1	0.73616505	0.0168
ITPKA	0.31689007	0.303
ITPKB	0.33984658	0.00324
ITPKC	-0.83105423	0.00373
ITPR1	0.54499439	0.0743
ITPR2	0.323457	0.0304
ITPR3	-1.50730258	2.52e-07
ITSN1	0.85918757	0.00637
ITSN2	0.45700431	0.13
IVD	1.09853351	5.79e-09
IVL	-1.71401588	0.000263
IVNS1ABP	-0.76714898	0.000283
IZUMO4	0.78079101	0.00227
Igk	0.73282867	0.006
Il10	0.8767616	0.00414
Il4	0.48260848	0.161
JADE2	0.3360256	0.017
JADE3	-0.16378183	0.46
JAG1	-1.35807807	3.68e-08
JAG2	-0.3361742	0.0383
JAK1	-0.39440702	0.0124
JAK2	0.32085143	0.158
JAK3	0.99312974	0.000448
JAKMIP1	0.42160944	0.0446
JAKMIP2	0.72600475	0.0151
JAM3	1.34883077	7.38e-05
JARID2	-0.51286089	0.000272
JCHAIN	0.42806796	0.583
JMJD1C	0.31643411	0.0803
JMJD6	1.38174695	8.08e-07
JOSD1	-0.76314573	7.07e-05
JPH3	0.59179991	0.0151
JRK	0.40861002	0.0011
JRKL	0.05824495	0.825
JTB	0.16592488	0.227
JUN	0.31012129	0.0819
JUNB	-0.36517615	0.321
JUND	0.51614485	0.0173
JUP	-1.60832397	4.16e-08
KALRN	1.07678213	0.0056
KANK1	0.0659335	0.714
KANK3	0.98175757	5.75e-09
KARS	-0.40325692	0.0266
KAT2A	0.09073596	0.493
KAT2B	1.79510721	6.29e-07
KAT5	-0.00408715	0.989
KAT6A	0.26021382	0.215
KAT6B	0.66174399	9.07e-06
KAT7	0.56588127	8.62e-07
KAT8	0.89198725	1.62e-08
KATNA1	0.22799795	0.416
KATNB1	-0.57956423	0.00938
KAZALD1	0.85631578	0.000442
KAZN	0.65482064	0.000448
KBTBD11	0.6690131	0.0538
KBTBD2	0.2656294	0.0645
KCNA1	0.74343254	0.0163
KCNA3	0.80399229	0.00685
KCNA4	0.28669004	0.274
KCNA5	0.9300623	1.77e-06
KCNA6	0.45924843	0.0376
KCNAB1	1.43578808	3.14e-05
KCNAB2	0.54788463	0.000425
KCNB1	1.30638665	0.00023
KCNB2	0.64351959	0.00126
KCNC1	0.94977488	0.000418
KCNC3	1.03502501	2.23e-05
KCNC4	1.08114484	3.08e-05
KCND1	0.30159313	0.136
KCND2	0.74547573	0.00294
KCND3	-0.52801127	0.0367
KCNE1	0.90447639	0.00575
KCNF1	0.57790172	0.000213
KCNG1	-0.07751847	0.78
KCNH1	0.89064367	5.23e-06
KCNH2	0.56919037	8.54e-05
KCNIP4	0.42644047	0.0324
KCNJ1	-0.06691314	0.812
KCNJ10	0.23793101	0.374
KCNJ13	0.39281264	0.167
KCNJ15	-1.80361533	4.37e-09
KCNJ2	1.09255716	0.000166
KCNJ3	1.0002672	0.0234
KCNJ4	0.75870306	2.86e-05
KCNJ5	1.27541644	3.14e-06
KCNJ6	0.48092985	0.106
KCNJ8	0.71970107	0.0139
KCNJ9	0.57372979	0.0529
KCNK1	-1.30488575	1.66e-05
KCNK2	0.48365426	0.212
KCNK3	0.44131117	0.0225
KCNMA1	1.68411017	1.3e-05
KCNMB1	0.68592156	0.000346
KCNN1	0.59393972	0.000354
KCNN3	0.69280389	0.0168
KCNN4	0.66680477	0.0431
KCNQ1	0.65798955	0.000863
KCNQ2	0.63320832	0.0121
KCNQ3	1.21367306	1.16e-05
KCNS1	0.72355588	0.00204
KCNS3	0.93497997	0.0028
KCNV1	0.38445457	0.247
KCNV2	0.33854165	0.222
KCTD12	0.58811572	0.00439
KCTD17	0.14602086	0.336
KCTD2	0.30196917	0.00347
KCTD20	0.35880157	0.0642
KCTD7	0.44676205	0.0649
KCTD7///RABGEF1	0.25425365	0.12
KDELR1	-0.37921908	0.00495
KDELR2	-0.59587811	0.000829
KDELR3	-0.72057913	0.0327
KDM1A	-0.4853016	0.00053
KDM2A	-0.32118071	0.0123
KDM3A	0.08284409	0.598
KDM3B	0.43217761	0.000192
KDM4A	-0.56485589	0.00865
KDM4B	-0.09444496	0.537
KDM4C	0.72904335	0.0158
KDM5A	-0.42616741	0.0136
KDM5B	-1.0834875	3.23e-06
KDM5C	0.29324448	0.104
KDM5D	0.84793676	0.132
