Updated.gene.symbol	logFC	P.Value
ATIC	-0.75557194	1.86e-15
ZFP64	-0.75525264	2.24e-21
PTPRH	-0.75517855	1.42e-12
TAF1A	-0.75467446	3.05e-10
DPY30	-0.7541864	5.78e-22
WDR33	-0.75363224	3e-14
TMEM182	-0.75343777	2.92e-17
STEAP1B	-0.75322364	2.54e-08
NAA40	-0.75321647	1.04e-17
FGD6	-0.75292028	1.9e-09
MAP3K13	-0.75273597	4.78e-12
EEF1E1	-0.75262493	1.88e-12
CHMP4C	-0.75159462	3.21e-06
DVL3	-0.75147988	5.89e-11
FBXO11	-0.75093476	1.77e-11
CPNE5	-0.75057455	2.96e-06
AP2B1	-0.75054301	4.77e-13
MRPL9	-0.75050514	3.7e-24
YEATS2	-0.74965863	2.87e-10
RANGAP1	-0.74947876	6.76e-13
PLD1	-0.74940764	3.52e-06
PSMB2	-0.74898788	6.48e-21
HSP90AB1	-0.74862749	0.000319
TMEM45A	-0.74853489	6.82e-05
TMEM183A	-0.74813199	6.82e-21
BPHL	-0.74706562	9.78e-19
SNRNP48	-0.74658769	3.75e-10
NIFK	-0.74656886	7.02e-15
DDR1	-0.74641487	2.49e-09
TFAM	-0.74621479	1.13e-13
TIMM13	-0.74608106	6.11e-17
NICOL1	-0.74605017	3.52e-12
MAD2L2	-0.74592489	4.84e-12
MTCH2	-0.74574726	1.43e-19
MPLKIP	-0.74570263	1.7e-18
IGHG1	-0.74553133	3.23e-10
EIF2AK1	-0.74473318	6.15e-22
HOXD4	-0.74378088	9.32e-08
FMO1	-0.74374894	5.22e-05
ZHX1-C8orf76	-0.74202192	1.06e-14
RBM28	-0.74090577	2.41e-17
FZD3	-0.74085744	4.18e-08
WNK3	-0.74024299	1.19e-06
MDH2	-0.74012689	3.37e-23
FUS	-0.73964658	1.12e-05
MRPS16	-0.73945499	2e-19
EIF3B	-0.73920184	4.58e-15
CEP85	-0.73912787	2.05e-14
FKBP10	-0.73788689	1.2e-06
LINC00992	-0.73788662	1.03e-06
UBQLN1	-0.73749155	2.67e-14
OIP5-AS1	-0.73731566	4.46e-14
P4HA1	-0.7368637	7.76e-10
TULP4	-0.73604112	1.25e-07
ARL4C	-0.73603912	1.82e-06
CLNS1A	-0.73569539	4.51e-19
TTPAL	-0.73552065	3.08e-14
ZYG11A	-0.73550079	1e-11
NBR1	-0.73541362	1.11e-14
ARMC10	-0.73534293	2.07e-19
EIF4G1	-0.73515526	2.73e-08
STAU2	-0.73513558	7.19e-09
MIPOL1	-0.73480304	1.25e-06
NUCKS1	-0.73436716	1.62e-10
FAM111B	-0.73364266	2.69e-09
RBM12B	-0.73357794	1e-13
ATP6V1C1	-0.73351011	6.11e-09
PLA2G2D	-0.73347719	6.3e-07
LARP6	-0.73344544	0.000211
HOMER3	-0.73303818	1.11e-10
ERICH5	-0.73290138	7.02e-05
RPAP3	-0.73246989	1.14e-12
CABLES2	-0.73242724	1.07e-14
RPRM	-0.73231448	7.53e-06
PC	-0.7314277	6.16e-12
CPSF2	-0.73115629	8.04e-15
MAGEA10	-0.73113675	3.3e-05
COA7	-0.73093939	6.66e-19
ABCE1	-0.73084243	4.78e-15
BPTF	-0.73064701	4.39e-15
SNRPD2	-0.73044867	6.63e-23
SUPT3H	-0.73021843	4.43e-15
FOXP4-AS1	-0.7299492	2.66e-07
CAMSAP2	-0.72984993	2.72e-15
PRXL2A	-0.72962561	7.48e-10
BLACAT1	-0.72935202	2.05e-11
CEP57	-0.72906975	9.4e-11
PSMD14	-0.72904066	4.5e-22
GTF3C3	-0.72891976	7.39e-12
MAP1B	-0.72888999	0.000101
ACAP2	-0.72888325	2.61e-07
USP10	-0.72880774	1.4e-12
NPEPPS	-0.72867526	8.66e-19
PEX13	-0.72800054	2.54e-10
YIF1B	-0.72791386	1.54e-12
HPSE	-0.72743827	1.1e-05
GARS1	-0.72702861	4.67e-17
USP1	-0.72681916	2.83e-11
ZSCAN2	-0.72607715	3.21e-14
F5	-0.72599084	0.00103
NADK2	-0.72578036	6.49e-10
COX15	-0.72567721	3.91e-14
PPP1R3B-DT	-0.72554154	2.13e-12
ATP5MC1	-0.72491263	5.26e-20
MROH1	-0.72481152	1.57e-09
SPOCK3	-0.72404109	0.000449
PAQR4	-0.72392085	1.26e-14
ZC3H11A	-0.72332983	2.09e-13
FARSB	-0.72326655	3.23e-22
RCN3	-0.72254945	7.38e-08
DNPH1	-0.72222922	1.61e-12
SEC61A2	-0.72169865	2.88e-15
PDCD5	-0.72142409	2.44e-14
C1orf74	-0.72133394	4.59e-19
SAAL1	-0.72127164	1.51e-14
ANAPC11	-0.72105887	1.01e-24
PRDX2	-0.72076695	1.03e-11
BRIX1	-0.72074987	2.75e-14
TOPBP1	-0.72074271	1.82e-12
GID8	-0.72018498	1.05e-15
LZIC	-0.72010603	1.73e-12
HDGF	-0.7192316	6.14e-20
BRCC3	-0.71907919	2.45e-09
TMEM167A	-0.71879441	5.47e-16
PLEKHG6	-0.71865882	3.28e-16
NMNAT2	-0.71825606	0.000217
MED14	-0.71825321	6.28e-20
TRIB3	-0.71823722	2.37e-07
TWNK	-0.7172349	7.56e-12
TMCC1	-0.71721378	9.64e-10
STX6	-0.71717319	5.7e-13
ELMOD2	-0.71707315	1.77e-11
C8orf76	-0.71644427	1.5e-10
PODXL2	-0.71568645	2.45e-15
KRTCAP3	-0.7153905	1.38e-07
TRIM45	-0.71460344	1.62e-08
ORC2	-0.71457974	2.2e-14
RABL3	-0.71455275	8.47e-14
C1QTNF6	-0.71412497	4.25e-12
MRTO4	-0.71400742	7.53e-16
TUSC3	-0.71384446	2.27e-05
CD19	-0.71365586	2.39e-06
PPM1E	-0.71365283	0.0013
H2AC6	-0.7135896	4.22e-07
RPP21	-0.7135706	6.26e-22
MEGF10	-0.71322478	9.2e-06
IMPACT	-0.71316712	2.63e-10
LDHA	-0.7130891	9.18e-19
SENP2	-0.71276586	3.96e-13
LINC02893	-0.71270844	2.2e-08
SCRIB	-0.71244745	5.04e-12
SEH1L	-0.71195303	1.57e-10
COL22A1	-0.71141712	2.41e-05
GSR	-0.71122889	1.7e-08
LIN28B	-0.7110913	0.000159
FUNDC1	-0.71106035	7.18e-19
CEL	-0.71018253	1.1e-05
KCNK1	-0.70983596	3.99e-05
POLR1G	-0.70972311	8.42e-16
PDZD11	-0.70940182	5.49e-27
GET4	-0.70890717	3.45e-13
NAA50	-0.70858561	3.15e-08
RPS21	-0.70852798	1.96e-07
TPD52L1	-0.70798088	6.2e-05
DNAJB11	-0.70793087	5.18e-15
RBM8A	-0.70784664	1.61e-16
C1QBP	-0.70780695	8.23e-14
STT3A	-0.70740603	9.56e-08
MYCBP	-0.70710733	9.68e-16
NFATC2IP	-0.70658251	6.75e-19
SDHAF3	-0.70624586	1.74e-12
NOPCHAP1	-0.70623071	5.25e-15
ZNF581	-0.70621801	8.3e-12
MACROH2A2	-0.70616271	1.46e-11
CEP128	-0.70585692	3.46e-07
HSD17B1	-0.70574035	4.4e-12
GAD1	-0.705703	8.77e-06
ULBP2	-0.7055969	0.000661
NCBP2AS2	-0.70510923	2.24e-12
GPR15LG	-0.70499695	0.00042
G6PD	-0.70495498	6.89e-05
ZNF692	-0.70475374	1.17e-18
MTIF2	-0.70464355	9.51e-16
LIG3	-0.70443792	1.77e-19
RMND5A	-0.7043345	3.6e-14
POU2AF3	-0.70407692	0.000843
PSMD12	-0.70392709	6.49e-14
LYRM4	-0.70377055	1.44e-11
MEX3D	-0.70328727	4.68e-07
RPL7	-0.70300998	1.57e-13
FAM216A	-0.70297856	5.97e-07
DNAJC19	-0.70294631	1.59e-10
CELF1	-0.70286864	2.75e-15
FLVCR1	-0.70283682	4.07e-07
MRS2	-0.70276196	9.76e-15
SPINT2	-0.70274902	1.05e-07
H1-3	-0.70249724	3.95e-11
HS2ST1	-0.70228415	6.57e-17
ZNF273	-0.7020588	1e-12
SPAST	-0.70191227	2.03e-11
TM9SF4	-0.70184839	1.49e-11
UBXN4	-0.70165143	8.05e-06
MTERF1	-0.70156213	3.66e-14
LINC00665	-0.70150173	1.35e-09
LRRN1	-0.70150102	0.000522
ZNF567	-0.70116681	1.48e-08
DSN1	-0.70061385	3.7e-10
ACVR2B	-0.70016729	5.64e-11
TIMM17B	-0.69969287	4.55e-20
NLE1	-0.69962133	2.84e-14
EHMT2	-0.69935328	1.06e-15
PITPNA-AS1	-0.69930065	1.79e-13
TMEM68	-0.69908489	6.55e-10
CSTF3	-0.69897184	2.22e-09
AGAP2-AS1	-0.69880647	1.01e-10
EIF1AX	-0.69867281	3.17e-12
BASP1	-0.69853468	0.000115
STK31	-0.69853291	7.95e-08
AASDHPPT	-0.69830004	1.73e-15
GCFC2	-0.69779817	1.58e-12
LOC389831	-0.69725458	0.000143
ATP23	-0.69718133	2.89e-10
LINC01206	-0.69710541	0.000242
SIAH2	-0.69708199	4.44e-12
MARS1	-0.69701441	1.28e-20
UCA1	-0.69687695	4.65e-05
PSMC4	-0.69682383	4.77e-17
DROSHA	-0.69681153	8.67e-15
WDR4	-0.69679817	8.3e-08
GFUS	-0.69662955	2.52e-11
WASIR2	-0.69655831	6.59e-07
FA2H	-0.69615382	3.47e-05
NMD3	-0.69607054	3.55e-08
PPP1R35	-0.69557639	2.35e-19
SNRPA1	-0.69555074	2.09e-17
CBR1	-0.69552318	1.51e-06
OSMR	-0.69522202	5.81e-05
PDLIM4	-0.69503454	1.88e-05
RPE	-0.69491827	1.1e-14
CRABP1	-0.69409856	1.16e-06
STOML2	-0.69387784	1.29e-12
LRRC8D	-0.6936229	2.11e-15
MRPL21	-0.69355827	1.54e-13
HMBS	-0.69354144	4.04e-19
SAMD1	-0.69353797	1.32e-13
EIF6	-0.69350339	2.1e-18
S100PBP	-0.69349376	1.06e-16
RASL11B	-0.69346169	7.63e-08
MAGEA11	-0.6933626	0.000546
ZNF138	-0.69256954	1.42e-12
B4GALT2	-0.69246472	6.59e-22
DNTTIP1	-0.69233736	2.3e-08
MEN1	-0.69181973	9.74e-17
SLC27A2	-0.69156267	0.000119
CDK5	-0.69133196	3.1e-13
MCRIP2	-0.69129312	4.3e-12
IRAK1	-0.69100939	2.32e-13
NRTN	-0.69048993	1.44e-07
HNRNPC	-0.69047268	1.31e-10
TRAIP	-0.69045218	1.49e-20
HPS3	-0.69007941	5.2e-10
AACS	-0.69004462	1.99e-13
P3H1	-0.69004138	3.24e-15
NDUFAF8	-0.6900359	2.15e-14
TOMM70	-0.6899826	1.91e-14
DNMT1	-0.68995471	5.06e-14
POLR3G	-0.6897702	2.46e-09
PIGM	-0.689768	4.47e-10
NOP56	-0.68976566	8.81e-12
BRCA2	-0.68970511	2.41e-12
UBE2K	-0.68960949	1.04e-22
ERGIC2	-0.68957446	8.47e-14
RIF1	-0.68896327	4.02e-08
CHPF	-0.68872053	1.42e-14
SNRPG	-0.68870927	1.48e-23
ANAPC5	-0.68869627	2.65e-10
GAREM2	-0.68848653	3.87e-21
AMMECR1	-0.68842475	1.62e-08
CENPX	-0.68838732	1.4e-16
CCDC137	-0.68810812	3.57e-12
TMEM69	-0.68810372	1.02e-15
EHF	-0.68769039	0.000317
CEACAM1	-0.68768158	3.07e-07
SMKR1	-0.68748822	2.43e-07
SLC25A13	-0.68734019	1.91e-09
HNF4G	-0.68674504	2.03e-08
NIT2	-0.68651172	2.52e-15
SNRPF	-0.68630453	2.67e-19
FAM114A1	-0.68594812	1.99e-09
IMP4	-0.68587652	1.55e-13
L2HGDH	-0.68568258	8.26e-18
XXYLT1	-0.68558257	3.5e-10
SPCS3	-0.68539097	1.04e-08
AIFM2	-0.68519791	6.43e-11
B3GALNT2	-0.68474316	6.37e-15
BRAF	-0.68461444	6.73e-13
TTC9C	-0.6843769	1.33e-19
ENO3	-0.68437551	1.96e-06
RNASEH1	-0.68433458	1.27e-17
C6orf141	-0.68432482	6.58e-07
TFAP2C	-0.68411458	0.000369
PNMA6A	-0.6837553	1.01e-07
TMEM184A	-0.68347961	4.92e-12
CDYL	-0.68279991	6.87e-16
DENND1A	-0.68261116	3.26e-08
TAF15	-0.68246223	3.13e-07
TMT1B	-0.68245493	8.63e-06
SSRP1	-0.68238831	1.22e-14
TTI1	-0.6819703	3.12e-13
ASXL1	-0.68190148	1.22e-08
PIGU	-0.68188123	1.65e-13
UBN2	-0.68147128	1.47e-11
TTYH3	-0.68128077	6.79e-13
PARP2	-0.68126915	1.06e-13
CCDC138	-0.68126326	6.65e-11
TMED3	-0.68118732	2.84e-12
NRK	-0.68118382	8.04e-05
FABP7	-0.68115318	0.000504
GPRC5D-AS1	-0.68059533	8.87e-10
LIG1	-0.68055382	1.06e-14
TMED2	-0.68051722	0.000922
SYT7	-0.67927733	5.6e-10
DAP3	-0.67894488	3.35e-20
BPNT2	-0.67845396	1.02e-10
GPC6	-0.67801202	6.6e-06
MYNN	-0.67748735	4.35e-10
PRPF19	-0.67738891	3.8e-19
PRMT1	-0.67726376	1.28e-11
OXR1	-0.67724852	1.69e-08
ATAD5	-0.67694651	1.27e-19
LOC284219	-0.67649147	1.89e-08
SULF2	-0.67641748	1.88e-05
SMYD3	-0.67638024	6.76e-08
PMCH	-0.67584642	1.22e-13
BCL2L12	-0.67565774	1.8e-16
PDRG1	-0.67542077	1.11e-18
GEN1	-0.67517725	2.11e-09
PGM3	-0.67493886	1.49e-11
RALY-AS1	-0.67484213	2.44e-12
HGD	-0.67462033	6.65e-05
IL36G	-0.67420652	5.87e-05
H2AC13	-0.67419696	1.54e-23
DIPK1A	-0.67401127	8e-07
FOXA3	-0.67384288	3.05e-06
ARHGEF19	-0.67364407	9.78e-13
TARS2	-0.67359876	1.08e-24
FBXO16	-0.67346941	3.17e-10
NSUN5	-0.67339922	2.41e-21
CYP2S1	-0.67304099	0.000205
ZNF239	-0.67223279	2.01e-07
PHTF2	-0.67138262	1.02e-12
UBE2V2	-0.67134624	1.67e-15
MSH5	-0.67114016	1.35e-12
PIAS3	-0.67113277	2.1e-11
ADD2	-0.67104974	4.84e-06
NSG1	-0.67095247	1.05e-05
STAP2	-0.67077871	7.22e-07
GEMIN7	-0.67043746	3.88e-17
TKT	-0.67036817	1.91e-07
WNT5A	-0.67018477	0.000901
EPHX3	-0.67017838	2.4e-05
SDR42E1	-0.6701329	4.92e-11
POLR2K	-0.67008959	1.81e-13
KIFC2	-0.67004194	5.95e-10
PSMC3IP	-0.67001606	1.83e-09
EPHX4	-0.66999521	1.22e-06
SLC25A36	-0.66995322	9.78e-07
SLC25A10	-0.66990512	1.9e-16
KIF5A	-0.66977949	3.78e-08
WDR77	-0.66974581	2.6e-15
LSM7	-0.66921603	4.7e-16
DNAAF5	-0.66891201	8.56e-14
VANGL2	-0.6688732	0.000119
PLAC1	-0.66885701	2.94e-08
GNB5	-0.66881138	8.7e-08
SNRPA	-0.66857291	1.82e-18
UBE4B	-0.66855281	7.42e-09
SLFN13	-0.6685378	1.3e-05
PHF6	-0.66853242	1.78e-15
FAN1	-0.66836282	5.14e-16
ZNF260	-0.66831726	2.55e-13
KCND2	-0.6682697	1.4e-07
ZNG1A	-0.66821319	4.11e-17
TSEN15	-0.66816622	5.71e-11
PPP1R14D	-0.66798505	1.6e-06
PAX6	-0.66770677	6.78e-06
KLHDC7B	-0.66755513	0.00015
RASAL1	-0.66742317	4.41e-13
KPNB1	-0.66737177	3.09e-14
MEMO1	-0.6673671	3.69e-16
NDUFS8	-0.66698214	1.63e-12
MAGEF1	-0.6664751	2.09e-13
MNX1	-0.66622361	1.26e-14
H2AZ1	-0.66619751	1.3e-18
ZFR	-0.66596878	3.79e-15
SS18	-0.66590747	7.76e-13
FUT8	-0.66522408	1.72e-06
UBA2	-0.66455448	8.85e-15
HDHD5	-0.6640687	5.14e-13
MRPL44	-0.66391565	1.77e-10
DYRK2	-0.66381581	9.59e-10
TIMP1	-0.66366181	3.52e-06
MYEOV	-0.66338758	1.27e-05
ALDH1L2	-0.66280378	1.19e-05
HDAC1	-0.6625364	2.08e-18
ZNF217	-0.66206333	5.05e-08
PART1	-0.66178978	1.59e-09
FBXO41	-0.66164835	1.74e-12
HSPA1B	-0.66103372	0.000406
PUS7L	-0.66098225	3.28e-21
IARS1	-0.66085336	1.34e-15
CNOT1	-0.66048666	9.74e-13
CARM1	-0.66036537	4.88e-09
RUSC1-AS1	-0.66033387	6.22e-06
STYXL1	-0.6602104	1.06e-12
IGF1R	-0.65961034	6.13e-06
NPTX1	-0.65946425	0.000326
CAMK2N2	-0.65939119	1.07e-12
SIKE1	-0.65931567	4.08e-08
SUPT16H	-0.65915559	5.7e-08
TAF2	-0.65902131	1.25e-18
TMEM178B	-0.65897922	0.000167
BET1	-0.65884682	2.74e-10
NANP	-0.65884129	2.87e-12
PYCR3	-0.65863739	2.66e-13
LINC03011	-0.6585664	1.74e-09
TMED4	-0.65825834	1.5e-10
POLR3K	-0.6582133	2.71e-10
SMS	-0.65779262	7.8e-08
DHTKD1	-0.65771741	1.55e-10
ZNF507	-0.65760781	2.1e-13
PIR	-0.65720298	0.000565
EARS2	-0.65696213	3.92e-16
MRPS26	-0.65684426	5.95e-16
TIGD2	-0.65661522	5.85e-09
PPM1H	-0.6564339	5.92e-06
SLF1	-0.65621788	3.28e-08
RUVBL2	-0.65598782	1.04e-12
LANCL2	-0.6553513	1.05e-09
FNDC3B	-0.65521304	5.43e-10
CYP26A1	-0.65515333	1.59e-06
LAMC1	-0.65505558	3.63e-11
APBA2	-0.65470379	1.83e-13
DPP3	-0.65459878	2.76e-14
RBIS	-0.65434105	2.09e-10
GNL3	-0.65432118	7.32e-16
MRPS24	-0.65420132	1.82e-21
SNRPC	-0.65399548	8.01e-23
RAD18	-0.65395942	3.95e-11
DHRS11	-0.65368259	3.88e-11
PAK1IP1	-0.65366345	4.03e-10
ADSS1	-0.65359896	8.96e-05
GSS	-0.65299221	2.93e-15
SUZ12	-0.65292849	2.24e-12
ENTREP3	-0.65285483	6.65e-18
KDM1A	-0.65281669	5e-13
OTULIN	-0.65255381	4.04e-14
LMAN1	-0.65246297	8.06e-07
METTL5	-0.65241009	2.17e-19
MAN1A2	-0.65234213	1.84e-19
CCNO	-0.65129556	1.21e-08
SERBP1	-0.65127046	1.87e-15
PANX2	-0.6508739	1.47e-10
PRRC1	-0.65036518	2.12e-13
NOLC1	-0.65031081	1.97e-09
ZMYND19	-0.65025305	5.75e-13
POLE	-0.65006438	4.75e-15
POGLUT2	-0.64999479	8.88e-08
PUS1	-0.64963848	5.07e-14
RAPGEFL1	-0.64911291	2.5e-06
NOL10	-0.64909951	1.14e-13
FAM24B	-0.64900756	1.73e-10
MRPL24	-0.64878506	4.75e-21
CNMD	-0.6487561	0.000588
ZNHIT3	-0.64850264	1.56e-17
STON2	-0.64843849	6.18e-07
C6orf136	-0.64828847	2.16e-09
MIS18BP1	-0.64823141	2.88e-09
CYP4F2	-0.64788016	2.57e-07
NTMT1	-0.64766486	5.93e-15
EMC1	-0.64757774	3.26e-14
UGT1A8	-0.64746879	0.000135
PRIM2	-0.64726335	6.23e-12
GOSR2	-0.64723606	7.25e-16
FNTB	-0.6456924	1.78e-13
SRP72	-0.64565394	1.95e-12
KCNN4	-0.64559103	9.47e-05
HSP90AA1	-0.64558403	3.75e-13
ICMT	-0.64550652	4.44e-19
RPF2	-0.64548791	8.21e-12
SEC11C	-0.64533535	0.000237
KCNG1	-0.64531637	3.77e-09
MNAT1	-0.64514852	8.64e-13
NUP62	-0.64506877	3.53e-09
ALG8	-0.64405183	5.5e-15
TOM1L1	-0.64390574	8.97e-12
CELSR2	-0.64333846	1.42e-08
SWI5	-0.6432312	5.89e-12
EHBP1	-0.64321944	7.88e-06
CTPS2	-0.64305422	1.25e-14
ZNF550	-0.64302274	9.35e-12
SPICE1	-0.64262604	3.56e-09
SRXN1	-0.64259836	7.6e-05
LINC00467	-0.64226903	6.3e-07
POTEM	-0.64212094	2.75e-07
PDXP	-0.64200823	1.08e-10
PFDN2	-0.64146382	3.28e-17
RPN2	-0.64125741	4.94e-17
COPZ1	-0.64105472	5.4e-16
OTUD6B-AS1	-0.64093989	7.08e-11
SDF2L1	-0.64033956	1.54e-08
DLL3	-0.63985172	2.37e-06
YEATS4	-0.63973251	3.58e-12
DARS1	-0.63969503	2.76e-14
MEA1	-0.63967702	1.65e-20
ARL1	-0.63923483	9.96e-15
SLC50A1	-0.63912112	1.62e-14
ITM2C	-0.63909081	3.4e-09
UCHL3	-0.63898122	5.65e-13
MRPL52	-0.6389309	7.19e-12
UBE2Z	-0.63879615	1.05e-14
MZT1	-0.63837222	2.41e-12
BMP8B	-0.63809455	5.37e-13
EMC3-AS1	-0.6380444	1.29e-12
ZMYND8	-0.63784358	2.71e-09
PCMTD2	-0.63774538	7.02e-16
XKRX	-0.63726033	5.43e-06
TMSB15B	-0.6372531	4.11e-05
CEP89	-0.63715376	1.93e-11
TTC22	-0.63699043	4.58e-05
SDHC	-0.63690224	2.8e-06
GTPBP8	-0.63679477	1.12e-10
CPT1C	-0.63646032	1.93e-08
HP1BP3	-0.63638276	7.08e-09
TBX15	-0.63595655	1.04e-07
ZMAT4	-0.6357877	1.79e-05
NR2C2AP	-0.6357221	4.19e-17
ZNF107	-0.63552104	7.82e-09
TMEM80	-0.63472656	1.87e-10
KPNA4	-0.63467262	1.27e-06
MFSD9	-0.63461112	2.65e-12
ALPK2	-0.63455823	3.71e-11
SHC1	-0.63454259	8.71e-07
EIF4A2	-0.63444124	0.000369
TMEM87B	-0.63438606	4.37e-10
USP14	-0.63431514	5.22e-18
AGPAT5	-0.6342989	2.86e-08
WDR3	-0.63406921	4.85e-12
WNK2	-0.63369569	2.95e-11
SCUBE3	-0.63363565	4.1e-05
CPOX	-0.63361503	2.1e-09
GPS1	-0.63355824	2.32e-18
HAUS6	-0.63348996	1.22e-08
ANKRD39	-0.63342955	2.82e-16
ZNF92	-0.63339292	5.63e-12
ITPKA	-0.63335274	3.7e-07
PTBP1	-0.63292632	3.77e-08
SYT12	-0.63272957	2.63e-08
GTPBP4	-0.63241745	8.39e-12
NOP2	-0.63234683	7.65e-11
TMED10	-0.63210287	1.89e-15
PPIH	-0.63202674	4.98e-15
DNAJC22	-0.63193378	3.52e-08
DISP2	-0.63186152	8.97e-07
PTCD1	-0.63183322	9.12e-21
UMPS	-0.63176656	5.78e-13
NSUN2	-0.63133002	7.04e-17
RAD51C	-0.63121791	5.05e-14
LOXL1	-0.63120516	4.74e-05
AVEN	-0.63111425	4.39e-11
POLR2I	-0.63103981	3.36e-14
PRRC2C	-0.63100491	1.89e-11
FLJ45482	-0.63092481	2.76e-10
MBOAT2	-0.63082781	4.01e-08
STAMBP	-0.63081834	3.97e-16
C8orf33	-0.63026748	2.02e-14
PSMG1	-0.63018888	1.38e-10
ST14	-0.63016374	1.59e-07
CYCS	-0.62999235	1.91e-15
RMDN1	-0.62994774	2.52e-11
FBXO31	-0.62960526	1.26e-06
NDRG1	-0.62896328	4.59e-05
TAF6	-0.62877595	2.08e-16
SF3B6	-0.62796094	5.92e-20
SPTBN2	-0.62793255	3.61e-14
GTPBP3	-0.62749845	1.15e-19
ENTR1	-0.62735198	4.88e-08
PRR36	-0.62729021	3.3e-09
AGBL5	-0.62698486	1.46e-12
TRIM2	-0.62668418	1.02e-07
PSMD4	-0.62666664	4.6e-17
NSUN5P1	-0.62646342	5.92e-16
F2RL1	-0.62633894	0.000582
TCP11L1	-0.62577265	1.58e-09
KLK6	-0.62556064	8.8e-05
DTX2P1-UPK3BP1-PMS2P11	-0.62540701	6.13e-19
C1orf53	-0.62492691	9.62e-06
FARSA	-0.62476815	9.07e-10
C21orf58	-0.62471144	6.79e-16
TMEM63C	-0.62467364	1.25e-10
HYOU1	-0.62413852	4.27e-09
PDGFRL	-0.62384094	0.000228
BOLA1	-0.62373887	3.15e-10
MOB1A	-0.62373756	1.61e-08
CHORDC1	-0.62373098	1.49e-08
FGD1	-0.62367932	4.56e-12
NFXL1	-0.62303724	3.11e-08
TATDN1	-0.62277107	1.79e-10
PPP3CB	-0.62255626	2.12e-10
TRIT1	-0.62223624	5.41e-11
CIT	-0.62206538	0.000172
NUTM2A-AS1	-0.62196536	2.1e-08
CHCHD7	-0.62191281	6.34e-09
ZMYM4	-0.62167425	1.8e-16
LRRC42	-0.62160253	1.19e-12
PAK6	-0.62149171	7.19e-08
PARS2	-0.62123412	2.54e-16
WDR75	-0.62120014	8.63e-12
LEMD1	-0.62105185	1.26e-05
SLC29A4	-0.62068556	1.74e-12
CAPRIN1	-0.62052653	8.28e-10
UBAP2L	-0.62048785	9.54e-15
LBHD1	-0.62025011	2.39e-17
CPLX2	-0.61996086	5.86e-05
TIMM17A	-0.61995035	1.62e-13
ZNF793-AS1	-0.61984633	9.1e-07
GABPB1	-0.61946031	1.24e-08
MRPL35	-0.61918703	9.89e-14
P4HA3	-0.61872922	1.75e-10
TACO1	-0.61858686	2.35e-19
NPIPB3	-0.61841686	4.58e-09
WNT5B	-0.61822943	1.64e-07
CALML5	-0.61812635	0.000558
DDX18	-0.61808364	7.63e-13
DLX1	-0.61797148	1e-04
KCNH2	-0.61793244	0.000398
EIF2S1	-0.61789638	9.07e-13
CISD1	-0.61772309	3e-13
HSPB1	-0.61762045	2.61e-06
KIAA1217	-0.61750026	9.57e-16
LTN1	-0.61738317	1.69e-05
HOXD13	-0.61732753	7.72e-08
TRIM7	-0.61722087	3.23e-05
CDC14B	-0.61711813	7.43e-07
SYNDIG1	-0.61690264	6.72e-11
LOC284926	-0.61686179	2.22e-10
RNF7	-0.61658812	3.41e-13
SLC35A2	-0.61658246	4.12e-13
NSD3	-0.6163881	2.03e-13
COPA	-0.61637852	3.78e-06
NOL11	-0.61619374	6.26e-16
SATB2	-0.61616348	4.55e-05
OGDHL	-0.61615024	7.58e-08
ZNF618	-0.61597604	2.12e-08
EIPR1	-0.61570003	9.71e-18
PARD3	-0.61562938	4.97e-12
ATXN7L3B	-0.61559705	2.7e-09
SLIRP	-0.615546	9.83e-14
TRAF4	-0.61479858	1.44e-08
SBNO1	-0.61470512	2.12e-11
TBX1	-0.6145128	8.01e-07
SRSF6	-0.61406369	2.37e-05
DLEU2	-0.61374991	2.12e-08
TSKU	-0.61369981	3.8e-10
FASTKD1	-0.61346366	1.39e-12
TRMT13	-0.6133653	4.41e-06
MAP7	-0.61335522	2.27e-08
ORC4	-0.61322499	9.77e-14
IL23A	-0.61316962	1.33e-08
SAMD4B	-0.61306861	1.2e-10
PPM1G	-0.61276093	3.36e-16
TOMM40	-0.61252054	3.46e-14
SARS2	-0.6124703	8.31e-11
ALG10	-0.61230203	1.69e-10
PSMB4	-0.61225211	1.41e-16
COA1	-0.61203597	3.75e-12
ZNF281	-0.61170834	2.44e-10
LOXL1-AS1	-0.61167189	9.23e-07
UBE2W	-0.61157771	2.28e-09
EPOP	-0.61150136	1.09e-10
GPATCH2	-0.61128154	2.87e-10
PGAM1	-0.61081125	2.65e-17
H2BC12	-0.61079709	6.38e-07
NT5C3A	-0.61013855	1.81e-12
LNPK	-0.60988908	1.18e-08
TBC1D16	-0.60978973	2.5e-08
CCT7	-0.60962728	1.24e-17
TNFRSF18	-0.60948324	8.27e-10
RHOBTB3	-0.60930818	3.61e-06
ZNF827	-0.60919296	3.02e-06
OGFOD1	-0.60872054	2.02e-10
TDRD5	-0.6086173	3.94e-09
SNAP47	-0.60850463	4.55e-21
TRUB2	-0.60825282	1.7e-15
ARL17A	-0.60799049	3.56e-11
HSF2BP	-0.60793744	1.67e-11
AKT1S1	-0.60777947	7.61e-09
SMAD5	-0.60773443	5.05e-08
PTRH2	-0.60755478	9.97e-13
SEC24A	-0.60710408	7.02e-07
FBLIM1	-0.60687822	5.8e-08
BGN	-0.60633873	0.000113
TTC3	-0.60609352	1.6e-12
